Datetime,Generator Bus 0,Generator Bus 1,Electrolysis Bus 1 - Bus 2,Fuel Cell Bus 2 - Bus 1,Store Bus 2,Load Bus 1
2015-10-01T00:00:00Z,1.5,0.0,0.0,0.475808,5.83578,1.809275
2015-10-01T01:00:00Z,1.5,0.0,0.0,0.474085,5.36169,1.808155
2015-10-01T02:00:00Z,1.5,0.0,0.0,0.574477,4.78721,1.87341
2015-10-01T03:00:00Z,1.5,0.0,0.0,0.860315,3.9269,2.059205
2015-10-01T04:00:00Z,1.5915,0.035461,0.0,1.01048,2.91642,2.28377
2015-10-01T05:00:00Z,1.5,0.534279,0.0,0.654502,2.26192,2.459705
2015-10-01T06:00:00Z,1.5,1.4208,0.287919,0.0,2.47786,2.6328850000000004
2015-10-01T07:00:00Z,1.5,2.24586,1.02158,0.0,3.24405,2.7242800000000003
2015-10-01T08:00:00Z,1.5,2.64066,1.33581,0.0,4.24591,2.80485
2015-10-01T09:00:00Z,1.5,2.80615,1.4688,0.0,5.34751,2.837345
2015-10-01T10:00:00Z,1.5,2.84161,1.48192,0.0,6.45895,2.85969
2015-10-01T11:00:00Z,1.5,2.77541,1.53637,0.0,7.61122,2.739045
2015-10-01T12:00:00Z,1.5,2.46336,1.39261,0.0,8.65568,2.57075
2015-10-01T13:00:00Z,1.5,1.95508,0.985958,0.0,9.39515,2.469125
2015-10-01T14:00:00Z,1.5,1.10402,0.134234,0.0,9.49582,2.469785
2015-10-01T15:00:00Z,1.62395,0.267139,0.0,1.01048,8.48534,2.547895
2015-10-01T16:00:00Z,2.19782,0.00236407,0.0,1.01048,7.47487,2.856995
2015-10-01T17:00:00Z,3.02996,0.0,0.0,0.0,7.47487,3.02996
2015-10-01T18:00:00Z,2.15664,0.0,0.0,1.01048,6.46439,2.813445
2015-10-01T19:00:00Z,2.55388,0.0,0.0,0.0,6.46439,2.55388
2015-10-01T20:00:00Z,1.70492,0.0,0.0,1.01048,5.45391,2.36173
2015-10-01T21:00:00Z,1.51381,0.0,0.0,1.01048,4.44344,2.170615
2015-10-01T22:00:00Z,1.5,0.0,0.0,0.764377,3.67906,1.996845
2015-10-01T23:00:00Z,1.53654,0.0,0.0,0.577759,3.1013,1.912085
2015-10-02T00:00:00Z,1.5,0.0,0.0,0.558762,2.54254,1.863195
2015-10-02T01:00:00Z,1.86664,0.0,0.0,0.0,2.54254,1.86664
2015-10-02T02:00:00Z,1.92833,0.0,0.0,0.0,2.54254,1.928335
2015-10-02T03:00:00Z,1.5,0.0,0.0,0.920577,1.62196,2.098375
2015-10-02T04:00:00Z,1.62732,0.0330969,0.0,1.01048,0.611485,2.317225
2015-10-02T05:00:00Z,1.5,0.607565,0.0,0.611485,0.0,2.50503
2015-10-02T06:00:00Z,1.5,1.57447,0.398918,0.0,0.299189,2.6755500000000003
2015-10-02T07:00:00Z,1.5,2.34752,1.10748,0.0,1.1298,2.74004
2015-10-02T08:00:00Z,1.5,2.84397,1.56319,0.0,2.30219,2.780785
2015-10-02T09:00:00Z,1.5,3.13475,1.80074,0.0,3.65274,2.834015
2015-10-02T10:00:00Z,1.5,3.06383,1.73158,0.0,4.95142,2.83225
2015-10-02T11:00:00Z,1.5,2.86761,1.64263,0.0,6.1834,2.72498
2015-10-02T12:00:00Z,1.5,2.60993,1.5221,0.0,7.32498,2.587825
2015-10-02T13:00:00Z,1.5,2.01655,1.03281,0.0,8.09959,2.483735
2015-10-02T14:00:00Z,1.5,1.02837,0.0405438,0.0,8.12999,2.487825
2015-10-02T15:00:00Z,1.59351,0.27896,0.0,1.01048,7.11952,2.5292800000000004
2015-10-02T16:00:00Z,2.16062,0.0,0.0,1.01048,6.10904,2.81743
2015-10-02T17:00:00Z,2.31167,0.0,0.0,1.01048,5.09856,2.9684850000000003
2015-10-02T18:00:00Z,2.75781,0.0,0.0,0.0,5.09856,2.757815
2015-10-02T19:00:00Z,1.849,0.0,0.0,1.01048,4.08809,2.50581
2015-10-02T20:00:00Z,1.63432,0.0,0.0,1.01048,3.07761,2.29113
2015-10-02T21:00:00Z,1.51484,0.0,0.0,1.01048,2.06713,2.1716550000000003
2015-10-02T22:00:00Z,2.06379,0.0,0.0,0.0,2.06713,2.06379
2015-10-02T23:00:00Z,1.98761,0.0,0.0,0.0,2.06713,1.987605
2015-10-03T00:00:00Z,1.64898,0.0,0.0,0.462226,1.60491,1.94943
2015-10-03T01:00:00Z,1.5,0.0,0.0,0.647977,0.95693,1.921185
2015-10-03T02:00:00Z,1.93136,0.0,0.0,0.0,0.95693,1.93136
2015-10-03T03:00:00Z,2.01611,0.0,0.0,0.0,0.95693,2.016105
2015-10-03T04:00:00Z,1.5,0.035461,0.0,0.834322,0.122608,2.07777
2015-10-03T05:00:00Z,1.5,0.735225,0.0,0.122608,0.0,2.31492
2015-10-03T06:00:00Z,1.5,1.88652,0.842355,0.0,0.631766,2.5441700000000003
2015-10-03T07:00:00Z,1.5,2.82033,1.65577,0.0,1.87359,2.66456
2015-10-03T08:00:00Z,1.5,3.53191,2.27242,0.0,3.57791,2.759495
2015-10-03T09:00:00Z,1.5,3.65681,2.32598,0.0,5.32239,2.830835
2015-10-03T10:00:00Z,1.5,3.66096,2.32598,0.0,7.06687,2.83498
2015-10-03T11:00:00Z,1.5,3.43972,2.2603,0.0,8.7621,2.679415
2015-10-03T12:00:00Z,1.5,2.99054,1.98072,0.0,10.2476,2.509825
2015-10-03T13:00:00Z,1.5,2.34279,1.39553,0.0,11.2943,2.4472600000000004
2015-10-03T14:00:00Z,1.5,1.37825,0.440981,0.0,11.625,2.43727
2015-10-03T15:00:00Z,1.53999,0.3026,0.0,1.01048,10.6145,2.4994
2015-10-03T16:00:00Z,2.16975,0.0,0.0,1.01048,9.60407,2.82656
2015-10-03T17:00:00Z,2.2886,0.0,0.0,1.01048,8.59359,2.94541
2015-10-03T18:00:00Z,2.11344,0.0,0.0,1.01048,7.58311,2.77025
2015-10-03T19:00:00Z,1.88531,0.0,0.0,1.01048,6.57264,2.54212
2015-10-03T20:00:00Z,1.70675,0.0,0.0,1.01048,5.56216,2.363565
2015-10-03T21:00:00Z,1.52614,0.0,0.0,1.01048,4.55168,2.18295
2015-10-03T22:00:00Z,1.5,0.0,0.0,0.8164,3.73528,2.03066
2015-10-03T23:00:00Z,1.5,0.0,0.0,0.680992,3.05429,1.942645
