LCLid,tstp,energy(kWh/hh)
MAC001074,2012-10-12 13:00:00.0000000, 0.156 
MAC001074,2012-10-12 13:30:00.0000000, 0.082 
MAC001074,2012-10-12 14:00:00.0000000, 0.06 
MAC001074,2012-10-12 14:30:00.0000000, 0.108 
MAC001074,2012-10-12 15:00:00.0000000, 0.435 
MAC001074,2012-10-12 15:30:00.0000000, 0.684 
MAC001074,2012-10-12 16:00:00.0000000, 0.286 
MAC001074,2012-10-12 16:30:00.0000000, 0.812 
MAC001074,2012-10-12 17:00:00.0000000, 3.3870001 
MAC001074,2012-10-12 17:30:00.0000000, 1.437 
MAC001074,2012-10-12 18:00:00.0000000, 0.966 
MAC001074,2012-10-12 18:30:00.0000000, 1.443 
MAC001074,2012-10-12 19:00:00.0000000, 1.3430001 
MAC001074,2012-10-12 19:30:00.0000000, 0.505 
MAC001074,2012-10-12 20:00:00.0000000, 0.54 
MAC001074,2012-10-12 20:30:00.0000000, 0.872 
MAC001074,2012-10-12 21:00:00.0000000, 0.395 
MAC001074,2012-10-12 21:30:00.0000000, 0.201 
MAC001074,2012-10-12 22:00:00.0000000, 0.437 
MAC001074,2012-10-12 22:30:00.0000000, 0.332 
MAC001074,2012-10-12 23:00:00.0000000, 0.21 
MAC001074,2012-10-12 23:30:00.0000000, 0.179 
MAC001074,2012-10-13 00:00:00.0000000, 0.311 
MAC001074,2012-10-13 00:30:00.0000000, 0.284 
MAC001074,2012-10-13 01:00:00.0000000, 0.19 
MAC001074,2012-10-13 01:30:00.0000000, 0.338 
MAC001074,2012-10-13 02:00:00.0000000, 0.271 
MAC001074,2012-10-13 02:30:00.0000000, 0.216 
MAC001074,2012-10-13 03:00:00.0000000, 0.167 
MAC001074,2012-10-13 03:30:00.0000000, 0.213 
MAC001074,2012-10-13 04:00:00.0000000, 0.268 
MAC001074,2012-10-13 04:30:00.0000000, 0.193 
MAC001074,2012-10-13 05:00:00.0000000, 0.295 
MAC001074,2012-10-13 05:30:00.0000000, 0.291 
MAC001074,2012-10-13 06:00:00.0000000, 0.217 
MAC001074,2012-10-13 06:30:00.0000000, 0.223 
MAC001074,2012-10-13 07:00:00.0000000, 0.259 
MAC001074,2012-10-13 07:30:00.0000000, 0.387 
MAC001074,2012-10-13 08:00:00.0000000, 0.438 
MAC001074,2012-10-13 08:30:00.0000000, 0.346 
MAC001074,2012-10-13 09:00:00.0000000, 0.188 
MAC001074,2012-10-13 09:30:00.0000000, 0.213 
MAC001074,2012-10-13 10:00:00.0000000, 0.286 
MAC001074,2012-10-13 10:30:00.0000000, 0.332 
MAC001074,2012-10-13 11:00:00.0000000, 0.317 
MAC001074,2012-10-13 11:30:00.0000000, 2.451 
MAC001074,2012-10-13 12:00:00.0000000, 0.48 
MAC001074,2012-10-13 12:30:00.0000000, 0.502 
MAC001074,2012-10-13 13:00:00.0000000, 0.485 
MAC001074,2012-10-13 13:30:00.0000000, 0.701 
MAC001074,2012-10-13 14:00:00.0000000, 0.336 
MAC001074,2012-10-13 14:30:00.0000000, 0.34 
MAC001074,2012-10-13 15:00:00.0000000, 0.444 
MAC001074,2012-10-13 15:30:00.0000000, 0.363 
MAC001074,2012-10-13 16:00:00.0000000, 0.562 
MAC001074,2012-10-13 16:30:00.0000000, 0.695 
MAC001074,2012-10-13 17:00:00.0000000, 0.515 
MAC001074,2012-10-13 17:30:00.0000000, 1.966 
MAC001074,2012-10-13 18:00:00.0000000, 0.659 
MAC001074,2012-10-13 18:30:00.0000000, 0.743 
MAC001074,2012-10-13 19:00:00.0000000, 0.691 
MAC001074,2012-10-13 19:30:00.0000000, 0.684 
MAC001074,2012-10-13 20:00:00.0000000, 0.892 
MAC001074,2012-10-13 20:30:00.0000000, 0.902 
MAC001074,2012-10-13 21:00:00.0000000, 0.175 
MAC001074,2012-10-13 21:30:00.0000000, 0.253 
MAC001074,2012-10-13 22:00:00.0000000, 0.819 
MAC001074,2012-10-13 22:30:00.0000000, 0.233 
MAC001074,2012-10-13 23:00:00.0000000, 0.225 
MAC001074,2012-10-13 23:30:00.0000000, 0.368 
MAC001074,2012-10-14 00:00:00.0000000, 0.297 
MAC001074,2012-10-14 00:30:00.0000000, 0.212 
MAC001074,2012-10-14 01:00:00.0000000, 0.271 
MAC001074,2012-10-14 01:30:00.0000000, 0.345 
MAC001074,2012-10-14 02:00:00.0000000, 0.173 
MAC001074,2012-10-14 02:30:00.0000000, 0.144 
MAC001074,2012-10-14 03:00:00.0000000, 0.161 
MAC001074,2012-10-14 03:30:00.0000000, 0.166 
MAC001074,2012-10-14 04:00:00.0000000, 0.073 
MAC001074,2012-10-14 04:30:00.0000000, 0.094 
MAC001074,2012-10-14 05:00:00.0000000, 0.347 
MAC001074,2012-10-14 05:30:00.0000000, 0.188 
MAC001074,2012-10-14 06:00:00.0000000, 0.257 
MAC001074,2012-10-14 06:30:00.0000000, 0.195 
MAC001074,2012-10-14 07:00:00.0000000, 0.106 
MAC001074,2012-10-14 07:30:00.0000000, 0.157 
MAC001074,2012-10-14 08:00:00.0000000, 0.327 
MAC001074,2012-10-14 08:30:00.0000000, 2.0050001 
MAC001074,2012-10-14 09:00:00.0000000, 1.497 
MAC001074,2012-10-14 09:30:00.0000000, 1.252 
MAC001074,2012-10-14 10:00:00.0000000, 0.785 
MAC001074,2012-10-14 10:30:00.0000000, 0.657 
MAC001074,2012-10-14 11:00:00.0000000, 1.071 
MAC001074,2012-10-14 11:30:00.0000000, 0.706 
MAC001074,2012-10-14 12:00:00.0000000, 0.856 
MAC001074,2012-10-14 12:30:00.0000000, 0.166 
MAC001074,2012-10-14 13:00:00.0000000, 0.386 
MAC001074,2012-10-14 13:30:00.0000000, 1.16 
MAC001074,2012-10-14 14:00:00.0000000, 1.303 
MAC001074,2012-10-14 14:30:00.0000000, 0.538 
MAC001074,2012-10-14 15:00:00.0000000, 0.245 
MAC001074,2012-10-14 15:30:00.0000000, 0.247 
MAC001074,2012-10-14 16:00:00.0000000, 0.439 
MAC001074,2012-10-14 16:30:00.0000000, 0.883 
MAC001074,2012-10-14 17:00:00.0000000, 1.091 
MAC001074,2012-10-14 17:30:00.0000000, 1.216 
MAC001074,2012-10-14 18:00:00.0000000, 1.1720001 
MAC001074,2012-10-14 18:30:00.0000000, 0.433 
MAC001074,2012-10-14 19:00:00.0000000, 0.877 
MAC001074,2012-10-14 19:30:00.0000000, 0.738 
MAC001074,2012-10-14 20:00:00.0000000, 0.775 
MAC001074,2012-10-14 20:30:00.0000000, 0.381 
MAC001074,2012-10-14 21:00:00.0000000, 0.439 
MAC001074,2012-10-14 21:30:00.0000000, 0.821 
MAC001074,2012-10-14 22:00:00.0000000, 1.832 
MAC001074,2012-10-14 22:30:00.0000000, 0.335 
MAC001074,2012-10-14 23:00:00.0000000, 0.164 
MAC001074,2012-10-14 23:30:00.0000000, 0.084 
MAC001074,2012-10-15 00:00:00.0000000, 0.165 
MAC001074,2012-10-15 00:30:00.0000000, 0.139 
MAC001074,2012-10-15 01:00:00.0000000, 0.071 
MAC001074,2012-10-15 01:30:00.0000000, 0.241 
MAC001074,2012-10-15 02:00:00.0000000, 0.21 
MAC001074,2012-10-15 02:30:00.0000000, 0.094 
MAC001074,2012-10-15 03:00:00.0000000, 0.077 
MAC001074,2012-10-15 03:30:00.0000000, 0.16 
MAC001074,2012-10-15 04:00:00.0000000, 0.138 
MAC001074,2012-10-15 04:30:00.0000000, 0.071 
MAC001074,2012-10-15 05:00:00.0000000, 0.227 
MAC001074,2012-10-15 05:30:00.0000000, 0.223 
MAC001074,2012-10-15 06:00:00.0000000, 0.152 
MAC001074,2012-10-15 06:30:00.0000000, 0.14 
MAC001074,2012-10-15 07:00:00.0000000, 1.0650001 
MAC001074,2012-10-15 07:30:00.0000000, 0.44 
MAC001074,2012-10-15 08:00:00.0000000, 0.288 
MAC001074,2012-10-15 08:30:00.0000000, 0.236 
MAC001074,2012-10-15 09:00:00.0000000, 0.191 
MAC001074,2012-10-15 09:30:00.0000000, 0.239 
MAC001074,2012-10-15 10:00:00.0000000, 0.994 
MAC001074,2012-10-15 10:30:00.0000000, 0.262 
MAC001074,2012-10-15 11:00:00.0000000, 0.201 
MAC001074,2012-10-15 11:30:00.0000000, 0.168 
MAC001074,2012-10-15 12:00:00.0000000, 1.359 
MAC001074,2012-10-15 12:30:00.0000000, 1.1440001 
MAC001074,2012-10-15 13:00:00.0000000, 0.676 
MAC001074,2012-10-15 13:30:00.0000000, 0.567 
MAC001074,2012-10-15 14:00:00.0000000, 0.148 
MAC001074,2012-10-15 14:30:00.0000000, 0.145 
MAC001074,2012-10-15 15:00:00.0000000, 1.146 
MAC001074,2012-10-15 15:30:00.0000000, 1.302 
MAC001074,2012-10-15 16:00:00.0000000, 0.956 
MAC001074,2012-10-15 16:30:00.0000000, 2.0480001 
MAC001074,2012-10-15 17:00:00.0000000, 2.1470001 
MAC001074,2012-10-15 17:30:00.0000000, 0.485 
MAC001074,2012-10-15 18:00:00.0000000, 0.719 
MAC001074,2012-10-15 18:30:00.0000000, 1.725 
MAC001074,2012-10-15 19:00:00.0000000, 0.986 
MAC001074,2012-10-15 19:30:00.0000000, 1.533 
MAC001074,2012-10-15 20:00:00.0000000, 0.936 
MAC001074,2012-10-15 20:30:00.0000000, 0.673 
MAC001074,2012-10-15 21:00:00.0000000, 1.774 
MAC001074,2012-10-15 21:30:00.0000000, 0.285 
MAC001074,2012-10-15 22:00:00.0000000, 0.365 
MAC001074,2012-10-15 22:30:00.0000000, 0.224 
MAC001074,2012-10-15 23:00:00.0000000, 0.109 
MAC001074,2012-10-15 23:30:00.0000000, 0.087 
MAC001074,2012-10-16 00:00:00.0000000, 0.139 
MAC001074,2012-10-16 00:30:00.0000000, 0.152 
MAC001074,2012-10-16 01:00:00.0000000, 0.174 
MAC001074,2012-10-16 01:30:00.0000000, 0.114 
MAC001074,2012-10-16 02:00:00.0000000, 0.159 
MAC001074,2012-10-16 02:30:00.0000000, 0.204 
MAC001074,2012-10-16 03:00:00.0000000, 0.135 
MAC001074,2012-10-16 03:30:00.0000000, 0.152 
MAC001074,2012-10-16 04:00:00.0000000, 0.217 
MAC001074,2012-10-16 04:30:00.0000000, 0.184 
MAC001074,2012-10-16 05:00:00.0000000, 0.246 
MAC001074,2012-10-16 05:30:00.0000000, 0.157 
MAC001074,2012-10-16 06:00:00.0000000, 0.181 
MAC001074,2012-10-16 06:30:00.0000000, 0.217 
MAC001074,2012-10-16 07:00:00.0000000, 0.864 
MAC001074,2012-10-16 07:30:00.0000000, 0.968 
MAC001074,2012-10-16 08:00:00.0000000, 0.448 
MAC001074,2012-10-16 08:30:00.0000000, 1.242 
MAC001074,2012-10-16 09:00:00.0000000, 1.772 
MAC001074,2012-10-16 09:30:00.0000000, 1.262 
MAC001074,2012-10-16 10:00:00.0000000, 0.73 
MAC001074,2012-10-16 10:30:00.0000000, 0.382 
MAC001074,2012-10-16 11:00:00.0000000, 0.244 
MAC001074,2012-10-16 11:30:00.0000000, 0.213 
MAC001074,2012-10-16 12:00:00.0000000, 0.318 
MAC001074,2012-10-16 12:30:00.0000000, 0.203 
MAC001074,2012-10-16 13:00:00.0000000, 0.222 
MAC001074,2012-10-16 13:30:00.0000000, 0.094 
MAC001074,2012-10-16 14:00:00.0000000, 0.176 
MAC001074,2012-10-16 14:30:00.0000000, 0.179 
MAC001074,2012-10-16 15:00:00.0000000, 0.158 
MAC001074,2012-10-16 15:30:00.0000000, 0.379 
MAC001074,2012-10-16 16:00:00.0000000, 0.264 
MAC001074,2012-10-16 16:30:00.0000000, 0.474 
MAC001074,2012-10-16 17:00:00.0000000, 0.607 
MAC001074,2012-10-16 17:30:00.0000000, 2.0050001 
MAC001074,2012-10-16 18:00:00.0000000, 1.015 
MAC001074,2012-10-16 18:30:00.0000000, 0.703 
MAC001074,2012-10-16 19:00:00.0000000, 2.036 
MAC001074,2012-10-16 19:30:00.0000000, 0.938 
MAC001074,2012-10-16 20:00:00.0000000, 0.406 
MAC001074,2012-10-16 20:30:00.0000000, 1.087 
MAC001074,2012-10-16 21:00:00.0000000, 1.069 
MAC001074,2012-10-16 21:30:00.0000000, 0.442 
MAC001074,2012-10-16 22:00:00.0000000, 0.315 
MAC001074,2012-10-16 22:30:00.0000000, 0.305 
MAC001074,2012-10-16 23:00:00.0000000, 0.189 
MAC001074,2012-10-16 23:30:00.0000000, 0.17 
MAC001074,2012-10-17 00:00:00.0000000, 0.121 
MAC001074,2012-10-17 00:30:00.0000000, 0.099 
MAC001074,2012-10-17 01:00:00.0000000, 0.158 
MAC001074,2012-10-17 01:30:00.0000000, 0.293 
MAC001074,2012-10-17 02:00:00.0000000, 0.08 
MAC001074,2012-10-17 02:30:00.0000000, 0.145 
MAC001074,2012-10-17 03:00:00.0000000, 0.148 
MAC001074,2012-10-17 03:30:00.0000000, 0.1 
MAC001074,2012-10-17 04:00:00.0000000, 0.116 
MAC001074,2012-10-17 04:30:00.0000000, 0.193 
MAC001074,2012-10-17 05:00:00.0000000, 0.199 
MAC001074,2012-10-17 05:30:00.0000000, 0.266 
MAC001074,2012-10-17 06:00:00.0000000, 0.164 
MAC001074,2012-10-17 06:30:00.0000000, 0.215 
MAC001074,2012-10-17 07:00:00.0000000, 1.214 
MAC001074,2012-10-17 07:30:00.0000000, 0.715 
MAC001074,2012-10-17 08:00:00.0000000, 0.284 
MAC001074,2012-10-17 08:30:00.0000000, 0.251 
MAC001074,2012-10-17 09:00:00.0000000, 0.136 
MAC001074,2012-10-17 09:30:00.0000000, 0.084 
MAC001074,2012-10-17 10:00:00.0000000, 0.125 
MAC001074,2012-10-17 10:30:00.0000000, 0.303 
MAC001074,2012-10-17 11:00:00.0000000, 0.31 
MAC001074,2012-10-17 11:30:00.0000000, 0.236 
MAC001074,2012-10-17 12:00:00.0000000, 0.204 
MAC001074,2012-10-17 12:30:00.0000000, 0.256 
MAC001074,2012-10-17 13:00:00.0000000, 0.272 
MAC001074,2012-10-17 13:30:00.0000000, 0.206 
MAC001074,2012-10-17 14:00:00.0000000, 0.805 
MAC001074,2012-10-17 14:30:00.0000000, 0.917 
MAC001074,2012-10-17 15:00:00.0000000, 0.321 
MAC001074,2012-10-17 15:30:00.0000000, 0.305 
MAC001074,2012-10-17 16:00:00.0000000, 0.417 
MAC001074,2012-10-17 16:30:00.0000000, 2.1500001 
MAC001074,2012-10-17 17:00:00.0000000, 0.703 
MAC001074,2012-10-17 17:30:00.0000000, 0.484 
MAC001074,2012-10-17 18:00:00.0000000, 0.536 
MAC001074,2012-10-17 18:30:00.0000000, 1.222 
MAC001074,2012-10-17 19:00:00.0000000, 0.642 
MAC001074,2012-10-17 19:30:00.0000000, 0.513 
MAC001074,2012-10-17 20:00:00.0000000, 0.938 
MAC001074,2012-10-17 20:30:00.0000000, 0.553 
MAC001074,2012-10-17 21:00:00.0000000, 0.243 
MAC001074,2012-10-17 21:30:00.0000000, 0.953 
MAC001074,2012-10-17 22:00:00.0000000, 1.322 
MAC001074,2012-10-17 22:30:00.0000000, 1.178 
MAC001074,2012-10-17 23:00:00.0000000, 0.298 
MAC001074,2012-10-17 23:30:00.0000000, 0.218 
MAC001074,2012-10-18 00:00:00.0000000, 0.194 
MAC001074,2012-10-18 00:30:00.0000000, 0.141 
MAC001074,2012-10-18 01:00:00.0000000, 0.132 
MAC001074,2012-10-18 01:30:00.0000000, 0.25 
MAC001074,2012-10-18 02:00:00.0000000, 0.107 
MAC001074,2012-10-18 02:30:00.0000000, 0.158 
MAC001074,2012-10-18 03:00:00.0000000, 0.13 
MAC001074,2012-10-18 03:30:00.0000000, 0.09 
MAC001074,2012-10-18 04:00:00.0000000, 0.121 
MAC001074,2012-10-18 04:30:00.0000000, 0.139 
MAC001074,2012-10-18 05:00:00.0000000, 0.135 
MAC001074,2012-10-18 05:30:00.0000000, 0.327 
MAC001074,2012-10-18 06:00:00.0000000, 0.172 
MAC001074,2012-10-18 06:30:00.0000000, 0.213 
MAC001074,2012-10-18 07:00:00.0000000, 0.344 
MAC001074,2012-10-18 07:30:00.0000000, 1.087 
MAC001074,2012-10-18 08:00:00.0000000, 0.364 
MAC001074,2012-10-18 08:30:00.0000000, 0.265 
MAC001074,2012-10-18 09:00:00.0000000, 0.511 
MAC001074,2012-10-18 09:30:00.0000000, 1.822 
MAC001074,2012-10-18 10:00:00.0000000, 1.4170001 
MAC001074,2012-10-18 10:30:00.0000000, 0.824 
MAC001074,2012-10-18 11:00:00.0000000, 0.264 
MAC001074,2012-10-18 11:30:00.0000000, 0.281 
MAC001074,2012-10-18 12:00:00.0000000, 0.386 
MAC001074,2012-10-18 12:30:00.0000000, 0.298 
MAC001074,2012-10-18 13:00:00.0000000, 0.283 
MAC001074,2012-10-18 13:30:00.0000000, 0.197 
MAC001074,2012-10-18 14:00:00.0000000, 0.063 
MAC001074,2012-10-18 14:30:00.0000000, 0.048 
MAC001074,2012-10-18 15:00:00.0000000, 0.257 
MAC001074,2012-10-18 15:30:00.0000000, 0.273 
MAC001074,2012-10-18 16:00:00.0000000, 0.338 
MAC001074,2012-10-18 16:30:00.0000000, 0.254 
MAC001074,2012-10-18 17:00:00.0000000, 0.738 
MAC001074,2012-10-18 17:30:00.0000000, 1.692 
MAC001074,2012-10-18 18:00:00.0000000, 0.647 
MAC001074,2012-10-18 18:30:00.0000000, 1.627 
MAC001074,2012-10-18 19:00:00.0000000, 2.8829999 
MAC001074,2012-10-18 19:30:00.0000000, 1.054 
MAC001074,2012-10-18 20:00:00.0000000, 0.534 
MAC001074,2012-10-18 20:30:00.0000000, 0.342 
MAC001074,2012-10-18 21:00:00.0000000, 0.714 
MAC001074,2012-10-18 21:30:00.0000000, 0.16 
MAC001074,2012-10-18 22:00:00.0000000, 0.224 
MAC001074,2012-10-18 22:30:00.0000000, 0.23 
MAC001074,2012-10-18 23:00:00.0000000, 0.172 
MAC001074,2012-10-18 23:30:00.0000000, 0.094 
MAC001074,2012-10-19 00:00:00.0000000, 0.128 
MAC001074,2012-10-19 00:30:00.0000000, 0.148 
MAC001074,2012-10-19 01:00:00.0000000, 0.131 
MAC001074,2012-10-19 01:30:00.0000000, 0.196 
MAC001074,2012-10-19 02:00:00.0000000, 0.166 
MAC001074,2012-10-19 02:30:00.0000000, 0.152 
MAC001074,2012-10-19 03:00:00.0000000, 0.109 
MAC001074,2012-10-19 03:30:00.0000000, 0.096 
MAC001074,2012-10-19 04:00:00.0000000, 0.136 
MAC001074,2012-10-19 04:30:00.0000000, 0.153 
MAC001074,2012-10-19 05:00:00.0000000, 0.105 
MAC001074,2012-10-19 05:30:00.0000000, 0.186 
MAC001074,2012-10-19 06:00:00.0000000, 0.193 
MAC001074,2012-10-19 06:30:00.0000000, 0.213 
MAC001074,2012-10-19 07:00:00.0000000, 0.248 
MAC001074,2012-10-19 07:30:00.0000000, 1.205 
MAC001074,2012-10-19 08:00:00.0000000, 0.571 
MAC001074,2012-10-19 08:30:00.0000000, 0.304 
MAC001074,2012-10-19 09:00:00.0000000, 0.261 
MAC001074,2012-10-19 09:30:00.0000000, 0.257 
MAC001074,2012-10-19 10:00:00.0000000, 0.342 
MAC001074,2012-10-19 10:30:00.0000000, 0.79 
MAC001074,2012-10-19 11:00:00.0000000, 0.343 
MAC001074,2012-10-19 11:30:00.0000000, 0.443 
MAC001074,2012-10-19 12:00:00.0000000, 0.338 
MAC001074,2012-10-19 12:30:00.0000000, 0.718 
MAC001074,2012-10-19 13:00:00.0000000, 0.348 
MAC001074,2012-10-19 13:30:00.0000000, 0.356 
MAC001074,2012-10-19 14:00:00.0000000, 0.277 
MAC001074,2012-10-19 14:30:00.0000000, 0.26 
MAC001074,2012-10-19 15:00:00.0000000, 0.269 
MAC001074,2012-10-19 15:30:00.0000000, 0.404 
MAC001074,2012-10-19 16:00:00.0000000, 0.316 
MAC001074,2012-10-19 16:30:00.0000000, 1.492 
MAC001074,2012-10-19 17:00:00.0000000, 2.8269999 
MAC001074,2012-10-19 17:30:00.0000000, 2.77 
MAC001074,2012-10-19 18:00:00.0000000, 0.901 
MAC001074,2012-10-19 18:30:00.0000000, 0.809 
MAC001074,2012-10-19 19:00:00.0000000, 1.424 
MAC001074,2012-10-19 19:30:00.0000000, 1.513 
MAC001074,2012-10-19 20:00:00.0000000, 0.421 
MAC001074,2012-10-19 20:30:00.0000000, 0.893 
MAC001074,2012-10-19 21:00:00.0000000, 0.486 
MAC001074,2012-10-19 21:30:00.0000000, 0.581 
MAC001074,2012-10-19 22:00:00.0000000, 0.442 
MAC001074,2012-10-19 22:30:00.0000000, 0.505 
MAC001074,2012-10-19 23:00:00.0000000, 0.254 
MAC001074,2012-10-19 23:30:00.0000000, 0.233 
MAC001074,2012-10-20 00:00:00.0000000, 0.141 
MAC001074,2012-10-20 00:30:00.0000000, 0.176 
MAC001074,2012-10-20 01:00:00.0000000, 0.514 
MAC001074,2012-10-20 01:30:00.0000000, 0.237 
MAC001074,2012-10-20 02:00:00.0000000, 0.183 
MAC001074,2012-10-20 02:30:00.0000000, 0.212 
MAC001074,2012-10-20 03:00:00.0000000, 0.226 
MAC001074,2012-10-20 03:30:00.0000000, 0.131 
MAC001074,2012-10-20 04:00:00.0000000, 0.081 
MAC001074,2012-10-20 04:30:00.0000000, 0.116 
MAC001074,2012-10-20 05:00:00.0000000, 0.162 
MAC001074,2012-10-20 05:30:00.0000000, 0.347 
MAC001074,2012-10-20 06:00:00.0000000, 0.126 
MAC001074,2012-10-20 06:30:00.0000000, 0.206 
MAC001074,2012-10-20 07:00:00.0000000, 0.289 
MAC001074,2012-10-20 07:30:00.0000000, 0.204 
MAC001074,2012-10-20 08:00:00.0000000, 0.318 
MAC001074,2012-10-20 08:30:00.0000000, 0.593 
MAC001074,2012-10-20 09:00:00.0000000, 0.625 
MAC001074,2012-10-20 09:30:00.0000000, 1.985 
MAC001074,2012-10-20 10:00:00.0000000, 0.948 
MAC001074,2012-10-20 10:30:00.0000000, 0.205 
MAC001074,2012-10-20 11:00:00.0000000, 0.222 
MAC001074,2012-10-20 11:30:00.0000000, 1.489 
MAC001074,2012-10-20 12:00:00.0000000, 0.362 
MAC001074,2012-10-20 12:30:00.0000000, 0.508 
MAC001074,2012-10-20 13:00:00.0000000, 0.945 
MAC001074,2012-10-20 13:30:00.0000000, 0.155 
MAC001074,2012-10-20 14:00:00.0000000, 0.48 
MAC001074,2012-10-20 14:30:00.0000000, 1.108 
MAC001074,2012-10-20 15:00:00.0000000, 0.492 
MAC001074,2012-10-20 15:30:00.0000000, 0.439 
MAC001074,2012-10-20 16:00:00.0000000, 0.496 
MAC001074,2012-10-20 16:30:00.0000000, 0.713 
MAC001074,2012-10-20 17:00:00.0000000, 0.837 
MAC001074,2012-10-20 17:30:00.0000000, 0.979 
MAC001074,2012-10-20 18:00:00.0000000, 1.687 
MAC001074,2012-10-20 18:30:00.0000000, 0.574 
MAC001074,2012-10-20 19:00:00.0000000, 0.625 
MAC001074,2012-10-20 19:30:00.0000000, 0.471 
MAC001074,2012-10-20 20:00:00.0000000, 0.587 
MAC001074,2012-10-20 20:30:00.0000000, 0.698 
MAC001074,2012-10-20 21:00:00.0000000, 0.398 
MAC001074,2012-10-20 21:30:00.0000000, 0.488 
MAC001074,2012-10-20 22:00:00.0000000, 0.33 
MAC001074,2012-10-20 22:30:00.0000000, 2.0220001 
MAC001074,2012-10-20 23:00:00.0000000, 1.79 
MAC001074,2012-10-20 23:30:00.0000000, 0.993 
MAC001074,2012-10-21 00:00:00.0000000, 0.172 
MAC001074,2012-10-21 00:30:00.0000000, 0.133 
MAC001074,2012-10-21 01:00:00.0000000, 0.124 
MAC001074,2012-10-21 01:30:00.0000000, 0.243 
MAC001074,2012-10-21 02:00:00.0000000, 0.133 
MAC001074,2012-10-21 02:30:00.0000000, 0.117 
MAC001074,2012-10-21 03:00:00.0000000, 0.104 
MAC001074,2012-10-21 03:30:00.0000000, 0.13 
MAC001074,2012-10-21 04:00:00.0000000, 0.135 
MAC001074,2012-10-21 04:30:00.0000000, 0.108 
MAC001074,2012-10-21 05:00:00.0000000, 0.196 
MAC001074,2012-10-21 05:30:00.0000000, 0.3 
MAC001074,2012-10-21 06:00:00.0000000, 0.187 
MAC001074,2012-10-21 06:30:00.0000000, 0.226 
MAC001074,2012-10-21 07:00:00.0000000, 0.161 
MAC001074,2012-10-21 07:30:00.0000000, 0.204 
MAC001074,2012-10-21 08:00:00.0000000, 1.063 
MAC001074,2012-10-21 08:30:00.0000000, 0.577 
MAC001074,2012-10-21 09:00:00.0000000, 0.276 
MAC001074,2012-10-21 09:30:00.0000000, 0.252 
MAC001074,2012-10-21 10:00:00.0000000, 0.44 
MAC001074,2012-10-21 10:30:00.0000000, 0.801 
MAC001074,2012-10-21 11:00:00.0000000, 1.075 
MAC001074,2012-10-21 11:30:00.0000000, 0.841 
MAC001074,2012-10-21 12:00:00.0000000, 1.024 
MAC001074,2012-10-21 12:30:00.0000000, 0.772 
MAC001074,2012-10-21 13:00:00.0000000, 2.04 
MAC001074,2012-10-21 13:30:00.0000000, 1.863 
MAC001074,2012-10-21 14:00:00.0000000, 1.24 
MAC001074,2012-10-21 14:30:00.0000000, 1.289 
MAC001074,2012-10-21 15:00:00.0000000, 0.603 
MAC001074,2012-10-21 15:30:00.0000000, 0.47 
MAC001074,2012-10-21 16:00:00.0000000, 0.396 
MAC001074,2012-10-21 16:30:00.0000000, 0.309 
MAC001074,2012-10-21 17:00:00.0000000, 1.807 
MAC001074,2012-10-21 17:30:00.0000000, 0.512 
MAC001074,2012-10-21 18:00:00.0000000, 1.071 
MAC001074,2012-10-21 18:30:00.0000000, 1.774 
MAC001074,2012-10-21 19:00:00.0000000, 1.5470001 
MAC001074,2012-10-21 19:30:00.0000000, 0.573 
MAC001074,2012-10-21 20:00:00.0000000, 0.46 
MAC001074,2012-10-21 20:30:00.0000000, 0.512 
MAC001074,2012-10-21 21:00:00.0000000, 0.317 
MAC001074,2012-10-21 21:30:00.0000000, 0.72 
MAC001074,2012-10-21 22:00:00.0000000, 0.336 
MAC001074,2012-10-21 22:30:00.0000000, 0.359 
MAC001074,2012-10-21 23:00:00.0000000, 0.149 
MAC001074,2012-10-21 23:30:00.0000000, 0.117 
MAC001074,2012-10-22 00:00:00.0000000, 0.202 
MAC001074,2012-10-22 00:30:00.0000000, 0.18 
MAC001074,2012-10-22 01:00:00.0000000, 0.102 
MAC001074,2012-10-22 01:30:00.0000000, 0.271 
MAC001074,2012-10-22 02:00:00.0000000, 0.196 
MAC001074,2012-10-22 02:30:00.0000000, 0.14 
MAC001074,2012-10-22 03:00:00.0000000, 0.176 
MAC001074,2012-10-22 03:30:00.0000000, 0.23 
MAC001074,2012-10-22 04:00:00.0000000, 0.251 
MAC001074,2012-10-22 04:30:00.0000000, 0.171 
MAC001074,2012-10-22 05:00:00.0000000, 0.215 
MAC001074,2012-10-22 05:30:00.0000000, 0.311 
MAC001074,2012-10-22 06:00:00.0000000, 0.217 
MAC001074,2012-10-22 06:30:00.0000000, 0.263 
MAC001074,2012-10-22 07:00:00.0000000, 0.275 
MAC001074,2012-10-22 07:30:00.0000000, 0.644 
MAC001074,2012-10-22 08:00:00.0000000, 0.41 
MAC001074,2012-10-22 08:30:00.0000000, 0.288 
MAC001074,2012-10-22 09:00:00.0000000, 0.333 
MAC001074,2012-10-22 09:30:00.0000000, 0.414 
MAC001074,2012-10-22 10:00:00.0000000, 0.172 
MAC001074,2012-10-22 10:30:00.0000000, 0.464 
MAC001074,2012-10-22 11:00:00.0000000, 0.315 
MAC001074,2012-10-22 11:30:00.0000000, 0.185 
MAC001074,2012-10-22 12:00:00.0000000, 0.261 
MAC001074,2012-10-22 12:30:00.0000000, 0.239 
MAC001074,2012-10-22 13:00:00.0000000, 0.261 
