snapshot,Generator 0,Generator 1,Generator 2,Electrolysis,Fuel Cell,Load 0,Load 1
2019-01-03 06:00:00+00:00,6.4935,0.0625,0.125,0.0,0.0,3.3405,3.3405
2019-01-03 07:00:00+00:00,7.22676,0.2,0.4,0.0,0.0,3.91338,3.91338
2019-01-03 08:00:00+00:00,6.90199,0.4625,0.925,0.0,0.0,4.1447449999999995,4.1447449999999995
2019-01-03 09:00:00+00:00,6.6365,0.6675,1.335,0.0,0.0,4.3195,4.3195
2019-01-03 10:00:00+00:00,6.40493,0.785,1.57,0.0,0.0,4.379965,4.379965
2019-01-03 11:00:00+00:00,6.10095,0.86,1.72,0.0,0.0,4.3404750000000005,4.3404750000000005
2019-01-03 12:00:00+00:00,6.14968,0.7,1.4,0.0,0.0,4.12484,4.12484
2019-01-03 13:00:00+00:00,6.86586,0.47,0.94,0.0,0.0,4.13793,4.13793
2019-01-03 14:00:00+00:00,7.67962,0.1625,0.325,0.0,0.0,4.08356,4.08356
2019-01-03 15:00:00+00:00,8.0915,0.0125,0.025,0.0,0.0,4.0645,4.0645
2019-01-03 16:00:00+00:00,8.584,0.0,0.0,0.0,0.0,4.292,4.292
2019-01-03 17:00:00+00:00,8.593,0.0,0.0,0.0,0.0,4.2965,4.2965
2019-01-03 18:00:00+00:00,8.474,0.005,0.01,0.0,0.0,4.2445,4.2445
2019-01-03 19:00:00+00:00,8.024,0.0,0.0,0.0,0.0,4.012,4.012
2019-01-03 20:00:00+00:00,7.24272,0.0,0.0,0.0,0.0,3.62136,3.62136
2019-01-03 21:00:00+00:00,6.86006,0.0,0.0,0.0,0.0,3.4300300000000004,3.4300300000000004
2019-01-03 22:00:00+00:00,6.14505,0.005,0.01,0.0,0.0,3.080025,3.080025
2019-01-03 23:00:00+00:00,5.64097,0.005,0.01,0.0,0.0,2.827985,2.827985
2019-01-04 00:00:00+00:00,5.59961,0.0,0.0,0.0,0.0,2.7998049999999997,2.7998049999999997
2019-01-04 01:00:00+00:00,5.40931,0.0025,0.005,0.0,0.0,2.7084050000000004,2.7084050000000004
2019-01-04 02:00:00+00:00,5.28749,0.005,0.01,0.0,0.0,2.651245,2.651245
2019-01-04 03:00:00+00:00,5.38159,0.0,0.0,0.0,0.0,2.690795,2.690795
2019-01-04 04:00:00+00:00,5.77126,0.0,0.0,0.0,0.0,2.88563,2.88563
2019-01-04 05:00:00+00:00,6.40396,0.0025,0.005,0.0,0.0,3.20573,3.20573
2019-01-04 06:00:00+00:00,6.49973,0.2175,0.435,0.0,0.0,3.5761149999999997,3.5761149999999997
2019-01-04 07:00:00+00:00,6.0875,0.5875,1.175,0.0,0.0,3.925,3.925
2019-01-04 08:00:00+00:00,5.9535,0.7925,1.585,0.0,0.0,4.1655,4.1655
2019-01-04 09:00:00+00:00,5.46429,1.0075,2.015,0.0,0.0,4.2433950000000005,4.2433950000000005
2019-01-04 10:00:00+00:00,4.73608,1.28,2.56,0.0,0.0,4.28804,4.28804
2019-01-04 11:00:00+00:00,4.90906,1.195,2.39,0.0,0.0,4.24703,4.24703
2019-01-04 12:00:00+00:00,5.35395,0.965,1.93,0.0,0.0,4.124475,4.124475
2019-01-04 13:00:00+00:00,6.66709,0.615,1.23,0.0,0.0,4.256045,4.256045
2019-01-04 14:00:00+00:00,7.75,0.24,0.48,0.0,0.0,4.235,4.235
2019-01-04 15:00:00+00:00,8.313,0.035,0.07,0.0,0.0,4.209,4.209
2019-01-04 16:00:00+00:00,8.90641,0.0,0.0,0.0,0.0,4.453205,4.453205
2019-01-04 17:00:00+00:00,8.81128,0.0,0.0,0.0,0.0,4.40564,4.40564
2019-01-04 18:00:00+00:00,8.629,0.0,0.0,0.0,0.0,4.3145,4.3145
2019-01-04 19:00:00+00:00,7.89176,0.0075,0.015,0.0,0.0,3.9571300000000003,3.9571300000000003
2019-01-04 20:00:00+00:00,7.439,0.0,0.0,0.0,0.0,3.7195,3.7195
2019-01-04 21:00:00+00:00,7.0265,0.0075,0.015,0.0,0.0,3.5245,3.5245
2019-01-04 22:00:00+00:00,6.3528,0.0075,0.015,0.0,0.0,3.18765,3.18765
2019-01-04 23:00:00+00:00,5.82281,0.0025,0.005,0.0,0.0,2.9151550000000004,2.9151550000000004
2019-01-05 00:00:00+00:00,5.69471,0.0075,0.015,0.0,0.0,2.858605,2.858605
2019-01-05 01:00:00+00:00,5.48345,0.0075,0.015,0.0,0.0,2.7529749999999997,2.7529749999999997
2019-01-05 02:00:00+00:00,5.36499,0.0,0.0,0.0,0.0,2.682495,2.682495
2019-01-05 03:00:00+00:00,5.35448,0.005,0.01,0.0,0.0,2.6847399999999997,2.6847399999999997
2019-01-05 04:00:00+00:00,5.57695,0.005,0.01,0.0,0.0,2.795975,2.795975
2019-01-05 05:00:00+00:00,5.91682,0.0025,0.005,0.0,0.0,2.96216,2.96216
2019-01-05 06:00:00+00:00,5.64998,0.255,0.51,0.0,0.0,3.20749,3.20749
2019-01-05 07:00:00+00:00,4.97176,0.73,1.46,0.0,0.0,3.58088,3.58088
2019-01-05 08:00:00+00:00,4.85136,0.91,1.82,0.0,0.0,3.79068,3.79068
2019-01-05 09:00:00+00:00,3.93534,1.31,2.62,0.0,0.0,3.93267,3.93267
2019-01-05 10:00:00+00:00,3.31243,1.565,3.13,0.0,0.0,4.003715000000001,4.003715000000001
2019-01-05 11:00:00+00:00,2.604,1.7925,3.585,0.0,0.0,3.99075,3.99075
2019-01-05 12:00:00+00:00,4.6347,1.04,2.08,0.0,0.0,3.87735,3.87735
2019-01-05 13:00:00+00:00,5.6415,0.7725,1.545,0.0,0.0,3.9795,3.9795
2019-01-05 14:00:00+00:00,7.09901,0.2675,0.535,0.0,0.0,3.950755,3.950755
2019-01-05 15:00:00+00:00,7.7345,0.0625,0.125,0.0,0.0,3.961,3.961
2019-01-05 16:00:00+00:00,8.58647,0.0,0.0,0.0,0.0,4.293234999999999,4.293234999999999
2019-01-05 17:00:00+00:00,8.58092,0.01,0.02,0.0,0.0,4.30546,4.30546
2019-01-05 18:00:00+00:00,8.36589,0.0,0.0,0.0,0.0,4.182945,4.182945
2019-01-05 19:00:00+00:00,7.97709,0.0,0.0,0.0,0.0,3.9885450000000002,3.9885450000000002
2019-01-05 20:00:00+00:00,7.39083,0.015,0.03,0.0,0.0,3.717915,3.717915
2019-01-05 21:00:00+00:00,7.02491,0.0,0.0,0.0,0.0,3.512455,3.512455
2019-01-05 22:00:00+00:00,6.44793,0.015,0.03,0.0,0.0,3.246465,3.246465
2019-01-05 23:00:00+00:00,5.89248,0.015,0.03,0.0,0.0,2.96874,2.96874
2019-01-06 00:00:00+00:00,5.39476,0.015,0.03,0.0,0.667085,2.920005,2.920005
2019-01-06 01:00:00+00:00,5.14559,0.015,0.03,0.0,0.814024,2.8395,2.8395
2019-01-06 02:00:00+00:00,5.422,0.015,0.03,0.0,0.0,2.7335,2.7335
2019-01-06 03:00:00+00:00,5.33843,0.0,0.0,0.0,0.0,2.6692150000000003,2.6692150000000003
2019-01-06 04:00:00+00:00,5.46015,0.0,0.0,0.0,0.0,2.730075,2.730075
2019-01-06 05:00:00+00:00,5.66885,0.01,0.02,0.0,0.0,2.849425,2.849425
2019-01-06 06:00:00+00:00,4.67565,0.4575,0.915,0.0,0.0,3.024075,3.024075
2019-01-06 07:00:00+00:00,2.72799,1.255,2.51,0.0,0.0,3.246495,3.246495
2019-01-06 08:00:00+00:00,0.6103,2.115,4.23,0.0,0.0,3.47765,3.47765
2019-01-06 09:00:00+00:00,0.0,2.595,5.19,0.36716,0.0,3.70892,3.70892
2019-01-06 10:00:00+00:00,0.0,2.8825,5.765,0.99769,0.0,3.824905,3.824905
2019-01-06 11:00:00+00:00,0.0,2.7525,5.505,0.75102,0.0,3.75324,3.75324
2019-01-06 12:00:00+00:00,0.53134,2.1575,4.315,0.0,0.0,3.50192,3.50192
2019-01-06 13:00:00+00:00,2.60397,1.4825,2.965,0.0,0.0,3.525735,3.525735
2019-01-06 14:00:00+00:00,5.35466,0.5825,1.165,0.0,0.0,3.55108,3.55108
2019-01-06 15:00:00+00:00,7.12182,0.0725,0.145,0.0,0.0,3.66966,3.66966
2019-01-06 16:00:00+00:00,7.91917,0.0,0.0,0.0,0.0,3.959585,3.959585
2019-01-06 17:00:00+00:00,7.98948,0.0,0.0,0.0,0.0,3.9947399999999997,3.9947399999999997
2019-01-06 18:00:00+00:00,7.949,0.0,0.0,0.0,0.0,3.9745,3.9745
2019-01-06 19:00:00+00:00,7.65831,0.0,0.0,0.0,0.0,3.829155,3.829155
2019-01-06 20:00:00+00:00,7.20024,0.0,0.0,0.0,0.0,3.60012,3.60012
2019-01-06 21:00:00+00:00,6.82578,0.0,0.0,0.0,0.0,3.41289,3.41289
2019-01-06 22:00:00+00:00,6.13392,0.0125,0.025,0.0,0.0,3.08571,3.08571
2019-01-06 23:00:00+00:00,5.61464,0.0075,0.015,0.0,0.0,2.8185700000000002,2.8185700000000002
2019-01-07 00:00:00+00:00,5.47143,0.005,0.01,0.0,0.0,2.743215,2.743215
2019-01-07 01:00:00+00:00,5.31935,0.0075,0.015,0.0,0.0,2.670925,2.670925
2019-01-07 02:00:00+00:00,5.22322,0.0075,0.015,0.0,0.0,2.62286,2.62286
2019-01-07 03:00:00+00:00,5.38194,0.0,0.0,0.0,0.0,2.6909699999999996,2.6909699999999996
2019-01-07 04:00:00+00:00,5.88384,0.0,0.0,0.0,0.0,2.94192,2.94192
2019-01-07 05:00:00+00:00,6.47681,0.05,0.1,0.0,0.0,3.3134050000000004,3.3134050000000004
2019-01-07 06:00:00+00:00,6.15324,0.415,0.83,0.0,0.0,3.6991199999999997,3.6991199999999997
2019-01-07 07:00:00+00:00,4.7841,1.135,2.27,0.0,0.0,4.09455,4.09455
2019-01-07 08:00:00+00:00,3.12181,1.7825,3.565,0.0,0.0,4.234655,4.234655
2019-01-07 09:00:00+00:00,2.12151,2.1225,4.245,0.0,0.129475,4.283345000000001,4.283345000000001
2019-01-07 10:00:00+00:00,1.52194,2.2275,4.455,0.0,0.814024,4.346425,4.346425
2019-01-07 11:00:00+00:00,1.99841,2.0675,4.135,0.0,0.814024,4.34466,4.34466
2019-01-07 12:00:00+00:00,3.19559,1.61,3.22,0.0,0.814024,4.257,4.257
2019-01-07 13:00:00+00:00,4.87461,1.065,2.13,0.0,0.814024,4.27901,4.27901
2019-01-07 14:00:00+00:00,6.82953,0.39,0.78,0.0,0.814024,4.24397,4.24397
2019-01-07 15:00:00+00:00,7.97503,0.055,0.11,0.0,0.814024,4.314220000000001,4.314220000000001
2019-01-07 16:00:00+00:00,9.13903,0.0,0.0,0.0,0.0,4.569515,4.569515
2019-01-07 17:00:00+00:00,9.07989,0.0,0.0,0.0,0.0,4.5399449999999995,4.5399449999999995
2019-01-07 18:00:00+00:00,8.92632,0.0,0.0,0.0,0.0,4.46316,4.46316
2019-01-07 19:00:00+00:00,8.44184,0.0,0.0,0.0,0.0,4.2209200000000004,4.2209200000000004
2019-01-07 20:00:00+00:00,7.845,0.0,0.0,0.0,0.0,3.9225,3.9225
2019-01-07 21:00:00+00:00,7.31038,0.0,0.0,0.0,0.0,3.65519,3.65519
2019-01-07 22:00:00+00:00,6.04897,0.0125,0.025,0.0,0.814024,3.28744,3.28744
2019-01-07 23:00:00+00:00,5.47959,0.0125,0.025,0.0,0.814024,3.00275,3.00275
2019-01-08 00:00:00+00:00,5.45054,0.0075,0.015,0.0,0.814024,2.980725,2.980725
2019-01-08 01:00:00+00:00,5.82282,0.0,0.0,0.0,0.0,2.91141,2.91141
2019-01-08 02:00:00+00:00,5.724,0.0,0.0,0.0,0.0,2.862,2.862
2019-01-08 03:00:00+00:00,5.83633,0.0,0.0,0.0,0.0,2.918165,2.918165
2019-01-08 04:00:00+00:00,6.28843,0.0,0.0,0.0,0.0,3.144215,3.144215
2019-01-08 05:00:00+00:00,6.38054,0.07,0.14,0.0,0.814024,3.539475,3.539475
2019-01-08 06:00:00+00:00,5.48559,0.6175,1.235,0.0,0.814024,3.91325,3.91325
2019-01-08 07:00:00+00:00,3.00653,1.6875,3.375,0.0,0.814024,4.27872,4.27872
2019-01-08 08:00:00+00:00,0.248695,2.715,5.43,0.0,0.814024,4.441055,4.441055
2019-01-08 09:00:00+00:00,0.0,3.3075,6.615,0.95308,0.0,4.48471,4.48471
2019-01-08 10:00:00+00:00,0.0,3.48,6.96,1.46626,0.0,4.48687,4.48687
2019-01-08 11:00:00+00:00,0.0,3.3225,6.645,1.10375,0.0,4.431875,4.431875
2019-01-08 12:00:00+00:00,0.0,2.8825,5.765,0.15055,0.0,4.248475,4.248475
2019-01-08 13:00:00+00:00,2.50733,1.8475,3.695,0.0,0.814024,4.26912,4.26912
2019-01-08 14:00:00+00:00,5.77141,0.7425,1.485,0.0,0.814024,4.24366,4.24366
2019-01-08 15:00:00+00:00,7.96956,0.0975,0.195,0.0,0.814024,4.375235,4.375235
2019-01-08 16:00:00+00:00,8.85493,0.0075,0.015,0.0,0.814024,4.68292,4.68292
2019-01-08 17:00:00+00:00,9.43838,0.0,0.0,0.0,0.0,4.719189999999999,4.719189999999999
2019-01-08 18:00:00+00:00,9.29188,0.0,0.0,0.0,0.0,4.6459399999999995,4.6459399999999995
2019-01-08 19:00:00+00:00,8.72401,0.0,0.0,0.0,0.0,4.362005,4.362005
2019-01-08 20:00:00+00:00,8.15,0.0,0.0,0.0,0.0,4.075,4.075
2019-01-08 21:00:00+00:00,7.52231,0.0,0.0,0.0,0.0,3.761155,3.761155
2019-01-08 22:00:00+00:00,6.18878,0.01,0.02,0.0,0.814024,3.353595,3.353595
2019-01-08 23:00:00+00:00,6.18594,0.01,0.02,0.0,0.0,3.10797,3.10797
2019-01-09 00:00:00+00:00,6.18458,0.0,0.0,0.0,0.0,3.0922899999999998,3.0922899999999998
2019-01-09 01:00:00+00:00,6.00438,0.0,0.0,0.0,0.0,3.00219,3.00219
2019-01-09 02:00:00+00:00,5.92439,0.0,0.0,0.0,0.0,2.9621950000000004,2.9621950000000004
2019-01-09 03:00:00+00:00,6.00315,0.0,0.0,0.0,0.0,3.001575,3.001575
2019-01-09 04:00:00+00:00,6.411,0.0,0.0,0.0,0.0,3.2055,3.2055
2019-01-09 05:00:00+00:00,7.22909,0.0225,0.045,0.0,0.0,3.648295,3.648295
2019-01-09 06:00:00+00:00,7.46144,0.16,0.32,0.0,0.0,3.9707199999999996,3.9707199999999996
2019-01-09 07:00:00+00:00,7.43197,0.435,0.87,0.0,0.0,4.368485,4.368485
2019-01-09 08:00:00+00:00,7.21179,0.6425,1.285,0.0,0.0,4.569645,4.569645
2019-01-09 09:00:00+00:00,7.50357,0.6025,1.205,0.0,0.0,4.6555349999999995,4.6555349999999995
2019-01-09 10:00:00+00:00,7.08619,0.7375,1.475,0.0,0.0,4.649345,4.649345
2019-01-09 11:00:00+00:00,7.18861,0.685,1.37,0.0,0.0,4.621805,4.621805
2019-01-09 12:00:00+00:00,7.386,0.525,1.05,0.0,0.0,4.4805,4.4805
2019-01-09 13:00:00+00:00,8.08691,0.3175,0.635,0.0,0.0,4.519705,4.519705
2019-01-09 14:00:00+00:00,8.51768,0.125,0.25,0.0,0.0,4.44634,4.44634
2019-01-09 15:00:00+00:00,8.70956,0.0225,0.045,0.0,0.0,4.388529999999999,4.388529999999999
2019-01-09 16:00:00+00:00,9.04176,0.0,0.0,0.0,0.0,4.52088,4.52088
2019-01-09 17:00:00+00:00,9.023,0.0,0.0,0.0,0.0,4.5115,4.5115
2019-01-09 18:00:00+00:00,8.88507,0.0,0.0,0.0,0.0,4.4425349999999995,4.4425349999999995
2019-01-09 19:00:00+00:00,8.30875,0.0,0.0,0.0,0.0,4.154375,4.154375
2019-01-09 20:00:00+00:00,7.55459,0.0,0.0,0.0,0.0,3.777295,3.777295
2019-01-09 21:00:00+00:00,7.1285,0.0175,0.035,0.0,0.0,3.5905,3.5905
2019-01-09 22:00:00+00:00,6.24837,0.0175,0.035,0.0,0.0,3.150435,3.150435
2019-01-09 23:00:00+00:00,5.70752,0.0175,0.035,0.0,0.0,2.8800100000000004,2.8800100000000004
2019-01-10 00:00:00+00:00,5.63885,0.02,0.04,0.0,0.0,2.849425,2.849425
2019-01-10 01:00:00+00:00,5.5029,0.0175,0.035,0.0,0.0,2.7777,2.7777
2019-01-10 02:00:00+00:00,5.35453,0.02,0.04,0.0,0.0,2.707265,2.707265
2019-01-10 03:00:00+00:00,5.42916,0.02,0.04,0.0,0.0,2.74458,2.74458
2019-01-10 04:00:00+00:00,5.87981,0.02,0.04,0.0,0.0,2.9699050000000002,2.9699050000000002
2019-01-10 05:00:00+00:00,6.77109,0.015,0.03,0.0,0.0,3.408045,3.408045
2019-01-10 06:00:00+00:00,6.878,0.135,0.27,0.0,0.0,3.6415,3.6415
2019-01-10 07:00:00+00:00,6.04476,0.645,1.29,0.0,0.0,3.9898800000000003,3.9898800000000003
2019-01-10 08:00:00+00:00,5.68243,0.84,1.68,0.0,0.0,4.101215,4.101215
2019-01-10 09:00:00+00:00,4.3784,1.3175,2.635,0.0,0.0,4.16545,4.16545
2019-01-10 10:00:00+00:00,4.00197,1.4225,2.845,0.0,0.0,4.134735,4.134735
2019-01-10 11:00:00+00:00,4.62508,1.1625,2.325,0.0,0.0,4.05629,4.05629
2019-01-10 12:00:00+00:00,4.4496,1.1625,2.325,0.0,0.0,3.96855,3.96855
2019-01-10 13:00:00+00:00,5.69619,0.7625,1.525,0.0,0.0,3.9918449999999996,3.9918449999999996
2019-01-10 14:00:00+00:00,6.98934,0.3,0.6,0.0,0.0,3.94467,3.94467
2019-01-10 15:00:00+00:00,7.87776,0.045,0.09,0.0,0.0,4.00638,4.00638
2019-01-10 16:00:00+00:00,8.4701,0.0,0.0,0.0,0.0,4.23505,4.23505
2019-01-10 17:00:00+00:00,8.49516,0.0,0.0,0.0,0.0,4.24758,4.24758
2019-01-10 18:00:00+00:00,8.35762,0.0,0.0,0.0,0.0,4.17881,4.17881
2019-01-10 19:00:00+00:00,7.7905,0.0175,0.035,0.0,0.0,3.9215,3.9215
2019-01-10 20:00:00+00:00,7.21219,0.0,0.0,0.0,0.0,3.606095,3.606095
2019-01-10 21:00:00+00:00,6.7708,0.0,0.0,0.0,0.0,3.3854,3.3854
2019-01-10 22:00:00+00:00,6.03626,0.01,0.02,0.0,0.0,3.0331300000000003,3.0331300000000003
2019-01-10 23:00:00+00:00,5.50293,0.01,0.02,0.0,0.0,2.766465,2.766465
2019-01-11 00:00:00+00:00,5.44634,0.0075,0.015,0.0,0.0,2.73442,2.73442
2019-01-11 01:00:00+00:00,5.33483,0.005,0.01,0.0,0.0,2.674915,2.674915
2019-01-11 02:00:00+00:00,5.24667,0.005,0.01,0.0,0.0,2.6308350000000003,2.6308350000000003
2019-01-11 03:00:00+00:00,5.30999,0.0075,0.015,0.0,0.0,2.666245,2.666245
2019-01-11 04:00:00+00:00,5.81658,0.0,0.0,0.0,0.0,2.90829,2.90829
2019-01-11 05:00:00+00:00,6.50895,0.04,0.08,0.0,0.0,3.314475,3.314475
2019-01-11 06:00:00+00:00,6.96272,0.105,0.21,0.0,0.0,3.63886,3.63886
2019-01-11 07:00:00+00:00,5.18507,0.9175,1.835,0.0,0.0,3.968785,3.968785
2019-01-11 08:00:00+00:00,5.33415,0.93,1.86,0.0,0.0,4.062075,4.062075
2019-01-11 09:00:00+00:00,2.76787,1.8,3.6,0.0,0.0,4.083935,4.083935
2019-01-11 10:00:00+00:00,2.39291,1.91,3.82,0.0,0.0,4.061455,4.061455
2019-01-11 11:00:00+00:00,2.57948,1.7825,3.565,0.0,0.0,3.9634899999999997,3.9634899999999997
2019-01-11 12:00:00+00:00,3.45515,1.425,2.85,0.0,0.0,3.865075,3.865075
2019-01-11 13:00:00+00:00,5.21515,0.88,1.76,0.0,0.0,3.927575,3.927575
2019-01-11 14:00:00+00:00,6.90264,0.33,0.66,0.0,0.0,3.94632,3.94632
2019-01-11 15:00:00+00:00,7.798,0.015,0.03,0.0,0.0,3.9215,3.9215
2019-01-11 16:00:00+00:00,8.41778,0.005,0.01,0.0,0.0,4.2163900000000005,4.2163900000000005
2019-01-11 17:00:00+00:00,8.43925,0.0,0.0,0.0,0.0,4.219625,4.219625
2019-01-11 18:00:00+00:00,8.269,0.0,0.0,0.0,0.0,4.1345,4.1345
2019-01-11 19:00:00+00:00,7.77173,0.0,0.0,0.0,0.0,3.885865,3.885865
2019-01-11 20:00:00+00:00,7.17448,0.0,0.0,0.0,0.0,3.58724,3.58724
2019-01-11 21:00:00+00:00,6.8221,0.0,0.0,0.0,0.0,3.4110500000000004,3.4110500000000004
2019-01-11 22:00:00+00:00,6.15558,0.005,0.01,0.0,0.0,3.08529,3.08529
2019-01-11 23:00:00+00:00,5.64848,0.0075,0.015,0.0,0.0,2.8354899999999996,2.8354899999999996
2019-01-12 00:00:00+00:00,5.58207,0.0025,0.005,0.0,0.0,2.794785,2.794785
2019-01-12 01:00:00+00:00,5.38223,0.0025,0.005,0.0,0.0,2.6948649999999996,2.6948649999999996
2019-01-12 02:00:00+00:00,5.184,0.0,0.0,0.0,0.0,2.592,2.592
2019-01-12 03:00:00+00:00,5.26673,0.0,0.0,0.0,0.0,2.633365,2.633365
2019-01-12 04:00:00+00:00,5.44797,0.0,0.0,0.0,0.0,2.7239850000000003,2.7239850000000003
2019-01-12 05:00:00+00:00,5.81675,0.0125,0.025,0.0,0.0,2.927125,2.927125
2019-01-12 06:00:00+00:00,5.9135,0.1275,0.255,0.0,0.0,3.148,3.148
2019-01-12 07:00:00+00:00,6.201,0.39,0.78,0.0,0.0,3.6855,3.6855
2019-01-12 08:00:00+00:00,5.86674,0.6825,1.365,0.0,0.0,3.9571199999999997,3.9571199999999997
2019-01-12 09:00:00+00:00,6.37327,0.6175,1.235,0.0,0.0,4.112885,4.112885
2019-01-12 10:00:00+00:00,5.03642,1.11,2.22,0.0,0.0,4.18321,4.18321
2019-01-12 11:00:00+00:00,4.99195,1.115,2.23,0.0,0.0,4.168475,4.168475
2019-01-12 12:00:00+00:00,5.55691,0.82,1.64,0.0,0.0,4.008455,4.008455
2019-01-12 13:00:00+00:00,6.5045,0.5225,1.045,0.0,0.0,4.036,4.036
2019-01-12 14:00:00+00:00,7.41167,0.2075,0.415,0.0,0.0,4.017085,4.017085
