snapshot,Diesel Gen,PV Park,Electrolysis,Fuel Cell,load 1
2015-01-01T00:00:00Z,2.49994,0.113475,0.0,0.0,2.613415
2015-01-01T01:00:00Z,2.49994,0.113475,0.0,0.0,2.613415
2015-01-01T02:00:00Z,2.38019,0.113475,0.0,0.0,2.4936700000000003
2015-01-01T03:00:00Z,2.32626,0.113475,0.0,0.0,2.4397399999999996
2015-01-01T04:00:00Z,2.34129,0.113475,0.0,0.0,2.454765
2015-01-01T05:00:00Z,2.36191,0.113475,0.0,0.0,2.47539
2015-01-01T06:00:00Z,2.45268,0.113475,0.0,0.0,2.566155
2015-01-01T07:00:00Z,2.37999,0.489362,0.0,0.0,2.86935
2015-01-01T08:00:00Z,2.28987,0.945626,0.0,0.0,3.2355
2015-01-01T09:00:00Z,2.23222,1.29078,0.0,0.0,3.523
2015-01-01T10:00:00Z,2.23582,1.38298,0.0,0.0,3.618795
2015-01-01T11:00:00Z,2.07565,1.38061,0.0,0.0,3.4562600000000003
2015-01-01T12:00:00Z,1.95943,1.17494,0.0,0.0,3.134375
2015-01-01T13:00:00Z,2.4087,0.756501,0.0,0.0,3.165205
2015-01-01T14:00:00Z,3.0182,0.208038,0.0,0.0,3.2262399999999998
2015-01-01T15:00:00Z,3.27515,0.035461,0.0,0.0,3.310615
2015-01-01T16:00:00Z,2.87331,0.0,0.0,1.145,3.56031
2015-01-01T17:00:00Z,3.60212,0.0,0.0,0.0,3.6021199999999998
2015-01-01T18:00:00Z,3.58375,0.0,0.0,0.0,3.58375
2015-01-01T19:00:00Z,2.92836,0.0,0.0,0.892779,3.46403
2015-01-01T20:00:00Z,3.24731,0.0,0.0,0.0,3.24731
2015-01-01T21:00:00Z,3.10765,0.0,0.0,0.0,3.1076550000000003
2015-01-01T22:00:00Z,2.84815,0.0,0.0,0.0,2.84815
2015-01-01T23:00:00Z,2.60686,0.0,0.0,0.0,2.60686
2015-01-02T00:00:00Z,2.5665,0.0,0.0,0.0,2.5664949999999997
2015-01-02T01:00:00Z,2.47134,0.0,0.0,0.0,2.47134
2015-01-02T02:00:00Z,2.39353,0.0,0.0,0.0,2.39353
2015-01-02T03:00:00Z,2.37899,0.0,0.0,0.0,2.378985
2015-01-02T04:00:00Z,2.46733,0.0,0.0,0.0,2.46733
2015-01-02T05:00:00Z,2.62925,0.0165485,0.0,0.0,2.6458000000000004
2015-01-02T06:00:00Z,2.59882,0.264775,0.0,0.0,2.8636
2015-01-02T07:00:00Z,2.15734,1.03546,0.0,0.0,3.192805
2015-01-02T08:00:00Z,1.57378,1.8818,0.0,0.0,3.4555749999999996
2015-01-02T09:00:00Z,1.5,2.56738,0.519436,0.0,3.54794
2015-01-02T10:00:00Z,1.5,2.96927,0.879497,0.0,3.58977
2015-01-02T11:00:00Z,1.5,2.97872,0.887738,0.0,3.5909850000000003
2015-01-02T12:00:00Z,1.5,2.59102,0.624442,0.0,3.4665749999999997
2015-01-02T13:00:00Z,1.85141,1.67376,0.0,0.0,3.52517
2015-01-02T14:00:00Z,3.00203,0.50591,0.0,0.0,3.50794
2015-01-02T15:00:00Z,3.63847,0.00945626,0.0,0.0,3.6479299999999997
2015-01-02T16:00:00Z,3.94868,0.0,0.0,0.0,3.94868
2015-01-02T17:00:00Z,3.94786,0.0,0.0,0.0,3.94786
2015-01-02T18:00:00Z,3.89514,0.0,0.0,0.0,3.895145
2015-01-02T19:00:00Z,3.74799,0.0,0.0,0.0,3.7479899999999997
2015-01-02T20:00:00Z,3.51383,0.0,0.0,0.0,3.513835
2015-01-02T21:00:00Z,3.31824,0.0,0.0,0.0,3.318235
2015-01-02T22:00:00Z,3.04548,0.0,0.0,0.0,3.04548
2015-01-02T23:00:00Z,2.72107,0.0,0.0,0.0,2.72107
2015-01-03T00:00:00Z,2.70342,0.0,0.0,0.0,2.70342
2015-01-03T01:00:00Z,2.03334,0.0,0.0,0.968967,2.6147199999999997
2015-01-03T02:00:00Z,2.52205,0.0,0.0,0.0,2.52205
2015-01-03T03:00:00Z,2.49838,0.0,0.0,0.0,2.4983850000000003
2015-01-03T04:00:00Z,2.59583,0.0,0.0,0.0,2.5958249999999996
2015-01-03T05:00:00Z,2.73282,0.00472813,0.0,0.0,2.737545
2015-01-03T06:00:00Z,2.65827,0.295508,0.0,0.0,2.9537750000000003
2015-01-03T07:00:00Z,2.387,0.933806,0.0,0.0,3.320805
2015-01-03T08:00:00Z,1.965,1.54137,0.0,0.0,3.506375
2015-01-03T09:00:00Z,1.63697,1.98582,0.0,0.0,3.622785
2015-01-03T10:00:00Z,1.5,2.59102,0.419027,0.0,3.6719899999999996
2015-01-03T11:00:00Z,1.5,2.61939,0.48834,0.0,3.631045
2015-01-03T12:00:00Z,1.5,2.47518,0.476872,0.0,3.4983049999999998
2015-01-03T13:00:00Z,1.87516,1.66903,0.0,0.0,3.544195
2015-01-03T14:00:00Z,2.99945,0.543735,0.0,0.0,3.543185
2015-01-03T15:00:00Z,3.68067,0.0141844,0.0,0.0,3.694855
2015-01-03T16:00:00Z,4.04627,0.0,0.0,0.0,4.04627
2015-01-03T17:00:00Z,4.04923,0.0,0.0,0.0,4.04923
2015-01-03T18:00:00Z,3.95281,0.0,0.0,0.0,3.9528049999999997
2015-01-03T19:00:00Z,3.7493,0.0,0.0,0.0,3.749295
2015-01-03T20:00:00Z,3.49343,0.0,0.0,0.0,3.49343
2015-01-03T21:00:00Z,3.26906,0.0,0.0,0.0,3.26906
2015-01-03T22:00:00Z,2.9843,0.0,0.0,0.0,2.984305
2015-01-03T23:00:00Z,2.72499,0.0,0.0,0.0,2.724995
2015-01-04T00:00:00Z,2.69218,0.0,0.0,0.0,2.692185
2015-01-04T01:00:00Z,2.5892,0.0,0.0,0.0,2.589195
2015-01-04T02:00:00Z,2.46775,0.0,0.0,0.0,2.467755
2015-01-04T03:00:00Z,2.43529,0.0,0.0,0.0,2.435295
2015-01-04T04:00:00Z,2.47628,0.0,0.0,0.0,2.47628
2015-01-04T05:00:00Z,2.51188,0.00945626,0.0,0.0,2.521335
2015-01-04T06:00:00Z,2.49693,0.122931,0.0,0.0,2.61986
2015-01-04T07:00:00Z,2.26458,0.638298,0.0,0.0,2.902875
2015-01-04T08:00:00Z,1.98187,1.23877,0.0,0.0,3.220645
2015-01-04T09:00:00Z,1.85615,1.58629,0.0,0.0,3.44244
2015-01-04T10:00:00Z,1.55164,1.98818,0.0,0.0,3.539815
2015-01-04T11:00:00Z,1.51726,1.93144,0.0,0.0,3.448705
2015-01-04T12:00:00Z,1.71683,1.51064,0.0,0.0,3.227465
2015-01-04T13:00:00Z,2.37005,0.917258,0.0,0.0,3.2873099999999997
2015-01-04T14:00:00Z,3.07091,0.229314,0.0,0.0,3.3002249999999997
2015-01-04T15:00:00Z,3.41277,0.00472813,0.0,0.0,3.4175
2015-01-04T16:00:00Z,3.70081,0.0,0.0,0.0,3.700815
2015-01-04T17:00:00Z,3.70743,0.0,0.0,0.0,3.707435
2015-01-04T18:00:00Z,3.70328,0.0,0.0,0.0,3.703275
2015-01-04T19:00:00Z,3.58383,0.0,0.0,0.0,3.58383
2015-01-04T20:00:00Z,3.34401,0.0,0.0,0.0,3.344005
2015-01-04T21:00:00Z,3.15345,0.0,0.0,0.0,3.153445
2015-01-04T22:00:00Z,2.82388,0.0,0.0,0.0,2.82388
2015-01-04T23:00:00Z,2.54181,0.0,0.0,0.0,2.54181
2015-01-05T00:00:00Z,2.50049,0.0,0.0,0.0,2.500495
2015-01-05T01:00:00Z,2.40489,0.0,0.0,0.0,2.40489
2015-01-05T02:00:00Z,2.32848,0.0,0.0,0.0,2.328475
2015-01-05T03:00:00Z,2.34541,0.0,0.0,0.0,2.3454099999999998
2015-01-05T04:00:00Z,2.54311,0.0,0.0,0.0,2.543115
2015-01-05T05:00:00Z,2.85426,0.0,0.0,0.0,2.854255
2015-01-05T06:00:00Z,3.02209,0.172577,0.0,0.0,3.194665
2015-01-05T07:00:00Z,2.74891,0.862884,0.0,0.0,3.611795
2015-01-05T08:00:00Z,2.12074,1.71631,0.0,0.0,3.837055
2015-01-05T09:00:00Z,1.70861,2.21277,0.0,0.0,3.921375
2015-01-05T10:00:00Z,1.72059,2.26241,0.0,0.0,3.983005
2015-01-05T11:00:00Z,1.89522,2.09929,0.0,0.0,3.994515
2015-01-05T12:00:00Z,2.06904,1.82033,0.0,0.0,3.88937
2015-01-05T13:00:00Z,2.8013,1.13712,0.0,0.0,3.9384200000000003
2015-01-05T14:00:00Z,3.61105,0.347518,0.0,0.0,3.9585700000000004
2015-01-05T15:00:00Z,3.95732,0.0472813,0.0,0.0,4.0046
2015-01-05T16:00:00Z,4.22866,0.0,0.0,0.0,4.22866
2015-01-05T17:00:00Z,4.23207,0.0,0.0,0.0,4.2320649999999995
2015-01-05T18:00:00Z,3.50824,0.0,0.0,1.145,4.19524
2015-01-05T19:00:00Z,3.94899,0.0,0.0,0.0,3.94899
2015-01-05T20:00:00Z,3.61858,0.0,0.0,0.0,3.618585
2015-01-05T21:00:00Z,3.38809,0.0,0.0,0.0,3.388095
2015-01-05T22:00:00Z,3.21426,0.0,0.0,0.0,3.2142600000000003
2015-01-05T23:00:00Z,2.81817,0.0,0.0,0.0,2.8181700000000003
2015-01-06T00:00:00Z,2.78877,0.0,0.0,0.0,2.7887649999999997
2015-01-06T01:00:00Z,2.67115,0.0,0.0,0.0,2.671145
2015-01-06T02:00:00Z,2.57904,0.0,0.0,0.0,2.5790349999999997
2015-01-06T03:00:00Z,2.5755,0.0,0.0,0.0,2.5755
2015-01-06T04:00:00Z,2.10829,0.0,0.0,0.864477,2.62698
2015-01-06T05:00:00Z,2.71886,0.0378251,0.0,0.0,2.75669
2015-01-06T06:00:00Z,2.57776,0.340426,0.0,0.0,2.91819
2015-01-06T07:00:00Z,1.66059,1.47991,0.0,0.0,3.1405
2015-01-06T08:00:00Z,1.5,2.47991,0.653695,0.0,3.32621
2015-01-06T09:00:00Z,1.5,2.80378,0.751408,0.0,3.552375
2015-01-06T10:00:00Z,1.5,2.8227,0.60589,0.0,3.716805
2015-01-06T11:00:00Z,1.5,2.67612,0.494468,0.0,3.681655
2015-01-06T12:00:00Z,1.5,2.2766,0.365221,0.0,3.411375
2015-01-06T13:00:00Z,2.00498,1.45154,0.0,0.0,3.45652
2015-01-06T14:00:00Z,3.05891,0.416076,0.0,0.0,3.474985
2015-01-06T15:00:00Z,3.56107,0.0378251,0.0,0.0,3.598895
2015-01-06T16:00:00Z,3.92087,0.0,0.0,0.0,3.9208649999999996
2015-01-06T17:00:00Z,3.94111,0.0,0.0,0.0,3.941115
2015-01-06T18:00:00Z,3.92896,0.0,0.0,0.0,3.9289650000000003
2015-01-06T19:00:00Z,3.79135,0.0,0.0,0.0,3.791355
2015-01-06T20:00:00Z,2.87398,0.0,0.0,1.145,3.56098
2015-01-06T21:00:00Z,3.38569,0.0,0.0,0.0,3.38569
2015-01-06T22:00:00Z,3.08088,0.0,0.0,0.0,3.0808850000000003
2015-01-06T23:00:00Z,2.79644,0.0,0.0,0.0,2.79644
2015-01-07T00:00:00Z,2.11556,0.0,0.0,1.145,2.802555
2015-01-07T01:00:00Z,2.69827,0.0,0.0,0.0,2.6982649999999997
2015-01-07T02:00:00Z,2.55904,0.0,0.0,0.11017,2.62514
2015-01-07T03:00:00Z,2.65402,0.0,0.0,0.0,2.65402
2015-01-07T04:00:00Z,2.84879,0.0,0.0,0.0,2.848795
2015-01-07T05:00:00Z,3.19637,0.0283688,0.0,0.0,3.224735
2015-01-07T06:00:00Z,3.11595,0.449173,0.0,0.0,3.565125
2015-01-07T07:00:00Z,2.15712,1.7896,0.0,0.0,3.94672
2015-01-07T08:00:00Z,1.5,2.96454,0.326314,0.0,4.138225
2015-01-07T09:00:00Z,1.5,3.54137,0.825256,0.0,4.216114999999999
2015-01-07T10:00:00Z,1.5,3.70686,0.981781,0.0,4.2250749999999995
2015-01-07T11:00:00Z,1.5,3.53191,0.82797,0.0,4.203945
2015-01-07T12:00:00Z,1.5,3.01655,0.467493,0.0,4.049055
2015-01-07T13:00:00Z,2.03459,2.04019,0.0,0.0,4.0747800000000005
2015-01-07T14:00:00Z,3.39123,0.671395,0.0,0.0,4.06262
2015-01-07T15:00:00Z,4.16503,0.0330969,0.0,0.0,4.198125
2015-01-07T16:00:00Z,3.85608,0.0,0.0,1.145,4.543075
2015-01-07T17:00:00Z,4.55387,0.0,0.0,0.0,4.553875
2015-01-07T18:00:00Z,4.4937,0.0,0.0,0.0,4.4937
2015-01-07T19:00:00Z,4.21089,0.0,0.0,0.0,4.210885
2015-01-07T20:00:00Z,3.84279,0.0,0.0,0.0,3.8427849999999997
2015-01-07T21:00:00Z,3.5865,0.0,0.0,0.0,3.5865050000000003
2015-01-07T22:00:00Z,2.59474,0.0,0.0,1.145,3.2817350000000003
2015-01-07T23:00:00Z,2.25807,0.0,0.0,1.145,2.945065
2015-01-08T00:00:00Z,2.93459,0.0,0.0,0.0,2.934595
2015-01-08T01:00:00Z,2.85398,0.0,0.0,0.0,2.8539749999999997
2015-01-08T02:00:00Z,2.77629,0.0,0.0,0.0,2.7762849999999997
2015-01-08T03:00:00Z,2.78148,0.0,0.0,0.0,2.781485
2015-01-08T04:00:00Z,3.02659,0.0,0.0,0.0,3.02659
2015-01-08T05:00:00Z,3.47193,0.0212766,0.0,0.0,3.49321
2015-01-08T06:00:00Z,3.40583,0.364066,0.0,0.0,3.7699000000000003
2015-01-08T07:00:00Z,2.60388,1.48463,0.0,0.0,4.08851
2015-01-08T08:00:00Z,1.6561,2.60757,0.0,0.0,4.263665
2015-01-08T09:00:00Z,1.5,3.18676,0.378716,0.0,4.308045
2015-01-08T10:00:00Z,1.5,3.42317,0.655168,0.0,4.268
2015-01-08T11:00:00Z,1.5,3.21986,0.401943,0.0,4.317915
2015-01-08T12:00:00Z,1.5,2.67376,0.0249939,0.0,4.148765
2015-01-08T13:00:00Z,2.56598,1.63357,0.0,0.0,4.199545
2015-01-08T14:00:00Z,3.68143,0.51773,0.0,0.0,4.19916
2015-01-08T15:00:00Z,4.28916,0.0212766,0.0,0.0,4.31044
2015-01-08T16:00:00Z,4.65552,0.0,0.0,0.0,4.655525
2015-01-08T17:00:00Z,3.99215,0.0,0.0,1.145,4.67915
2015-01-08T18:00:00Z,4.59755,0.0,0.0,0.0,4.597555000000001
2015-01-08T19:00:00Z,4.26375,0.0,0.0,0.0,4.263755
2015-01-08T20:00:00Z,3.86488,0.0,0.0,0.0,3.864875
2015-01-08T21:00:00Z,3.57494,0.0,0.0,0.0,3.5749400000000002
2015-01-08T22:00:00Z,3.22375,0.0,0.0,0.0,3.22375
2015-01-08T23:00:00Z,2.92251,0.0,0.0,0.0,2.9225100000000004
2015-01-09T00:00:00Z,2.89049,0.0,0.0,0.0,2.89049
2015-01-09T01:00:00Z,2.77977,0.0,0.0,0.0,2.779775
2015-01-09T02:00:00Z,2.73013,0.0,0.0,0.0,2.73013
2015-01-09T03:00:00Z,2.76103,0.0,0.0,0.0,2.7610300000000003
2015-01-09T04:00:00Z,2.9973,0.0,0.0,0.0,2.997305
2015-01-09T05:00:00Z,3.48781,0.00236407,0.0,0.0,3.49017
2015-01-09T06:00:00Z,3.29434,0.446809,0.0,0.0,3.74115
2015-01-09T07:00:00Z,2.15678,1.85343,0.0,0.0,4.010205
2015-01-09T08:00:00Z,1.5,3.0331,0.460912,0.0,4.072185
2015-01-09T09:00:00Z,1.5,3.60047,1.04475,0.0,4.05572
2015-01-09T10:00:00Z,1.5,3.77305,1.24396,0.0,4.029085
2015-01-09T11:00:00Z,1.5,3.5461,1.08301,0.0,3.963085
2015-01-09T12:00:00Z,1.5,2.78014,0.462242,0.0,3.8179000000000003
2015-01-09T13:00:00Z,2.03144,1.91017,0.0,0.0,3.941605
2015-01-09T14:00:00Z,3.28404,0.65721,0.0,0.0,3.941255
2015-01-09T15:00:00Z,4.04327,0.0591017,0.0,0.0,4.102375
2015-01-09T16:00:00Z,4.46617,0.0,0.0,0.0,4.466165
2015-01-09T17:00:00Z,4.46145,0.0,0.0,0.0,4.461455
2015-01-09T18:00:00Z,4.3789,0.0,0.0,0.0,4.3789
2015-01-09T19:00:00Z,3.36227,0.0,0.0,1.145,4.049265
2015-01-09T20:00:00Z,3.70714,0.0,0.0,0.0,3.707135
2015-01-09T21:00:00Z,3.18216,0.0,0.0,0.427632,3.4387350000000003
2015-01-09T22:00:00Z,2.44871,0.0,0.0,1.145,3.13571
2015-01-09T23:00:00Z,2.83766,0.0,0.0,0.0,2.837665
2015-01-10T00:00:00Z,2.80981,0.0,0.0,0.0,2.80981
2015-01-10T01:00:00Z,2.70612,0.0,0.0,0.0,2.70612
2015-01-10T02:00:00Z,2.60555,0.0,0.0,0.0,2.605555
2015-01-10T03:00:00Z,2.58438,0.0,0.0,0.0,2.584375
2015-01-10T04:00:00Z,2.65409,0.0,0.0,0.0,2.65409
2015-01-10T05:00:00Z,2.7719,0.0520095,0.0,0.0,2.8239050000000003
2015-01-10T06:00:00Z,2.81147,0.276596,0.0,0.0,3.08807
2015-01-10T07:00:00Z,2.52725,0.957447,0.0,0.0,3.4846950000000003
2015-01-10T08:00:00Z,1.73986,1.92671,0.0,0.0,3.66657
