Datetime,GR_load_actual_entsoe_transparency,GR_solar_generation_actual,GR_wind_onshore_generation_actual
2015-05-21 08:00:00+00:00,8.1312,0.1802,0.0876
2015-05-21 09:00:00+00:00,7.9936,0.1802,0.0876
2015-05-21 10:00:00+00:00,7.6054,0.1802,0.0876
2015-05-21 11:00:00+00:00,7.4964,0.1802,0.0876
2015-05-21 12:00:00+00:00,7.6498,0.1802,0.0876
2015-05-21 13:00:00+00:00,7.759,0.1802,0.0876
2015-05-21 14:00:00+00:00,7.7274,0.1802,0.0876
2015-05-21 15:00:00+00:00,7.534,0.1802,0.0876
2015-05-21 16:00:00+00:00,7.2876,0.1802,0.0876
2015-05-21 17:00:00+00:00,7.2344,0.1802,0.0876
2015-05-21 18:00:00+00:00,7.2358,0.1802,0.0876
2015-05-21 19:00:00+00:00,7.1256,0.1802,0.0876
2015-05-21 20:00:00+00:00,6.4706,0.1802,0.0876
2015-05-21 21:00:00+00:00,5.889,0.1802,0.0876
2015-05-21 22:00:00+00:00,5.441,0.1802,0.0876
2015-05-21 23:00:00+00:00,5.1074,0.1802,0.0876
2015-05-22 00:00:00+00:00,4.9322,0.1802,0.0876
2015-05-22 01:00:00+00:00,4.8732,0.1802,0.0876
2015-05-22 02:00:00+00:00,4.9184,0.1802,0.0876
2015-05-22 03:00:00+00:00,5.057,0.1802,0.0876
2015-05-22 04:00:00+00:00,5.5804,0.1802,0.0876
2015-05-22 05:00:00+00:00,6.7074,0.1802,0.0876
2015-05-22 06:00:00+00:00,7.634,0.1802,0.0876
2015-05-22 07:00:00+00:00,7.9372,0.1802,0.0876
2015-05-22 08:00:00+00:00,7.9066,0.1802,0.0876
2015-05-22 09:00:00+00:00,7.9018,0.1802,0.0876
2015-05-22 10:00:00+00:00,7.4286,0.1802,0.0876
2015-05-22 11:00:00+00:00,7.3834,0.1802,0.0876
2015-05-22 12:00:00+00:00,7.4778,0.1802,0.0876
2015-05-22 13:00:00+00:00,7.4758,0.1802,0.0876
2015-05-22 14:00:00+00:00,7.5322,0.1802,0.0876
2015-05-22 15:00:00+00:00,7.3234,0.1802,0.0876
2015-05-22 16:00:00+00:00,7.117,0.1802,0.0876
2015-05-22 17:00:00+00:00,7.1682,0.1802,0.0876
2015-05-22 18:00:00+00:00,7.1958,0.1802,0.0876
2015-05-22 19:00:00+00:00,7.0946,0.1802,0.0876
2015-05-22 20:00:00+00:00,6.4384,0.1802,0.0876
2015-05-22 21:00:00+00:00,5.904,0.1802,0.0876
2015-05-22 22:00:00+00:00,5.3562,0.1802,0.0876
2015-05-22 23:00:00+00:00,5.0094,0.1802,0.0876
2015-05-23 00:00:00+00:00,4.8192,0.1802,0.0876
2015-05-23 01:00:00+00:00,4.7288,0.1802,0.0876
2015-05-23 02:00:00+00:00,4.6882,0.1802,0.0876
2015-05-23 03:00:00+00:00,4.6646,0.1802,0.0876
2015-05-23 04:00:00+00:00,4.7966,0.1802,0.0876
2015-05-23 05:00:00+00:00,5.411,0.1802,0.0876
2015-05-23 06:00:00+00:00,5.9478,0.1802,0.0876
2015-05-23 07:00:00+00:00,6.3312,0.1802,0.0876
2015-05-23 08:00:00+00:00,6.3904,0.1802,0.0876
2015-05-23 09:00:00+00:00,6.3146,0.1802,0.0876
2015-05-23 10:00:00+00:00,6.0406,0.1802,0.0876
2015-05-23 11:00:00+00:00,5.7838,0.1802,0.0876
2015-05-23 12:00:00+00:00,5.6296,0.1802,0.0876
2015-05-23 13:00:00+00:00,5.6086,0.1802,0.0876
2015-05-23 14:00:00+00:00,5.6502,0.1802,0.0876
2015-05-23 15:00:00+00:00,5.7542,0.1802,0.0876
2015-05-23 16:00:00+00:00,5.8804,0.1802,0.0876
2015-05-23 17:00:00+00:00,6.0114,0.1802,0.0876
2015-05-23 18:00:00+00:00,6.0886,0.1802,0.0876
2015-05-23 19:00:00+00:00,6.0008,0.1802,0.0876
2015-05-23 20:00:00+00:00,5.597,0.1802,0.0876
2015-05-23 21:00:00+00:00,5.1812,0.1802,0.0876
2015-05-23 22:00:00+00:00,4.751,0.1802,0.0876
2015-05-23 23:00:00+00:00,4.4206,0.1802,0.0876
2015-05-24 00:00:00+00:00,4.1978,0.1802,0.0876
2015-05-24 01:00:00+00:00,4.0988,0.1802,0.0876
2015-05-24 02:00:00+00:00,4.0688,0.1802,0.0876
2015-05-24 03:00:00+00:00,3.9628,0.1802,0.0876
2015-05-24 04:00:00+00:00,3.8984,0.1802,0.0876
2015-05-24 05:00:00+00:00,4.2166,0.1802,0.0876
2015-05-24 06:00:00+00:00,4.5906,0.1802,0.0876
2015-05-24 07:00:00+00:00,4.895,0.1802,0.0876
2015-05-24 08:00:00+00:00,5.0706,0.1802,0.0876
2015-05-24 09:00:00+00:00,5.0144,0.1802,0.0876
2015-05-24 10:00:00+00:00,5.0124,0.1802,0.0876
2015-05-24 11:00:00+00:00,4.7924,0.1802,0.0876
2015-05-24 12:00:00+00:00,4.7668,0.1802,0.0876
2015-05-24 13:00:00+00:00,4.7764,0.1802,0.0876
2015-05-24 14:00:00+00:00,4.754,0.1802,0.0876
2015-05-24 15:00:00+00:00,4.8052,0.1802,0.0876
2015-05-24 16:00:00+00:00,4.9382,0.1802,0.0876
2015-05-24 17:00:00+00:00,5.194,0.1802,0.0876
2015-05-24 18:00:00+00:00,5.5116,0.1802,0.0876
2015-05-24 19:00:00+00:00,5.791,0.1802,0.0876
2015-05-24 20:00:00+00:00,5.4432,0.1802,0.0876
2015-05-24 21:00:00+00:00,4.9786,0.1802,0.0876
2015-05-24 22:00:00+00:00,4.4872,0.1802,0.0876
2015-05-24 23:00:00+00:00,4.203,0.1802,0.0876
2015-05-25 00:00:00+00:00,4.0734,0.1802,0.0876
2015-05-25 01:00:00+00:00,4.041,0.1802,0.0876
2015-05-25 02:00:00+00:00,4.1384,0.1802,0.0876
2015-05-25 03:00:00+00:00,4.3414,0.1802,0.0876
2015-05-25 04:00:00+00:00,5.117,0.1802,0.0876
2015-05-25 05:00:00+00:00,6.25,0.1802,0.0876
2015-05-25 06:00:00+00:00,7.1604,0.1802,0.0876
2015-05-25 07:00:00+00:00,7.4578,0.1802,0.0876
2015-05-25 08:00:00+00:00,7.552,0.1802,0.0876
2015-05-25 09:00:00+00:00,7.5192,0.1802,0.0876
2015-05-25 10:00:00+00:00,7.1326,0.1802,0.0876
2015-05-25 11:00:00+00:00,7.2272,0.1802,0.0876
2015-05-25 12:00:00+00:00,7.4598,0.1802,0.0876
2015-05-25 13:00:00+00:00,7.5158,0.1802,0.0876
2015-05-25 14:00:00+00:00,7.4918,0.1802,0.0876
2015-05-25 15:00:00+00:00,7.3068,0.1802,0.0876
2015-05-25 16:00:00+00:00,7.0554,0.1802,0.0876
2015-05-25 17:00:00+00:00,7.0388,0.1802,0.0876
2015-05-25 18:00:00+00:00,7.162,0.1802,0.0876
2015-05-25 19:00:00+00:00,7.1608,0.1802,0.0876
2015-05-25 20:00:00+00:00,6.506,0.1802,0.0876
2015-05-25 21:00:00+00:00,5.8822,0.1802,0.0876
2015-05-25 22:00:00+00:00,5.326,0.1802,0.0876
2015-05-25 23:00:00+00:00,5.0002,0.1802,0.0876
2015-05-26 00:00:00+00:00,4.8314,0.1802,0.0876
2015-05-26 01:00:00+00:00,4.7348,0.1802,0.0876
2015-05-26 02:00:00+00:00,4.7612,0.1802,0.0876
2015-05-26 03:00:00+00:00,4.915,0.1802,0.0876
2015-05-26 04:00:00+00:00,5.514,0.1802,0.0876
2015-05-26 05:00:00+00:00,6.673,0.1802,0.0876
2015-05-26 06:00:00+00:00,7.6264,0.1802,0.0876
2015-05-26 07:00:00+00:00,7.9252,0.1802,0.0876
2015-05-26 08:00:00+00:00,7.7656,0.1802,0.0876
2015-05-26 09:00:00+00:00,7.6426,0.1802,0.0876
2015-05-26 10:00:00+00:00,7.3824,0.1802,0.0876
2015-05-26 11:00:00+00:00,7.3582,0.1802,0.0876
2015-05-26 12:00:00+00:00,7.5898,0.1802,0.0876
2015-05-26 13:00:00+00:00,7.7196,0.1802,0.0876
2015-05-26 14:00:00+00:00,7.7218,0.1802,0.0876
2015-05-26 15:00:00+00:00,7.4578,0.1802,0.0876
2015-05-26 16:00:00+00:00,7.2712,0.1802,0.0876
2015-05-26 17:00:00+00:00,7.2992,0.1802,0.0876
2015-05-26 18:00:00+00:00,7.2832,0.1802,0.0876
2015-05-26 19:00:00+00:00,7.1974,0.1802,0.0876
2015-05-26 20:00:00+00:00,6.5486,0.1802,0.0876
2015-05-26 21:00:00+00:00,5.9662,0.1802,0.0876
2015-05-26 22:00:00+00:00,5.3992,0.1802,0.0876
2015-05-26 23:00:00+00:00,5.065,0.1802,0.0876
2015-05-27 00:00:00+00:00,4.8586,0.1802,0.0876
2015-05-27 01:00:00+00:00,4.8102,0.1802,0.0876
2015-05-27 02:00:00+00:00,4.8444,0.1802,0.0876
2015-05-27 03:00:00+00:00,4.9618,0.1802,0.0876
2015-05-27 04:00:00+00:00,5.5102,0.1802,0.0876
2015-05-27 05:00:00+00:00,6.6182,0.1802,0.0876
2015-05-27 06:00:00+00:00,7.5172,0.1802,0.0876
2015-05-27 07:00:00+00:00,7.7246,0.1802,0.0876
2015-05-27 08:00:00+00:00,7.836,0.1802,0.0876
2015-05-27 09:00:00+00:00,7.889,0.1802,0.0876
2015-05-27 10:00:00+00:00,7.3574,0.1802,0.0876
2015-05-27 11:00:00+00:00,7.2396,0.1802,0.0876
2015-05-27 12:00:00+00:00,7.4368,0.1802,0.0876
2015-05-27 13:00:00+00:00,7.5516,0.1802,0.0876
2015-05-27 14:00:00+00:00,7.6206,0.1802,0.0876
2015-05-27 15:00:00+00:00,7.4184,0.1802,0.0876
2015-05-27 16:00:00+00:00,7.171,0.1802,0.0876
2015-05-27 17:00:00+00:00,7.202,0.1802,0.0876
2015-05-27 18:00:00+00:00,7.2514,0.1802,0.0876
2015-05-27 19:00:00+00:00,7.2722,0.1802,0.0876
2015-05-27 20:00:00+00:00,6.64,0.1802,0.0876
2015-05-27 21:00:00+00:00,6.0164,0.1802,0.0876
2015-05-27 22:00:00+00:00,5.4488,0.1802,0.0876
2015-05-27 23:00:00+00:00,5.1248,0.1802,0.0876
2015-05-28 00:00:00+00:00,4.9546,0.1802,0.0876
2015-05-28 01:00:00+00:00,4.8834,0.1802,0.0876
2015-05-28 02:00:00+00:00,4.9074,0.1802,0.0876
2015-05-28 03:00:00+00:00,4.9914,0.1802,0.0876
2015-05-28 04:00:00+00:00,5.5552,0.1802,0.0876
2015-05-28 05:00:00+00:00,6.6246,0.1802,0.0876
2015-05-28 06:00:00+00:00,7.4948,0.1802,0.0876
2015-05-28 07:00:00+00:00,7.7882,0.1802,0.0876
2015-05-28 08:00:00+00:00,7.8706,0.1802,0.0876
2015-05-28 09:00:00+00:00,7.8566,0.1802,0.0876
2015-05-28 10:00:00+00:00,7.405,0.1802,0.0876
2015-05-28 11:00:00+00:00,7.327,0.1802,0.0876
2015-05-28 12:00:00+00:00,7.4622,0.1802,0.0876
2015-05-28 13:00:00+00:00,7.5166,0.1802,0.0876
2015-05-28 14:00:00+00:00,7.4344,0.1802,0.0876
2015-05-28 15:00:00+00:00,7.2234,0.1802,0.0876
2015-05-28 16:00:00+00:00,7.0196,0.1802,0.0876
2015-05-28 17:00:00+00:00,7.0636,0.1802,0.0876
2015-05-28 18:00:00+00:00,7.13,0.1802,0.0876
2015-05-28 19:00:00+00:00,7.218,0.1802,0.0876
2015-05-28 20:00:00+00:00,6.5826,0.1802,0.0876
2015-05-28 21:00:00+00:00,5.96,0.1802,0.0876
2015-05-28 22:00:00+00:00,5.3934,0.1802,0.0876
2015-05-28 23:00:00+00:00,5.0418,0.1802,0.0876
2015-05-29 00:00:00+00:00,4.8788,0.1802,0.0876
2015-05-29 01:00:00+00:00,4.823,0.1802,0.0876
2015-05-29 02:00:00+00:00,4.8544,0.1802,0.0876
2015-05-29 03:00:00+00:00,4.8984,0.1802,0.0876
2015-05-29 04:00:00+00:00,5.4764,0.1802,0.0876
2015-05-29 05:00:00+00:00,6.55,0.1802,0.0876
2015-05-29 06:00:00+00:00,7.3572,0.1802,0.0876
2015-05-29 07:00:00+00:00,7.5926,0.1802,0.0876
2015-05-29 08:00:00+00:00,7.6388,0.1802,0.0876
2015-05-29 09:00:00+00:00,7.5956,0.1802,0.0876
2015-05-29 10:00:00+00:00,7.222,0.1802,0.0876
2015-05-29 11:00:00+00:00,7.1984,0.1802,0.0876
2015-05-29 12:00:00+00:00,7.3458,0.1802,0.0876
2015-05-29 13:00:00+00:00,7.3962,0.1802,0.0876
2015-05-29 14:00:00+00:00,7.344,0.1802,0.0876
2015-05-29 15:00:00+00:00,7.1262,0.1802,0.0876
2015-05-29 16:00:00+00:00,6.9696,0.1802,0.0876
2015-05-29 17:00:00+00:00,6.955,0.1802,0.0876
2015-05-29 18:00:00+00:00,7.0214,0.1802,0.0876
2015-05-29 19:00:00+00:00,7.0274,0.1802,0.0876
2015-05-29 20:00:00+00:00,6.503,0.1802,0.0876
2015-05-29 21:00:00+00:00,5.9522,0.1802,0.0876
2015-05-29 22:00:00+00:00,5.3758,0.1802,0.0876
2015-05-29 23:00:00+00:00,4.9774,0.1802,0.0876
2015-05-30 00:00:00+00:00,4.7574,0.1802,0.0876
2015-05-30 01:00:00+00:00,4.6416,0.1802,0.0876
2015-05-30 02:00:00+00:00,4.61,0.1802,0.0876
2015-05-30 03:00:00+00:00,4.4814,0.1802,0.0876
2015-05-30 04:00:00+00:00,4.5864,0.1802,0.0876
2015-05-30 05:00:00+00:00,5.1642,0.1802,0.0876
2015-05-30 06:00:00+00:00,5.7504,0.1802,0.0876
2015-05-30 07:00:00+00:00,6.0986,0.1802,0.0876
2015-05-30 08:00:00+00:00,6.1586,0.1802,0.0876
2015-05-30 09:00:00+00:00,6.0566,0.1802,0.0876
2015-05-30 10:00:00+00:00,5.8274,0.1802,0.0876
2015-05-30 11:00:00+00:00,5.593,0.1802,0.0876
2015-05-30 12:00:00+00:00,5.4772,0.1802,0.0876
2015-05-30 13:00:00+00:00,5.4058,0.1802,0.0876
2015-05-30 14:00:00+00:00,5.4624,0.1802,0.0876
2015-05-30 15:00:00+00:00,5.5344,0.1802,0.0876
2015-05-30 16:00:00+00:00,5.6182,0.1802,0.0876
2015-05-30 17:00:00+00:00,5.6608,0.1802,0.0876
2015-05-30 18:00:00+00:00,5.8948,0.1802,0.0876
2015-05-30 19:00:00+00:00,5.9628,0.1802,0.0876
2015-05-30 20:00:00+00:00,5.6082,0.1802,0.0876
2015-05-30 21:00:00+00:00,5.1698,0.1802,0.0876
2015-05-30 22:00:00+00:00,4.9574,0.1802,0.0876
2015-05-30 23:00:00+00:00,4.5616,0.1802,0.0876
2015-05-31 00:00:00+00:00,4.324,0.1802,0.0876
2015-05-31 01:00:00+00:00,4.1968,0.1802,0.0876
2015-05-31 02:00:00+00:00,4.1706,0.1802,0.0876
2015-05-31 03:00:00+00:00,4.0878,0.1802,0.0876
2015-05-31 04:00:00+00:00,3.9948,0.1802,0.0876
2015-05-31 05:00:00+00:00,4.2938,0.1802,0.0876
2015-05-31 06:00:00+00:00,4.7036,0.1802,0.0876
2015-05-31 07:00:00+00:00,5.0132,0.1802,0.0876
2015-05-31 08:00:00+00:00,5.1344,0.1802,0.0876
2015-05-31 09:00:00+00:00,5.237,0.1802,0.0876
2015-05-31 10:00:00+00:00,5.1348,0.1802,0.0876
2015-05-31 11:00:00+00:00,4.8316,0.1802,0.0876
2015-05-31 12:00:00+00:00,4.7332,0.1802,0.0876
2015-05-31 13:00:00+00:00,4.8008,0.1802,0.0876
2015-05-31 14:00:00+00:00,4.8152,0.1802,0.0876
2015-05-31 15:00:00+00:00,4.9746,0.1802,0.0876
2015-05-31 16:00:00+00:00,5.2298,0.1802,0.0876
2015-05-31 17:00:00+00:00,5.4958,0.1802,0.0876
2015-05-31 18:00:00+00:00,5.7542,0.1802,0.0876
2015-05-31 19:00:00+00:00,6.0104,0.1802,0.0876
2015-05-31 20:00:00+00:00,5.6864,0.1802,0.0876
2015-05-31 21:00:00+00:00,5.2502,0.1802,0.0876
2015-05-31 22:00:00+00:00,4.5148,0.1802,0.0876
2015-05-31 23:00:00+00:00,4.2212,0.1802,0.0876
2015-06-01 00:00:00+00:00,4.059,0.1802,0.0876
2015-06-01 01:00:00+00:00,3.9868,0.1802,0.0876
2015-06-01 02:00:00+00:00,4.0174,0.1802,0.0876
2015-06-01 03:00:00+00:00,4.0472,0.1802,0.0876
2015-06-01 04:00:00+00:00,4.3752,0.1802,0.0876
2015-06-01 05:00:00+00:00,5.1152,0.1802,0.0876
2015-06-01 06:00:00+00:00,5.7496,0.1802,0.0876
2015-06-01 07:00:00+00:00,6.0762,0.1802,0.0876
2015-06-01 08:00:00+00:00,6.1806,0.1802,0.0876
2015-06-01 09:00:00+00:00,6.1906,0.1802,0.0876
2015-06-01 10:00:00+00:00,6.0476,0.1802,0.0876
2015-06-01 11:00:00+00:00,5.9736,0.1802,0.0876
2015-06-01 12:00:00+00:00,6.0446,0.1802,0.0876
2015-06-01 13:00:00+00:00,6.139,0.1802,0.0876
2015-06-01 14:00:00+00:00,6.05,0.1802,0.0876
2015-06-01 15:00:00+00:00,6.0444,0.1802,0.0876
2015-06-01 16:00:00+00:00,6.0286,0.1802,0.0876
2015-06-01 17:00:00+00:00,6.1138,0.1802,0.0876
2015-06-01 18:00:00+00:00,6.1364,0.1802,0.0876
2015-06-01 19:00:00+00:00,6.2442,0.1802,0.0876
2015-06-01 20:00:00+00:00,5.7226,0.1802,0.0876
2015-06-01 21:00:00+00:00,5.1844,0.1802,0.0876
2015-06-01 22:00:00+00:00,4.7816,0.1802,0.0876
2015-06-01 23:00:00+00:00,4.4474,0.1802,0.0876
2015-06-02 00:00:00+00:00,4.244,0.1802,0.0876
2015-06-02 01:00:00+00:00,4.1366,0.1802,0.0876
2015-06-02 02:00:00+00:00,4.0976,0.1802,0.0876
2015-06-02 03:00:00+00:00,3.9292,0.1802,0.0876
2015-06-02 04:00:00+00:00,3.9024,0.1802,0.0876
2015-06-02 05:00:00+00:00,4.2836,0.1802,0.0876
2015-06-02 06:00:00+00:00,4.7354,0.1802,0.0876
2015-06-02 07:00:00+00:00,5.0862,0.1802,0.0876
2015-06-02 08:00:00+00:00,5.2366,0.1802,0.0876
2015-06-02 09:00:00+00:00,5.2976,0.1802,0.0876
2015-06-02 10:00:00+00:00,5.2762,0.1802,0.0876
2015-06-02 11:00:00+00:00,5.0692,0.1802,0.0876
2015-06-02 12:00:00+00:00,4.9744,0.1802,0.0876
2015-06-02 13:00:00+00:00,4.9444,0.1802,0.0876
2015-06-02 14:00:00+00:00,4.9428,0.1802,0.0876
2015-06-02 15:00:00+00:00,5.0546,0.1802,0.0876
2015-06-02 16:00:00+00:00,5.1948,0.1802,0.0876
2015-06-02 17:00:00+00:00,5.377,0.1802,0.0876
2015-06-02 18:00:00+00:00,5.5836,0.1802,0.0876
2015-06-02 19:00:00+00:00,5.875,0.1802,0.0876
2015-06-02 20:00:00+00:00,5.6284,0.1802,0.0876
2015-06-02 21:00:00+00:00,5.0874,0.1802,0.0876
2015-06-02 22:00:00+00:00,4.6706,0.1802,0.0876
2015-06-02 23:00:00+00:00,4.3484,0.1802,0.0876
2015-06-03 00:00:00+00:00,4.2018,0.1802,0.0876
2015-06-03 01:00:00+00:00,4.1566,0.1802,0.0876
2015-06-03 02:00:00+00:00,4.222,0.1802,0.0876
2015-06-03 03:00:00+00:00,4.3824,0.1802,0.0876
2015-06-03 04:00:00+00:00,5.2052,0.1802,0.0876
2015-06-03 05:00:00+00:00,6.3566,0.1802,0.0876
2015-06-03 06:00:00+00:00,7.3862,0.1802,0.0876
2015-06-03 07:00:00+00:00,7.8168,0.1802,0.0876
2015-06-03 08:00:00+00:00,7.9588,0.1802,0.0876
2015-06-03 09:00:00+00:00,7.996,0.1802,0.0876
2015-06-03 10:00:00+00:00,7.614,0.1802,0.0876
2015-06-03 11:00:00+00:00,7.6396,0.1802,0.0876
2015-06-03 12:00:00+00:00,7.9136,0.1802,0.0876
2015-06-03 13:00:00+00:00,8.0128,0.1802,0.0876
2015-06-03 14:00:00+00:00,8.086,0.1802,0.0876
2015-06-03 15:00:00+00:00,7.8984,0.1802,0.0876
2015-06-03 16:00:00+00:00,7.5744,0.1802,0.0876
2015-06-03 17:00:00+00:00,7.474,0.1802,0.0876
2015-06-03 18:00:00+00:00,7.4534,0.1802,0.0876
2015-06-03 19:00:00+00:00,7.4802,0.1802,0.0876
2015-06-03 20:00:00+00:00,6.8842,0.1802,0.0876
2015-06-03 21:00:00+00:00,6.2232,0.1802,0.0876
2015-06-03 22:00:00+00:00,5.6666,0.1802,0.0876
2015-06-03 23:00:00+00:00,5.3178,0.1802,0.0876
2015-06-04 00:00:00+00:00,5.0982,0.1802,0.0876
2015-06-04 01:00:00+00:00,5.0384,0.1802,0.0876
2015-06-04 02:00:00+00:00,5.1004,0.1802,0.0876
2015-06-04 03:00:00+00:00,5.165,0.1802,0.0876
2015-06-04 04:00:00+00:00,5.8068,0.1802,0.0876
2015-06-04 05:00:00+00:00,6.8972,0.1802,0.0876
2015-06-04 06:00:00+00:00,7.9162,0.1802,0.0876
2015-06-04 07:00:00+00:00,8.2976,0.1802,0.0876
2015-06-04 08:00:00+00:00,8.4026,0.1802,0.0876
2015-06-04 09:00:00+00:00,8.4492,0.1802,0.0876
2015-06-04 10:00:00+00:00,8.0762,0.1802,0.0876
2015-06-04 11:00:00+00:00,8.0824,0.1802,0.0876
2015-06-04 12:00:00+00:00,8.3076,0.1802,0.0876
2015-06-04 13:00:00+00:00,8.418,0.1802,0.0876
2015-06-04 14:00:00+00:00,8.3138,0.1802,0.0876
2015-06-04 15:00:00+00:00,8.1402,0.1802,0.0876
2015-06-04 16:00:00+00:00,7.918,0.1802,0.0876
2015-06-04 17:00:00+00:00,7.8288,0.1802,0.0876
2015-06-04 18:00:00+00:00,7.76,0.1802,0.0876
2015-06-04 19:00:00+00:00,7.7898,0.1802,0.0876
2015-06-04 20:00:00+00:00,7.189,0.1802,0.0876
2015-06-04 21:00:00+00:00,6.5594,0.1802,0.0876
2015-06-04 22:00:00+00:00,5.9386,0.1802,0.0876
2015-06-04 23:00:00+00:00,5.5466,0.1802,0.0876
2015-06-05 00:00:00+00:00,5.3436,0.1802,0.0876
2015-06-05 01:00:00+00:00,5.2726,0.1802,0.0876
2015-06-05 02:00:00+00:00,5.2874,0.1802,0.0876
2015-06-05 03:00:00+00:00,5.3214,0.1802,0.0876
2015-06-05 04:00:00+00:00,5.9602,0.1802,0.0876
2015-06-05 05:00:00+00:00,7.1202,0.1802,0.0876
2015-06-05 06:00:00+00:00,8.0866,0.1802,0.0876
2015-06-05 07:00:00+00:00,8.5308,0.1802,0.0876
2015-06-05 08:00:00+00:00,8.658,0.1802,0.0876
2015-06-05 09:00:00+00:00,8.681,0.1802,0.0876
2015-06-05 10:00:00+00:00,8.3444,0.1802,0.0876
2015-06-05 11:00:00+00:00,8.3818,0.1802,0.0876
2015-06-05 12:00:00+00:00,8.5736,0.1802,0.0876
2015-06-05 13:00:00+00:00,8.5756,0.1802,0.0876
2015-06-05 14:00:00+00:00,8.6176,0.1802,0.0876
2015-06-05 15:00:00+00:00,8.3788,0.1802,0.0876
2015-06-05 16:00:00+00:00,8.1306,0.1802,0.0876
2015-06-05 17:00:00+00:00,8.0142,0.1802,0.0876
2015-06-05 18:00:00+00:00,7.8488,0.1802,0.0876
2015-06-05 19:00:00+00:00,7.8188,0.1802,0.0876
2015-06-05 20:00:00+00:00,7.2814,0.1802,0.0876
2015-06-05 21:00:00+00:00,6.717,0.1802,0.0876
2015-06-05 22:00:00+00:00,6.1744,0.1802,0.0876
2015-06-05 23:00:00+00:00,5.7508,0.1802,0.0876
2015-06-06 00:00:00+00:00,5.4854,0.1802,0.0876
2015-06-06 01:00:00+00:00,5.3362,0.1802,0.0876
2015-06-06 02:00:00+00:00,5.2638,0.1802,0.0876
2015-06-06 03:00:00+00:00,5.1032,0.1802,0.0876
2015-06-06 04:00:00+00:00,5.2808,0.1802,0.0876
2015-06-06 05:00:00+00:00,5.914,0.1802,0.0876
2015-06-06 06:00:00+00:00,6.5698,0.1802,0.0876
2015-06-06 07:00:00+00:00,7.0384,0.1802,0.0876
2015-06-06 08:00:00+00:00,7.1436,0.1802,0.0876
2015-06-06 09:00:00+00:00,7.1064,0.1802,0.0876
2015-06-06 10:00:00+00:00,6.8926,0.1802,0.0876
2015-06-06 11:00:00+00:00,6.7114,0.1802,0.0876
2015-06-06 12:00:00+00:00,6.6084,0.1802,0.0876
2015-06-06 13:00:00+00:00,6.5408,0.1802,0.0876
2015-06-06 14:00:00+00:00,6.6874,0.1802,0.0876
2015-06-06 15:00:00+00:00,6.7284,0.1802,0.0876
2015-06-06 16:00:00+00:00,6.9,0.1802,0.0876
2015-06-06 17:00:00+00:00,6.9268,0.1802,0.0876
2015-06-06 18:00:00+00:00,6.8778,0.1802,0.0876
2015-06-06 19:00:00+00:00,6.8678,0.1802,0.0876
2015-06-06 20:00:00+00:00,6.4888,0.1802,0.0876
2015-06-06 21:00:00+00:00,6.0252,0.1802,0.0876
2015-06-06 22:00:00+00:00,5.4744,0.1802,0.0876
2015-06-06 23:00:00+00:00,4.9746,0.1802,0.0876
2015-06-07 00:00:00+00:00,4.7708,0.1802,0.0876
2015-06-07 01:00:00+00:00,4.6606,0.1802,0.0876
2015-06-07 02:00:00+00:00,4.6284,0.1802,0.0876
2015-06-07 03:00:00+00:00,4.435,0.1802,0.0876
2015-06-07 04:00:00+00:00,4.4128,0.1802,0.0876
2015-06-07 05:00:00+00:00,4.7186,0.1802,0.0876
2015-06-07 06:00:00+00:00,5.1144,0.1802,0.0876
2015-06-07 07:00:00+00:00,5.476,0.1802,0.0876
2015-06-07 08:00:00+00:00,5.7178,0.1802,0.0876
2015-06-07 09:00:00+00:00,5.8848,0.1802,0.0876
2015-06-07 10:00:00+00:00,5.9366,0.1802,0.0876
2015-06-07 11:00:00+00:00,5.7636,0.1802,0.0876
2015-06-07 12:00:00+00:00,5.6506,0.1802,0.0876
2015-06-07 13:00:00+00:00,5.696,0.1802,0.0876
2015-06-07 14:00:00+00:00,5.745,0.1802,0.0876
2015-06-07 15:00:00+00:00,5.8484,0.1802,0.0876
2015-06-07 16:00:00+00:00,5.9828,0.1802,0.0876
2015-06-07 17:00:00+00:00,6.1542,0.1802,0.0876
2015-06-07 18:00:00+00:00,6.303,0.1802,0.0876
2015-06-07 19:00:00+00:00,6.5758,0.1802,0.0876
2015-06-07 20:00:00+00:00,6.3134,0.1802,0.0876
2015-06-07 21:00:00+00:00,5.7982,0.1802,0.0876
2015-06-07 22:00:00+00:00,5.2718,0.1802,0.0876
2015-06-07 23:00:00+00:00,4.9098,0.1802,0.0876
2015-06-08 00:00:00+00:00,4.7284,0.1802,0.0876
2015-06-08 01:00:00+00:00,4.6628,0.1802,0.0876
2015-06-08 02:00:00+00:00,4.7072,0.1802,0.0876
2015-06-08 03:00:00+00:00,4.875,0.1802,0.0876
2015-06-08 04:00:00+00:00,5.6862,0.1802,0.0876
2015-06-08 05:00:00+00:00,6.8996,0.1802,0.0876
2015-06-08 06:00:00+00:00,8.0454,0.1802,0.0876
2015-06-08 07:00:00+00:00,8.5304,0.1802,0.0876
2015-06-08 08:00:00+00:00,8.6626,0.1802,0.0876
2015-06-08 09:00:00+00:00,8.7094,0.1802,0.0876
2015-06-08 10:00:00+00:00,8.339,0.1802,0.0876
2015-06-08 11:00:00+00:00,8.4208,0.1802,0.0876
2015-06-08 12:00:00+00:00,8.8054,0.1802,0.0876
2015-06-08 13:00:00+00:00,8.9732,0.1802,0.0876
