,Diesel Gen,PV Park
14398,2.1585,0.0
14399,2.022,0.0
14400,1.945,0.0
14401,1.886,0.0
14402,1.878,0.0
14403,1.9175,0.0
14404,2.47591,0.250591
14405,2.1217,0.907801
14406,1.55659,1.74941
14407,1.5,2.51537
14408,1.5,3.0591
14409,1.5,3.36879
14410,1.5,3.43026
14411,1.5,3.26241
14412,1.5,2.89362
14413,1.5,2.29551
14414,1.87309,1.53191
14415,2.5849,0.789598
14416,3.08727,0.248227
14417,3.41814,0.00236407
14418,2.653,0.0
14419,2.3755,0.0
14420,2.234,0.0
14421,2.132,0.0
14422,1.89,0.0
14423,2.4465,0.0
14424,2.3795,0.0
14425,2.319,0.0
14426,2.3195,0.0
14427,2.366,0.0
14428,2.26377,0.248227
14429,1.9177,0.881797
14430,1.5,1.66667
14431,1.5,2.37352
14432,1.5,2.89598
14433,1.5,3.23877
14434,1.5,3.32861
14435,1.5,3.16076
14436,1.5,2.80615
14437,1.5,2.22695
14438,1.6135,1.487
14439,2.33522,0.777778
14440,2.88737,0.241135
14441,2.596,0.0
14442,2.586,0.0
14443,2.3545,0.0
14444,2.918,0.0
14445,2.103,0.0
14446,2.23766,0.0
14447,2.389,0.0
14448,2.3,0.0
14449,2.258,0.0
14450,2.2935,0.0
14451,2.34577,0.00472813
14452,2.30687,0.189125
14453,1.99894,0.825059
14454,1.5,1.67612
14455,1.5,2.41135
14456,1.5,2.91726
14457,1.5,3.20567
14458,1.5,3.28605
14459,1.5,3.17021
14460,1.5,2.87234
14461,1.5,2.34752
14462,1.53384,1.64066
14463,2.32753,0.843972
14464,2.93741,0.224586
14465,3.30518,0.0118203
14466,3.2375,0.0
14467,2.297,0.0
14468,2.182,0.0
14469,1.941,0.0
14470,1.768,0.0
14471,2.22584,0.0
14472,2.265,0.0
14473,2.2535,0.0
14474,2.27,0.0
14475,2.3375,0.0
14476,2.21904,0.252955
14477,1.81778,0.952719
14478,1.5,1.88889
14479,1.5,2.74704
14480,1.5,3.40426
14481,1.5,3.81797
14482,1.5,3.93853
14483,1.5,3.80378
14484,1.5,3.42553
14485,1.5,2.79433
14486,1.5,1.92671
14487,2.09009,0.992908
14488,2.81968,0.281324
14489,2.5755,0.0
14490,2.5155,0.0
14491,2.9565,0.0
14492,2.14,0.0
14493,2.724,0.0
14494,1.7985,0.0
14495,1.6765,0.0
14496,1.70652,0.0
14497,1.5605,0.0
14498,1.546,0.0
14499,2.2345,0.0
14500,2.0344,0.276596
14501,1.5,1.04965
14502,1.5,2.0591
14503,1.5,2.9669
14504,1.5,3.64539
14505,1.5,4.01891
14506,1.5,4.10165
14507,1.5,3.93853
14508,1.5,3.50591
14509,1.5,2.83924
14510,1.5,1.96217
14511,1.80668,1.01182
14512,2.58713,0.271868
14513,2.3515,0.0
14514,3.0665,0.0
14515,2.201,0.0
14516,2.0515,0.0
14517,1.967,0.0
14518,1.748,0.0
14519,1.6365,0.0
14520,1.5595,0.0
14521,1.5215,0.0
14522,1.5,0.0
14523,1.63055,0.0
14524,1.90477,0.274232
14525,1.5,1.05437
14526,1.5,2.07801
14527,1.5,3.00946
14528,1.5,3.64539
14529,1.5,3.93853
14530,1.5,3.97517
14531,1.5,3.78014
14532,1.5,3.35461
14533,1.5,2.72104
14534,1.5,1.87943
14535,1.74587,0.971631
14536,2.52995,0.260047
14537,3.015,0.0
14538,3.084,0.0
14539,2.9525,0.0
14540,2.811,0.0
14541,2.51623,0.0
14542,2.465,0.0
14543,1.6725,0.0
14544,1.6045,0.0
14545,1.5905,0.0
14546,1.607,0.0
14547,1.6875,0.0
14548,2.32072,0.264775
14549,1.89517,1.03783
14550,1.5,2.06856
14551,1.5,2.99764
14552,1.5,3.62175
14553,1.5,3.92199
14554,1.5,3.95981
14555,1.5,3.74468
14556,1.5,3.28369
14557,1.5,2.64066
14558,1.5,1.8156
14559,2.38892,0.929078
14560,3.1005,0.243499
14561,3.541,0.0
14562,2.97613,0.0
14563,2.5575,0.0
14564,3.073,0.0
14565,2.2865,0.0
14566,1.978,0.0
14567,1.8775,0.0
14568,1.8175,0.0
14569,1.771,0.0
14570,1.786,0.0
14571,1.8695,0.0
14572,2.46909,0.262411
14573,1.98731,1.04019
14574,1.5,2.07092
14575,1.5,2.99054
14576,1.5,3.61466
14577,1.5,3.93144
14578,1.5,3.97636
14579,1.5,3.75177
14580,1.5,3.28605
14581,1.5,2.63121
14582,1.66717,1.79433
14583,2.61383,0.910165
14584,3.28932,0.231678
14585,2.9865,0.0
14586,2.895,0.0
14587,2.6185,0.0
14588,2.452,0.0
14589,2.3415,0.0
14590,1.994,0.0
14591,1.8895,0.0
14592,1.8345,0.0
14593,1.795,0.0
14594,2.4925,0.0
14595,2.567,0.0
14596,2.50068,0.255319
14597,2.07486,1.02364
14598,1.5,2.02837
14599,1.5,2.91726
14600,1.5,3.46099
14601,1.5,3.69504
14602,1.5,3.72577
14603,1.5,3.52719
14604,1.5,3.12293
14605,1.5,2.50591
14606,1.79433,1.69267
14607,2.61957,0.853428
14608,3.23287,0.21513
14609,3.5945,0.0
14610,3.00702,0.0
14611,2.5965,0.0
14612,2.4525,0.0
14613,2.322,0.0
14614,2.06,0.0
14615,2.6135,0.0
14616,2.516,0.0
14617,2.4685,0.0
14618,2.4725,0.0
14619,2.5515,0.0
14620,2.4985,0.243499
14621,2.08909,0.992908
14622,1.5,1.97872
14623,1.5,2.86761
14624,1.5,3.47518
14625,1.5,3.76832
14626,1.5,3.80378
14627,1.5,3.56028
14628,1.5,3.04492
14629,1.5,2.34988
14630,1.86518,1.52482
14631,2.6735,0.730496
14632,3.17229,0.170213
14633,2.7995,0.0
14634,2.759,0.0
14635,2.465,0.0
14636,2.3325,0.0
14637,2.9095,0.0
14638,1.951,0.0
14639,2.4383,0.0
14640,2.4495,0.0
14641,2.405,0.0
14642,2.4275,0.0
14643,2.5165,0.0
14644,2.46278,0.222222
14645,2.15511,0.888889
14646,1.63127,1.76123
14647,1.5,2.56501
14648,1.5,3.17021
14649,1.5,3.53664
14650,1.5,3.60993
14651,1.5,3.44444
14652,1.5,3.04019
14653,1.5,2.37589
14654,1.58858,1.55792
14655,2.39831,0.770686
14656,2.98633,0.179669
14657,3.372,0.0
14658,2.55362,0.0
14659,2.2555,0.0
14660,2.763,0.0
14661,1.984,0.0
14662,1.71,0.0
14663,1.5965,0.0
14664,2.235,0.0
14665,2.1675,0.0
14666,2.1705,0.0
14667,2.183,0.0
14668,2.01759,0.236407
14669,1.52282,0.98818
14670,1.5,1.98582
14671,1.5,2.88416
14672,1.5,3.50591
14673,1.5,3.83452
14674,1.5,3.89598
14675,1.5,3.70686
14676,1.5,3.24823
14677,1.5,2.56738
14678,1.5,1.71631
14679,1.96776,0.839243
14680,2.6961,0.184397
14681,3.0865,0.0
14682,2.361,0.0
14683,2.154,0.0
14684,1.9925,0.0
14685,1.859,0.0
14686,1.681,0.0
14687,1.564,0.0
14688,1.5,0.0
14689,1.5,0.0
14690,1.5,0.0
14691,1.98576,0.0
14692,1.86409,0.236407
14693,1.5,1.01655
14694,1.5,2.03546
14695,1.5,2.96217
14696,1.5,3.60757
14697,1.5,3.88367
14698,1.5,3.86917
14699,1.5,3.72217
14700,1.5,3.36879
14701,1.5,2.69031
14702,1.5,1.80142
14703,1.76093,0.877069
14704,2.53924,0.186761
14705,3.003,0.0
14706,2.98146,0.0
14707,2.845,0.0
14708,1.9935,0.0
14709,1.871,0.0
14710,2.3495,0.0
14711,1.564,0.0
14712,2.1785,0.0
14713,1.5,0.0
14714,1.511,0.0
14715,1.6415,0.0
14716,2.31482,0.231678
14717,1.86545,1.01655
14718,1.5,2.04492
14719,1.5,2.98582
14720,1.5,3.6383
14721,1.5,3.95508
14722,1.5,4.01182
14723,1.5,3.7896
14724,1.5,3.27187
14725,1.5,2.54846
14726,1.5,1.64539
14727,2.3665,0.756501
14728,3.00106,0.148936
14729,2.6825,0.0
14730,2.568,0.0
14731,2.315,0.0
14732,2.164,0.0
14733,2.047,0.0
14734,1.7985,0.0
14735,1.6925,0.0
14736,1.6355,0.0
14737,1.6055,0.0
14738,1.6225,0.0
14739,1.7415,0.0
14740,2.4782,0.1513
14741,2.38176,0.595745
14742,2.13274,1.16076
14743,1.7326,1.6974
14744,1.54072,2.02128
14745,1.5,2.17494
14746,1.5,2.21513
14747,1.55896,1.96454
14748,1.70486,1.53664
14749,1.91598,1.13002
14750,2.29565,0.680851
14751,2.6014,0.3026
14752,2.90003,0.0614657
14753,2.53172,0.0
14754,3.061,0.0
14755,2.778,0.0
14756,2.624,0.0
14757,2.5,0.0
14758,2.271,0.0
14759,2.189,0.0
14760,2.1425,0.0
14761,2.1235,0.0
14762,2.1565,0.0
14763,2.28,0.0
14764,2.36435,0.101655
14765,2.39888,0.406619
14766,2.21098,0.834515
14767,1.8965,1.2695
14768,1.57424,1.67376
14769,1.5,2.15839
14770,1.5,2.39007
14771,1.5,2.36879
14772,1.5,2.29078
14773,1.5,1.88416
14774,1.65455,1.20095
14775,2.31285,0.562648
14776,2.85489,0.111111
14777,2.64761,0.0
14778,2.4175,0.0
14779,2.86,0.0
14780,2.7335,0.0
14781,2.552,0.0
14782,2.3545,0.0
14783,2.2815,0.0
14784,2.1915,0.0
14785,2.185,0.0
14786,2.199,0.0
14787,2.3345,0.0
14788,2.35066,0.141844
14789,2.23708,0.583924
14790,1.96184,1.12766
14791,1.65257,1.63593
14792,1.5,2.05674
14793,1.5,2.45863
14794,1.5,2.61229
14795,1.5,2.44208
14796,1.5,2.13948
14797,1.5,1.65721
14798,1.94235,1.04965
14799,2.52673,0.508274
14800,2.99671,0.0992908
14801,2.62,0.0
14802,2.89093,0.0
14803,2.87,0.0
14804,2.7405,0.0
14805,2.614,0.0
14806,2.3635,0.0
14807,2.2775,0.0
14808,2.2295,0.0
14809,2.2035,0.0
14810,2.2325,0.0
14811,2.3545,0.0
14812,2.38966,0.141844
14813,2.15702,0.652482
14814,1.72594,1.31206
14815,1.5,1.91253
14816,1.5,2.35225
14817,1.5,2.65721
14818,1.5,2.74232
14819,1.5,2.60757
14820,1.5,2.31442
14821,1.5,1.81797
14822,1.8212,1.1513
14823,2.46391,0.520095
14824,2.9523,0.0921986
14825,2.559,0.0
14826,2.61977,0.0
14827,2.138,0.0
14828,2.6705,0.0
14829,2.592,0.0
14830,2.355,0.0
14831,2.259,0.0
14832,2.199,0.0
14833,2.156,0.0
14834,2.145,0.0
14835,2.1835,0.0
14836,2.09184,0.153664
14837,1.75414,0.732861
14838,1.5,1.487
14839,1.5,2.18676
14840,1.5,2.7234
14841,1.5,3.09693
14842,1.5,3.18913
14843,1.5,2.99054
14844,1.5,2.59102
14845,1.5,1.99764
14846,1.5,1.25532
14847,2.19662,0.567376
14848,2.70907,0.0969267
14849,3.0545,0.0
14850,2.2765,0.0
14851,2.61023,0.0
14852,1.9335,0.0
14853,1.837,0.0
14854,1.608,0.0
14855,1.5065,0.0
14856,2.135,0.0
14857,2.0645,0.0
14858,2.0625,0.0
14859,2.0725,0.0
14860,1.87842,0.172577
14861,1.5,0.8487
14862,1.5,1.71631
14863,1.5,2.52009
14864,1.5,3.08511
14865,1.5,3.41135
14866,1.5,3.47991
14867,1.5,3.2766
14868,1.5,2.82979
14869,1.5,2.16076
14870,1.5,1.34515
14871,1.96203,0.600473
14872,2.55457,0.0969267
14873,2.248,0.0
14874,2.883,0.0
14875,2.0525,0.0
14876,1.874,0.0
14877,2.4475,0.0
14878,1.5,0.0
14879,2.099,0.0
14880,1.66243,0.0
14881,2.0325,0.0
14882,2.0605,0.0
14883,1.5505,0.0
14884,2.28947,0.156028
14885,1.97581,0.79669
14886,1.5,1.64303
14887,1.5,2.46099
14888,1.5,3.09693
14889,1.5,3.49409
14890,1.5,3.56974
14891,1.5,3.37116
14892,1.5,2.93381
14893,1.5,2.25059
14894,1.5,1.40662
14895,2.20302,0.626478
14896,2.80971,0.0992908
14897,2.51,0.0
14898,2.3865,0.0
14899,2.114,0.0
14900,2.021,0.0
14901,1.799,0.0
14902,1.592,0.0
14903,1.502,0.0
14904,1.5,0.0
14905,1.5,0.0
14906,2.113,0.0
14907,2.2875,0.0
14908,2.3232,0.177305
14909,1.83865,0.950355
14910,1.5,1.9409
14911,1.5,2.86052
14912,1.5,3.51773
14913,1.5,3.86761
14914,1.5,3.94326
14915,1.5,3.73759
14916,1.5,3.25059
14917,1.5,2.52955
14918,1.5,1.60284
14919,2.25387,0.702128
14920,2.93548,0.104019
14921,2.593,0.0
14922,3.1045,0.0
14923,2.152,0.0
14924,2.6985,0.0
14925,1.891,0.0
14926,1.631,0.0
14927,1.543,0.0
14928,1.5065,0.0
14929,1.65671,0.0
14930,1.53,0.0
14931,2.3625,0.0
14932,2.38402,0.165485
14933,1.84133,0.93617
14934,1.5,1.92671
14935,1.5,2.84634
14936,1.5,3.46099
14937,1.5,3.73286
14938,1.5,3.73759
14939,1.5,3.46809
14940,1.5,2.93617
14941,1.5,2.22459
14942,1.56039,1.38061
14943,2.37203,0.600473
14944,2.96653,0.0874704
14945,3.28,0.0
14946,2.441,0.0
14947,2.86,0.0
14948,2.017,0.0
14949,1.849,0.0
14950,2.32027,0.0
14951,1.5695,0.0
14952,1.5185,0.0
14953,1.504,0.0
14954,1.5395,0.0
14955,2.358,0.0
14956,2.41138,0.163121
14957,1.92065,0.950355
14958,1.5,1.95981
14959,1.5,2.88652
14960,1.5,3.51064
14961,1.5,3.81087
14962,1.5,3.84634
14963,1.5,3.60284
14964,1.5,3.09929
14965,1.5,2.41135
14966,1.5,1.54137
14967,2.36765,0.680851
14968,3.0633,0.0921986
14969,3.401,0.0
14970,3.1785,0.0
14971,2.8995,0.0
14972,2.745,0.0
14973,1.9665,0.0
14974,2.39,0.0
14975,1.616,0.0
14976,1.5715,0.0
14977,1.5335,0.0
14978,1.5765,0.0
14979,2.4065,0.0
14980,2.44861,0.158392
14981,1.95228,0.952719
14982,1.5,1.97163
14983,1.5,2.9078
14984,1.5,3.56501
14985,1.5,3.90544
14986,1.5,3.96217
14987,1.5,3.76123
14988,1.5,3.29787
14989,1.5,2.58865
14990,1.5,1.65012
14991,2.37255,0.713948
14992,3.06917,0.0898345
14993,2.695,0.0
14994,3.1735,0.0
14995,2.2325,0.0
14996,2.0795,0.0
14997,1.9605,0.0
14998,1.725,0.0
14999,1.6265,0.0
15000,1.576,0.0
15001,1.54,0.0
15002,1.5455,0.0
15003,2.285,0.0
15004,2.16506,0.148936
15005,1.65942,0.929078
15006,1.5,1.93144
15007,1.5,2.86525
15008,1.5,3.53664
15009,1.5,3.91253
15010,1.5,3.99054
15011,1.5,3.79905
15012,1.5,3.34515
15013,1.5,2.62175
15014,1.5,1.64303
15015,2.20806,0.687943
15016,2.87562,0.0803783
15017,3.126,0.0
15018,2.2925,0.0
15019,2.773,0.0
15020,1.943,0.0
15021,1.887,0.0
15022,2.3355,0.0
15023,1.539,0.0
15024,1.5,0.0
15025,2.1375,0.0
15026,1.85269,0.0
15027,1.5,0.0
15028,2.0088,0.118203
15029,1.53177,0.787234
15030,1.5,1.68085
15031,1.5,2.513
15032,1.5,3.10165
15033,1.5,3.46336
15034,1.5,3.54846
15035,1.5,3.35225
15036,1.5,2.93144
15037,1.5,2.2766
15038,1.5,1.4208
15039,2.11443,0.607565
15040,2.74908,0.070922
15041,2.3395,0.0
15042,2.285,0.0
15043,2.126,0.0
15044,1.962,0.0
15045,1.845,0.0
15046,1.581,0.0
15047,1.5,0.0
15048,1.5,0.0
15049,2.119,0.0
15050,1.5,0.0
15051,1.663,0.0
15052,2.4718,0.0921986
15053,2.31726,0.595745
15054,1.9376,1.2104
15055,1.5,1.79196
15056,1.5,2.16312
15057,1.5,2.31678
15058,1.5,2.31442
15059,1.5,2.16076
15060,1.5,1.9078
15061,1.5,1.47045
15062,1.90033,0.910165
15063,2.41229,0.413712
15064,2.90485,0.0496454
15065,2.4985,0.0
15066,2.324,0.0
15067,2.7465,0.0
15068,2.5625,0.0
15069,2.442,0.0
15070,2.2455,0.0
15071,2.1675,0.0
15072,2.131,0.0
15073,2.1335,0.0
15074,2.1645,0.0
15075,2.3195,0.0
15076,2.38016,0.115839
15077,1.91876,0.813239
15078,1.5,1.73522
15079,1.5,2.61229
15080,1.5,3.2435
15081,1.5,3.57447
15082,1.5,3.61466
15083,1.5,3.40898
15084,1.5,2.93617
15085,1.5,2.22222
15086,1.5,1.34988
15087,2.25381,0.553191
15088,2.91826,0.0567376
15089,3.198,0.0
15090,2.9765,0.0
15091,2.019,0.0
15092,1.838,0.0
15093,1.7275,0.0
15094,1.5,0.0
15095,1.5,0.0
15096,1.5,0.0
15097,2.0549,0.0
15098,1.5,0.0
15099,2.3135,0.0
15100,2.42107,0.0969267
15101,2.0681,0.723404
15102,1.50031,1.52719
15103,1.5,2.28369
15104,1.5,2.84397
15105,1.5,3.12766
15106,1.5,3.13239
15107,1.5,2.91726
15108,1.5,2.47045
15109,1.5,1.82742
15110,1.6903,1.0922
15111,2.39596,0.451537
15112,2.96772,0.0472813
15113,3.2375,0.0
15114,2.355,0.0
15115,2.048,0.0
15116,1.886,0.0
15117,1.772,0.0
15118,1.5845,0.0
15119,2.18,0.0
15120,2.129,0.0
15121,2.1255,0.0
15122,2.174,0.0
15123,2.3305,0.0
15124,2.46435,0.0756501
15125,2.20412,0.593381
15126,1.7095,1.2695
15127,1.5,1.9409
15128,1.5,2.46809
15129,1.5,2.83215
15130,1.5,2.91253
15131,1.5,2.74941
15132,1.5,2.42553
15133,1.5,1.8487
15134,1.59598,1.10402
15135,2.32006,0.444444
15136,2.89381,0.0401891
15137,2.55098,0.0
15138,2.9075,0.0
15139,1.943,0.0
15140,1.752,0.0
15141,1.644,0.0
15142,2.1015,0.0
15143,2.0,0.0
15144,1.9775,0.0
15145,1.9665,0.0
15146,2.0245,0.0
15147,2.1985,0.0
15148,2.31648,0.104019
15149,1.78302,0.869976
15150,1.5,1.86998
15151,1.5,2.78487
15152,1.5,3.39007
15153,1.5,3.66667
15154,1.5,3.68322
15155,1.5,3.49645
15156,1.5,3.08038
15157,1.5,2.39007
15158,1.5,1.47281
15159,2.11062,0.593381
15160,2.85722,0.0472813
15161,2.4245,0.0
15162,2.2195,0.0
15163,1.9645,0.0
15164,1.8215,0.0
15165,1.708,0.0
15166,1.5135,0.0
15167,1.5,0.0
15168,1.90028,0.0
15169,2.0475,0.0
15170,1.5,0.0
15171,1.5,0.0
15172,2.07089,0.0851064
15173,1.56991,0.763593
15174,1.5,1.70449
15175,1.5,2.61702
15176,1.5,3.29314
15177,1.5,3.65012
15178,1.5,3.6974
15179,1.5,3.51064
15180,1.5,3.05437
15181,1.5,2.32624
15182,1.5,1.40189
15183,1.5,0.548463
15184,2.71045,0.0425532
15185,2.228,0.0
15186,2.072,0.0
15187,1.8655,0.0
15188,1.686,0.0
15189,1.5995,0.0
15190,1.5,0.0
15191,1.97726,0.0
15192,1.5,0.0
15193,1.5,0.0
15194,1.5,0.0
15195,1.5,0.0
15196,1.8593,0.0921986
15197,1.5,0.841608
15198,1.5,1.8156
15199,1.5,2.72104
15200,1.5,3.34279
15201,1.5,3.61702
15202,1.5,3.61702
15203,1.5,3.38061
15204,1.5,2.86288
15205,1.5,2.13002
15206,1.5,1.26241
15207,1.87187,0.484634
15208,2.59254,0.035461
15209,2.1475,0.0
15210,2.0265,0.0
15211,1.8475,0.0
15212,1.682,0.0
15213,1.545,0.0
15214,2.031,0.0
15215,1.5,0.0
15216,1.5,0.0
15217,1.5,0.0
15218,1.9875,0.0
15219,1.5,0.0
15220,2.31612,0.0803783
15221,1.85658,0.801418
15222,1.5,1.7896
15223,1.5,2.7234
15224,1.5,3.31915
15225,1.5,3.52955
15226,1.5,3.49645
15227,1.5,3.23641
15228,1.5,2.70686
15229,1.5,1.974
15230,2.20324,0.43026
15231,2.68113,0.0283688
15232,2.2475,0.0
15233,2.4235,0.0
15234,2.20833,0.0
15235,1.99317,0.0
15236,1.778,0.0
15237,1.5865,0.0
15238,1.59812,0.0
15239,1.5,0.0
15240,1.5,0.0
15241,2.0035,0.0
15242,1.5,1.63121
15243,1.5305,0.0
15244,2.36821,0.0732861
15245,2.13768,0.742317
15246,1.5,1.60402
15247,1.5,2.46572
15248,1.5,3.07565
15249,1.5,3.40662
15250,1.5,3.45154
15251,1.5,3.26005
15252,1.5,2.79905
15253,1.5,2.08983
15254,1.5,1.24586
15255,2.25637,0.484634
15256,2.95127,0.0307329
15257,2.4885,0.0
15258,2.4185,0.0
15259,1.9665,0.0
15260,1.7905,0.0
15261,1.6405,0.0
15262,1.5,0.0
15263,1.5,0.0
15264,2.002,0.0
15265,1.99,0.0
15266,2.0585,0.0
15267,1.5545,0.0
15268,2.38371,0.0732861
15269,1.88908,0.827423
15270,1.5,1.83452
15271,1.5,2.75177
15272,1.5,3.39007
15273,1.5,3.71868
15274,1.5,3.78487
15275,1.5,3.6052
15276,1.5,3.14421
15277,1.5,2.39243
15278,1.5,1.43262
15279,2.15436,0.536643
15280,2.90313,0.0283688
15281,2.4185,0.0
15282,2.2455,0.0
15283,1.9215,0.0
15284,1.7935,0.0
15285,1.674,0.0
15286,1.5,0.0
15287,1.89592,0.0
15288,1.9955,0.0
15289,1.5,0.0
15290,1.5,0.0
15291,1.514,0.0
15292,2.37094,0.0685579
15293,1.79798,0.86052
15294,1.5,1.93853
15295,1.5,2.91017
15296,1.5,3.5792
15297,1.5,3.92908
15298,1.5,4.01182
15299,1.5,3.8227
15300,1.5,3.32861
15301,1.5,2.53901
15302,1.5,1.50827
15303,2.22304,0.548463
15304,2.9895,0.0260047
15305,2.4745,0.0
15306,2.256,0.0
15307,1.979,0.0
15308,1.836,0.0
15309,1.722,0.0
15310,1.5025,0.0
15311,1.60345,0.0
15312,1.5,0.0
15313,2.06,0.0
15314,1.5,0.0
15315,1.567,0.0
15316,2.40917,0.0638298
15317,1.84857,0.853428
15318,1.5,1.93144
15319,1.5,2.90307
15320,1.5,3.5792
15321,1.5,3.93617
15322,1.5,4.01418
15323,1.5,3.81797
15324,1.5,3.31915
15325,1.5,2.52955
15326,1.5,1.49409
15327,2.25922,0.534279
15328,3.00022,0.0212766
15329,2.4775,0.0
15330,2.25,0.0
15331,1.9885,0.0
15332,1.8645,0.0
15333,1.751,0.0
15334,1.528,0.0
15335,1.66532,0.0
15336,1.5,0.0
15337,2.0535,0.0
15338,1.5,0.0
15339,1.5,0.0
15340,2.17526,0.0567376
15341,1.64008,0.827423
15342,1.5,1.89835
15343,1.5,2.87234
15344,1.5,3.5461
15345,1.5,3.89835
15346,1.5,3.96454
15347,1.5,3.75177
15348,1.5,3.23641
15349,1.5,2.43972
15350,1.5,1.41608
15351,1.5,0.489362
15352,2.90209,0.0189125
15353,2.3295,0.0
15354,2.166,0.0
15355,1.9415,0.0
15356,1.775,0.0
15357,1.7025,0.0
15358,1.5,0.0
15359,1.5,0.0
15360,1.5,0.0
15361,1.5,0.0
15362,1.9965,0.0
15363,1.81745,0.0
15364,1.98372,0.0472813
15365,1.5,0.716312
15366,1.5,1.65721
15367,1.5,2.56028
15368,1.5,3.19622
15369,1.5,3.44444
15370,1.5,3.40426
15371,1.5,3.10638
15372,1.5,2.54137
15373,1.5,1.82979
15374,1.5,1.02128
15375,2.14385,0.345154
15376,2.74068,0.0118203
15377,2.1855,0.0
15378,2.063,0.0
15379,1.8445,0.0
15380,1.664,0.0
15381,1.538,0.0
15382,1.5,0.0
15383,1.956,0.0
15384,1.9285,0.0
15385,1.51236,0.0
15386,1.5,0.0
15387,1.5,0.0
15388,2.41481,0.0401891
15389,2.02515,0.680851
15390,1.5,1.61229
15391,1.5,2.51773
15392,1.5,3.16548
15393,1.5,3.51537
15394,1.5,3.58865
15395,1.5,3.36879
15396,1.5,2.86525
15397,1.5,2.11111
15398,1.6061,1.1844
15399,2.46347,0.399527
15400,3.07068,0.0118203
15401,2.5105,0.0
15402,3.0365,0.0
15403,2.037,0.0
15404,2.563,0.0
15405,1.714,0.0
15406,1.524,0.0
15407,1.5,0.0
15408,1.5,0.0
15409,2.0645,0.0
15410,2.1155,0.0
15411,2.29,0.0
15412,2.46367,0.0378251
15413,1.97918,0.742317
15414,1.5,1.77541
15415,1.5,2.73759
15416,1.5,3.40189
15417,1.5,3.73522
15418,1.5,3.76359
15419,1.5,3.50827
15420,1.5,2.95508
15421,1.5,2.16548
15422,1.59591,1.22459
15423,2.46352,0.408983
15424,3.07668,0.0118203
15425,2.473,0.0
15426,2.253,0.0
15427,1.9775,0.0
15428,1.7765,0.0
15429,1.6755,0.0
15430,1.5,0.0
15431,1.68038,0.0
15432,1.5,0.0
15433,2.02,0.0
15434,1.5,0.0
15435,2.2525,0.0
15436,2.41877,0.0307329
15437,1.97842,0.685579
15438,1.5,1.65957
15439,1.5,2.56974
15440,1.5,3.22222
15441,1.5,3.56738
15442,1.5,3.61702
15443,1.5,3.38771
15444,1.5,2.86998
15445,1.5,2.10875
15446,1.5,1.19858
15447,2.35774,0.404255
15448,3.00804,0.00945626
15449,2.4165,0.0
15450,2.236,0.0
15451,2.72917,0.0
15452,2.53533,0.0
15453,1.6545,0.0
15454,1.5,0.0
15455,1.5,0.0
15456,1.5,0.0
15457,1.5,0.0
15458,1.52554,0.0
15459,2.3025,0.0
15460,2.4805,0.0260047
15461,2.1162,0.638298
15462,1.5,1.56265
15463,1.5,2.43262
15464,1.5,3.07092
15465,1.5,3.43735
15466,1.5,3.51773
15467,1.5,3.34515
15468,1.5,2.90544
15469,1.5,2.16312
15470,1.5,1.22695
15471,2.38888,0.406619
15472,3.07091,0.0070922
15473,2.483,0.0
15474,2.282,0.0
15475,1.999,0.0
15476,2.524,0.0
15477,1.7385,0.0
15478,1.5,0.0
15479,1.5,0.0
15480,1.98164,0.0
15481,2.079,0.0
15482,2.131,0.0
15483,2.295,0.0
15484,2.52622,0.0212766
15485,2.16394,0.58156
15486,1.5,1.4539
15487,1.5,2.32388
15488,1.5,2.94563
15489,1.5,3.21513
15490,1.5,3.20567
15491,1.5,2.87943
15492,1.5,2.24113
15493,1.5,1.52246
15494,1.92581,0.79669
15495,2.51396,0.234043
15496,2.96327,0.00472813
15497,2.2905,0.0
15498,2.71647,0.0
15499,1.8565,0.0
15500,1.719,0.0
15501,1.5895,0.0
15502,1.5,0.0
15503,2.0125,0.0
15504,1.9745,0.0
15505,1.9995,0.0
15506,1.998,0.0
15507,2.1005,0.0
15508,2.08367,0.0638298
15509,1.652,0.730496
15510,1.5,1.79433
15511,1.5,2.72104
15512,1.5,3.32151
15513,1.5,3.62175
15514,1.5,3.62884
15515,1.5,3.42317
15516,1.5,2.97636
15517,1.5,2.30496
15518,1.5,1.37589
15519,1.5,0.423168
15520,2.81045,0.0165485
15521,2.1975,0.0
15522,2.029,0.0
15523,1.846,0.0
15524,1.74,0.0
15525,1.5815,0.0
15526,2.082,0.0
15527,2.017,0.0
15528,1.5,0.0
15529,1.5,0.0
15530,1.5,0.0
15531,1.997,0.0
15532,1.98045,0.0165485
15533,1.53379,0.631206
15534,1.5,1.61939
15535,1.5,2.56738
15536,1.5,3.27187
15537,1.5,3.64303
15538,1.5,3.6974
15539,1.5,3.49173
15540,1.5,2.99527
15541,1.5,2.20095
15542,1.5,1.2104
15543,2.05943,0.364066
15544,2.73827,0.00472813
15545,2.1365,0.0
15546,2.022,0.0
15547,1.8415,0.0
15548,1.69,0.0
15549,1.588,0.0
15550,1.5,0.0
15551,1.5,0.0
15552,1.5,0.0
15553,1.5,0.0
15554,1.70072,0.0
15555,1.504,0.0
15556,2.44054,0.00945626
15557,2.33939,0.35461
15558,2.04985,0.832151
15559,1.68149,1.29551
15560,1.5,1.61229
15561,1.5,1.71868
15562,1.5,1.71631
15563,1.5,1.5721
