,PV Park
6568,0.002364066193853428
6569,0.0
6570,0.0
6571,0.0
6572,0.0
6573,0.0
6574,0.0
6575,0.0
6576,0.0
6577,0.0
6578,0.0
6579,0.0
6580,0.03309692671394799
6581,0.607565011820331
6582,1.574468085106383
6583,2.347517730496454
6584,2.8439716312056738
6585,3.1347517730496453
6586,3.0638297872340425
6587,2.867612293144208
6588,2.6099290780141846
6589,2.016548463356974
6590,1.0283687943262412
6591,0.2789598108747045
6592,0.0
6593,0.0
6594,0.0
6595,0.0
6596,0.0
6597,0.0
6598,0.0
6599,0.0
6600,0.0
6601,0.0
6602,0.0
6603,0.0
6604,0.03546099290780142
6605,0.735224586288416
6606,1.8865248226950355
6607,2.8203309692671397
6608,3.5319148936170213
6609,3.851063829787234
6610,3.7423167848699763
6611,3.4397163120567376
6612,2.9905437352245863
6613,2.342789598108747
6614,1.3782505910165486
6615,0.30260047281323876
6616,0.0
6617,0.0
6618,0.0
6619,0.0
6620,0.0
6621,0.0
6622,0.0
6623,0.0
6624,0.0
6625,0.0
6626,0.0
6627,0.0
6628,0.04018912529550828
6629,0.6430260047281324
6630,1.7730496453900708
6631,2.7990543735224587
6632,3.562647754137116
6633,3.867612293144208
6634,3.8486997635933804
6635,3.5508274231678487
6636,3.078014184397163
6637,2.286052009456265
6638,1.2836879432624113
6639,0.26713947990543735
6640,0.0
6641,0.0
6642,0.0
6643,0.0
6644,0.0
6645,0.0
6646,0.0
6647,0.0
6648,0.0
6649,0.0
6650,0.0
6651,0.0
6652,0.037825059101654845
6653,0.6548463356973995
6654,1.7470449172576832
6655,2.7635933806146573
6656,3.4633569739952716
6657,3.8439716312056738
6658,3.9148936170212765
6659,3.541371158392435
6660,2.9598108747044916
6661,2.0
6662,0.9621749408983451
6663,0.1938534278959811
6664,0.0
6665,0.0
6666,0.0
6667,0.0
6668,0.0
6669,0.0
6670,0.0
6671,0.0
6672,0.0
6673,0.0
6674,0.0
6675,0.0
6676,0.026004728132387706
6677,0.6997635933806147
6678,1.9219858156028369
6679,2.9290780141843973
6680,3.5886524822695036
6681,3.9527186761229314
6682,3.940898345153664
6683,3.562647754137116
6684,2.9148936170212765
6685,2.0260047281323876
6686,0.9976359338061466
6687,0.19621749408983452
6688,0.0
6689,0.0
6690,0.0
6691,0.0
6692,0.0
6693,0.0
6694,0.0
6695,0.0
6696,0.0
6697,0.0
6698,0.0
6699,0.0
6700,0.02364066193853428
6701,0.5791962174940898
6702,1.5933806146572105
6703,2.442080378250591
6704,2.938534278959811
6705,3.0921985815602837
6706,2.8297872340425534
6707,2.3877068557919623
6708,1.6382978723404256
6709,0.91725768321513
6710,0.41371158392434987
6711,0.06855791962174941
6712,0.0
6713,0.0
6714,0.0
6715,0.0
6716,0.0
6717,0.0
6718,0.0
6719,0.0
6720,0.0
6721,0.0
6722,0.0
6723,0.0
6724,0.0070921985815602835
6725,0.32387706855791965
6726,1.0283687943262412
6727,1.66903073286052
6728,2.0709219858156027
6729,2.42080378250591
6730,2.508274231678487
6731,2.4539007092198584
6732,2.297872340425532
6733,1.7257683215130024
6734,0.9598108747044918
6735,0.17494089834515367
6736,0.0
6737,0.0
6738,0.0
6739,0.0
6740,0.0
6741,0.0
6742,0.0
6743,0.0
6744,0.0
6745,0.0
6746,0.0
6747,0.0
6748,0.014184397163120567
6749,0.4444444444444444
6750,1.4444444444444444
6751,2.408983451536643
6752,3.0685579196217496
6753,3.4397163120567376
6754,3.4562647754137115
6755,3.326241134751773
6756,2.8699763593380614
6757,2.1229314420803784
6758,1.1347517730496455
6759,0.17494089834515367
6760,0.0
6761,0.0
6762,0.0
6763,0.0
6764,0.0
6765,0.0
6766,0.0
6767,0.0
6768,0.0
6769,0.0
6770,0.0
6771,0.0
6772,0.01182033096926714
6773,0.3215130023640662
6774,0.7872340425531915
6775,1.0212765957446808
6776,0.9196217494089834
6777,0.8770685579196218
6778,0.7092198581560284
6779,0.5531914893617021
6780,0.6004728132387707
6781,0.5153664302600472
6782,0.3215130023640662
6783,0.0591016548463357
6784,0.0
6785,0.0
6786,0.0
6787,0.0
6788,0.0
6789,0.0
6790,0.0
6791,0.0
6792,0.0
6793,0.0
6794,0.0
6795,0.0
6796,0.002364066193853428
6797,0.16548463356973994
6798,0.5106382978723404
6799,1.1111111111111112
6800,1.4869976359338062
6801,1.9385342789598108
6802,2.037825059101655
6803,2.1560283687943262
6804,2.1536643026004727
6805,1.6146572104018913
6806,0.789598108747045
6807,0.12293144208037825
6808,0.0
6809,0.0
6810,0.0
6811,0.0
6812,0.0
6813,0.0
6814,0.0
6815,0.0
6816,0.0
6817,0.0
6818,0.0
6819,0.0
6820,0.014184397163120567
6821,0.43498817966903075
6822,1.41371158392435
6823,2.4562647754137115
6824,3.099290780141844
6825,3.4018912529550827
6826,3.352245862884161
6827,3.1796690307328603
6828,2.7588652482269502
6829,2.0472813238770686
6830,1.0614657210401892
6831,0.16784869976359337
6832,0.0
6833,0.0
6834,0.0
6835,0.0
6836,0.0
6837,0.0
6838,0.0
6839,0.0
6840,0.0
6841,0.0
6842,0.0
6843,0.0
6844,0.014184397163120567
6845,0.6784869976359338
6846,1.9148936170212767
6847,2.9739952718676124
6848,3.645390070921986
6849,3.9952718676122934
6850,4.066193853427896
6851,3.7612293144208038
6852,3.215130023640662
6853,2.404255319148936
6854,1.2789598108747045
6855,0.20567375886524822
6856,0.0
6857,0.0
6858,0.0
6859,0.0
6860,0.0
6861,0.0
6862,0.0
6863,0.0
6864,0.0
6865,0.0
6866,0.0
6867,0.0
6868,0.0070921985815602835
6869,0.41371158392434987
6870,1.2765957446808511
6871,1.9385342789598108
6872,2.437352245862884
6873,2.801418439716312
6874,2.9078014184397163
6875,2.75177304964539
6876,2.486997635933806
6877,1.8794326241134751
6878,0.9598108747044918
6879,0.1347517730496454
6880,0.0
6881,0.0
6882,0.0
6883,0.0
6884,0.0
6885,0.0
6886,0.0
6887,0.0
6888,0.0
6889,0.0
6890,0.0
6891,0.0
6892,0.009456264775413711
6893,0.4066193853427896
6894,1.2742316784869976
6895,1.988179669030733
6896,2.5059101654846336
6897,2.8226950354609928
6898,2.895981087470449
6899,2.7777777777777777
6900,2.382978723404255
6901,1.7115839243498818
6902,0.7919621749408984
6903,0.09219858156028368
6904,0.0
6905,0.0
6906,0.0
6907,0.0
6908,0.0
6909,0.0
6910,0.0
6911,0.0
6912,0.0
6913,0.0
6914,0.0
6915,0.0
6916,0.009456264775413711
6917,0.28132387706855794
6918,0.7375886524822695
6919,0.9881796690307328
6920,1.281323877068558
6921,1.2269503546099292
6922,1.3167848699763594
6923,1.4988179669030732
6924,1.281323877068558
6925,1.0070921985815602
6926,0.5295508274231678
6927,0.0591016548463357
6928,0.0
6929,0.0
6930,0.0
6931,0.0
6932,0.0
6933,0.0
6934,0.0
6935,0.0
6936,0.0
6937,0.0
6938,0.0
6939,0.0
6940,0.004728132387706856
6941,0.3735224586288416
6942,1.2387706855791962
6943,2.061465721040189
6944,2.5106382978723403
6945,2.652482269503546
6946,2.6595744680851063
6947,2.4231678486997636
6948,2.0520094562647753
6949,1.392434988179669
6950,0.6737588652482269
6951,0.08037825059101655
6952,0.0
6953,0.0
6954,0.0
6955,0.0
6956,0.0
6957,0.0
6958,0.0
6959,0.0
6960,0.0
6961,0.0
6962,0.0
6963,0.0
6964,0.002364066193853428
6965,0.2033096926713948
6966,0.5981087470449172
6967,1.066193853427896
6968,1.6052009456264775
6969,1.8581560283687943
6970,1.8817966903073287
6971,1.6855791962174942
6972,1.3806146572104019
6973,0.9030732860520094
6974,0.3971631205673759
6975,0.037825059101654845
6976,0.0
6977,0.0
6978,0.0
6979,0.0
6980,0.0
6981,0.0
6982,0.0
6983,0.0
6984,0.0
6985,0.0
6986,0.0
6987,0.0
6988,0.002364066193853428
6989,0.22695035460992907
6990,0.8723404255319149
6991,1.6950354609929077
6992,2.1773049645390072
6993,2.624113475177305
6994,2.7706855791962175
6995,2.5933806146572103
6996,2.189125295508274
6997,1.4609929078014185
6998,0.6430260047281324
6999,0.07092198581560284
7000,0.0
7001,0.0
7002,0.0
7003,0.0
7004,0.0
7005,0.0
7006,0.0
7007,0.0
7008,0.0
7009,0.0
7010,0.0
7011,0.0
7012,0.002364066193853428
7013,0.2458628841607565
7014,0.8747044917257684
7015,1.458628841607565
7016,1.8888888888888888
7017,2.226950354609929
7018,2.368794326241135
7019,2.2080378250591015
7020,1.9810874704491725
7021,1.4799054373522458
7022,0.6879432624113475
7023,0.06855791962174941
7024,0.0
7025,0.0
7026,0.0
7027,0.0
7028,0.0
7029,0.0
7030,0.0
7031,0.0
7032,0.0
7033,0.0
7034,0.0
7035,0.0
7036,0.0
7037,0.06382978723404255
7038,0.40189125295508277
7039,1.0236406619385343
7040,1.7257683215130024
7041,2.210401891252955
7042,2.0425531914893615
7043,1.4680851063829787
7044,0.9196217494089834
7045,0.49645390070921985
7046,0.22458628841607564
7047,0.016548463356973995
7048,0.0
7049,0.0
7050,0.0
7051,0.0
7052,0.0
7053,0.0
7054,0.0
7055,0.0
7056,0.0
7057,0.0
7058,0.0
7059,0.0
7060,0.0
7061,0.05200945626477541
7062,0.1938534278959811
7063,0.4302600472813239
7064,0.7304964539007093
7065,0.9929078014184397
7066,0.9148936170212766
7067,1.0520094562647755
7068,0.9314420803782506
7069,0.7044917257683215
7070,0.25059101654846333
7071,0.028368794326241134
7072,0.0
7073,0.0
7074,0.0
7075,0.0
7076,0.0
7077,0.0
7078,0.0
7079,0.0
7080,0.0
7081,0.0
7082,0.0
7083,0.0
7084,0.0
7085,0.0425531914893617
7086,0.19858156028368795
7087,0.5342789598108747
7088,0.7706855791962175
7089,0.8037825059101655
7090,0.75177304964539
7091,0.6382978723404256
7092,0.475177304964539
7093,0.3191489361702128
7094,0.12529550827423167
7095,0.014184397163120567
7096,0.0
7097,0.0
7098,0.0
7099,0.0
7100,0.0
7101,0.0
7102,0.0
7103,0.0
7104,0.0
7105,0.0
7106,0.0
7107,0.0
7108,0.0
7109,0.13711583924349882
7110,0.640661938534279
7111,1.1631205673758864
7112,1.508274231678487
7113,1.7375886524822695
7114,1.8250591016548463
7115,1.718676122931442
7116,1.491725768321513
7117,1.0260047281323876
7118,0.4657210401891253
7119,0.037825059101654845
7120,0.0
7121,0.0
7122,0.0
7123,0.0
7124,0.0
7125,0.0
7126,0.0
7127,0.0
7128,0.0
7129,0.0
7130,0.0
7131,0.0
7132,0.0
7133,0.002364066193853428
7134,0.3617021276595745
7135,1.5153664302600474
7136,2.5839243498817965
7137,3.307328605200946
7138,3.678486997635934
7139,3.7186761229314422
7140,3.4893617021276597
7141,3.0425531914893615
7142,2.186761229314421
7143,0.9858156028368794
7144,0.07092198581560284
7145,0.0
7146,0.0
7147,0.0
7148,0.0
7149,0.0
7150,0.0
7151,0.0
7152,0.0
7153,0.0
7154,0.0
7155,0.0
7156,0.002364066193853428
7157,0.46335697399527187
7158,1.7352245862884161
7159,2.7919621749408985
7160,3.4491725768321513
7161,3.8486997635933804
7162,3.8534278959810875
7163,3.5815602836879434
7164,2.962174940898345
7165,1.8888888888888888
7166,0.7021276595744681
7167,0.07092198581560284
7168,0.002364066193853428
7169,0.0
7170,0.0
7171,0.0
7172,0.0
7173,0.0
7174,0.0
7175,0.0
7176,0.0
7177,0.0
7178,0.0
7179,0.0
7180,0.0
7181,0.39243498817966904
7182,1.6501182033096926
7183,2.673758865248227
7184,3.2387706855791962
7185,3.591016548463357
7186,3.723404255319149
7187,3.3947990543735225
7188,2.940898345153664
7189,1.9408983451536643
7190,0.8463356973995272
7191,0.0591016548463357
7192,0.0
7193,0.0
7194,0.0
7195,0.0
7196,0.0
7197,0.0
7198,0.0
7199,0.0
7200,0.0
7201,0.0
7202,0.0
7203,0.0
7204,0.0
7205,0.27423167848699764
7206,1.1820330969267139
7207,2.016548463356974
7208,2.5508274231678487
7209,2.780141843971631
7210,2.768321513002364
7211,2.6950354609929077
7212,2.2813238770685578
7213,1.5933806146572105
7214,0.6761229314420804
7215,0.04018912529550828
7216,0.0
7217,0.0
7218,0.0
7219,0.0
7220,0.0
7221,0.0
7222,0.0
7223,0.0
7224,0.0
7225,0.0
7226,0.0
7227,0.0
7228,0.0
7229,0.2553191489361702
7230,1.0401891252955082
7231,1.8368794326241136
7232,2.326241134751773
7233,2.7163120567375887
7234,2.6950354609929077
7235,2.399527186761229
7236,1.9858156028368794
7237,1.3238770685579195
7238,0.5295508274231678
7239,0.030732860520094562
7240,0.0
7241,0.0
7242,0.0
7243,0.0
7244,0.0
7245,0.0
7246,0.0
7247,0.0
7248,0.0
7249,0.0
7250,0.0
7251,0.0
7252,0.0
7253,0.17966903073286053
7254,0.7375886524822695
7255,1.1914893617021276
7256,1.5484633569739952
7257,1.7044917257683214
7258,1.5650118203309693
7259,1.4373522458628842
7260,1.153664302600473
7261,0.6548463356973995
7262,0.19621749408983452
7263,0.009456264775413711
7264,0.0
7265,0.0
7266,0.0
7267,0.0
7268,0.0
7269,0.0
7270,0.0
7271,0.0
7272,0.0
7273,0.0
7274,0.0
7275,0.0
7276,0.0
7277,0.14657210401891252
7278,0.6666666666666666
7279,1.2647754137115839
7280,1.6382978723404256
7281,1.8534278959810875
7282,1.8699763593380614
7283,1.42080378250591
7284,0.9385342789598109
7285,0.5791962174940898
7286,0.2127659574468085
7287,0.009456264775413711
7288,0.0
7289,0.0
7290,0.0
7291,0.0
7292,0.0
7293,0.0
7294,0.0
7295,0.0
7296,0.0
7297,0.0
7298,0.0
7299,0.0
7300,0.0
7301,0.13947990543735225
7302,0.6619385342789598
7303,1.132387706855792
7304,1.541371158392435
7305,1.8557919621749408
7306,1.91725768321513
7307,1.7635933806146573
7308,1.3735224586288417
7309,0.8392434988179669
7310,0.29314420803782504
7311,0.009456264775413711
7312,0.0
7313,0.0
7314,0.0
7315,0.0
7316,0.0
7317,0.0
7318,0.0
7319,0.0
7320,0.0
7321,0.0
7322,0.0
7323,0.0
7324,0.0
7325,0.28132387706855794
7326,1.4562647754137117
7327,2.5153664302600474
7328,3.264775413711584
7329,3.7375886524822697
7330,3.8486997635933804
7331,3.6950354609929077
7332,3.144208037825059
7333,2.226950354609929
7334,0.8747044917257684
7335,0.030732860520094562
7336,0.0
7337,0.0
7338,0.0
7339,0.0
7340,0.0
7341,0.0
7342,0.0
7343,0.0
7344,0.0
7345,0.0
7346,0.0
7347,0.0
7348,0.0
7349,0.24113475177304963
7350,1.1843971631205674
7351,2.276595744680851
7352,2.9976359338061465
7353,3.434988179669031
7354,3.6288416075650116
7355,3.4184397163120566
7356,2.768321513002364
7357,1.8983451536643026
7358,0.7115839243498818
7359,0.026004728132387706
7360,0.0
7361,0.0
7362,0.0
7363,0.0
7364,0.0
7365,0.0
7366,0.0
7367,0.0
7368,0.0
7369,0.0
7370,0.0
7371,0.0
7372,0.0
7373,0.33569739952718675
7374,1.7257683215130024
7375,2.8865248226950353
7376,3.57919621749409
7377,3.9125295508274234
7378,3.9598108747044916
7379,3.7044917257683214
7380,3.1182033096926713
7381,2.1702127659574466
7382,0.817966903073286
7383,0.026004728132387706
7384,0.0
7385,0.0
7386,0.0
7387,0.0
7388,0.0
7389,0.0
7390,0.0
7391,0.0
7392,0.0
7393,0.0
7394,0.0
7395,0.0
7396,0.0
7397,0.3120567375886525
7398,1.6643026004728132
7399,2.8156028368794326
7400,3.5106382978723403
7401,3.855791962174941
7402,3.895981087470449
7403,3.647754137115839
7404,3.066193853427896
7405,2.1016548463356974
7406,0.7659574468085106
7407,0.02127659574468085
7408,0.0
7409,0.0
7410,0.0
7411,0.0
7412,0.0
7413,0.0
7414,0.0
7415,0.0
7416,0.0
7417,0.0
7418,0.0
7419,0.0
7420,0.0
7421,0.2789598108747045
7422,1.5484633569739952
7423,2.730496453900709
7424,3.458628841607565
7425,3.8297872340425534
7426,3.8770685579196216
7427,3.6288416075650116
7428,3.033096926713948
7429,2.0520094562647753
7430,0.7115839243498818
7431,0.016548463356973995
7432,0.0
7433,0.0
7434,0.0
7435,0.0
7436,0.0
7437,0.0
7438,0.0
7439,0.0
7440,0.0
7441,0.0
7442,0.0
7443,0.0
7444,0.0
7445,0.23167848699763594
7446,1.4444444444444444
7447,2.6359338061465722
7448,3.3711583924349884
7449,3.7044917257683214
7450,3.7588652482269502
7451,3.4893617021276597
7452,2.9148936170212765
7453,1.9408983451536643
7454,0.6477541371158393
7455,0.014184397163120567
7456,0.0
7457,0.0
7458,0.0
7459,0.0
7460,0.0
7461,0.0
7462,0.0
7463,0.0
7464,0.0
7465,0.0
7466,0.0
7467,0.0
7468,0.0
7469,0.20803782505910165
7470,1.3995271867612293
7471,2.600472813238771
7472,3.3286052009456264
7473,3.7210401891252953
7474,3.7825059101654848
7475,3.4846335697399526
7476,2.7706855791962175
7477,1.6595744680851063
7478,0.5460992907801419
7479,0.014184397163120567
7480,0.0
7481,0.0
7482,0.0
7483,0.0
7484,0.0
7485,0.0
7486,0.0
7487,0.0
7488,0.0
7489,0.0
7490,0.0
7491,0.0
7492,0.0
7493,0.23404255319148937
7494,1.508274231678487
7495,2.702127659574468
7496,3.4278959810874703
7497,3.789598108747045
7498,3.8463356973995273
7499,3.5981087470449173
7500,3.0189125295508275
7501,2.049645390070922
7502,0.6903073286052009
7503,0.014184397163120567
7504,0.0
7505,0.0
7506,0.0
7507,0.0
7508,0.0
7509,0.0
7510,0.0
7511,0.0
7512,0.0
7513,0.0
7514,0.0
7515,0.0
7516,0.0
7517,0.20803782505910165
7518,1.3475177304964538
7519,2.451536643026005
7520,3.0401891252955084
7521,3.382978723404255
7522,3.368794326241135
7523,3.037825059101655
7524,2.316784869976359
7525,1.4231678486997636
7526,0.49645390070921985
7527,0.014184397163120567
7528,0.0
7529,0.0
7530,0.0
7531,0.0
7532,0.0
7533,0.0
7534,0.0
7535,0.0
7536,0.0
7537,0.0
7538,0.0
7539,0.0
7540,0.0
7541,0.1938534278959811
7542,1.3522458628841607
7543,2.50354609929078
7544,3.2080378250591015
7545,3.5555555555555554
7546,3.6643026004728134
7547,3.399527186761229
7548,2.8439716312056738
7549,1.8959810874704492
7550,0.5957446808510638
7551,0.009456264775413711
7552,0.0
7553,0.0
7554,0.0
7555,0.0
7556,0.0
7557,0.0
7558,0.0
7559,0.0
7560,0.0
7561,0.0
7562,0.0
7563,0.0
7564,0.0
7565,0.16784869976359337
7566,1.3026004728132388
7567,2.475177304964539
7568,3.203309692671395
7569,3.5721040189125297
7570,3.617021276595745
7571,3.3735224586288415
7572,2.806146572104019
7573,1.8439716312056738
7574,0.5555555555555556
7575,0.0070921985815602835
7576,0.0
7577,0.0
7578,0.0
7579,0.0
7580,0.0
7581,0.0
7582,0.0
7583,0.0
7584,0.0
7585,0.0
7586,0.0
7587,0.0
7588,0.0
7589,0.1607565011820331
7590,1.2718676122931443
7591,2.465721040189125
7592,3.189125295508274
7593,3.557919621749409
7594,3.600472813238771
7595,3.3617021276595747
7596,2.7825059101654848
7597,1.8132387706855793
7598,0.524822695035461
7599,0.0070921985815602835
7600,0.0
7601,0.0
7602,0.0
7603,0.0
7604,0.0
7605,0.0
7606,0.0
7607,0.0
7608,0.0
7609,0.0
7610,0.0
7611,0.0
7612,0.0
7613,0.1347517730496454
7614,1.1229314420803782
7615,2.307328605200946
7616,3.028368794326241
7617,3.437352245862884
7618,3.5224586288416075
7619,3.25531914893617
7620,2.706855791962175
7621,1.7494089834515367
7622,0.49645390070921985
7623,0.004728132387706856
7624,0.0
7625,0.0
7626,0.0
7627,0.0
7628,0.0
7629,0.0
7630,0.0
7631,0.0
7632,0.0
7633,0.0
7634,0.0
7635,0.0
7636,0.0
7637,0.08274231678486997
7638,0.8014184397163121
7639,1.6973995271867612
7640,2.3451536643026003
7641,2.3569739952718676
7642,2.430260047281324
7643,2.541371158392435
7644,2.203309692671395
7645,1.364066193853428
7646,0.3664302600472813
7647,0.004728132387706856
7648,0.0
7649,0.0
7650,0.0
7651,0.0
7652,0.0
7653,0.0
7654,0.0
7655,0.0
7656,0.0
7657,0.0
7658,0.0
7659,0.0
7660,0.0
7661,0.09219858156028368
7662,0.789598108747045
7663,2.054373522458629
7664,2.8983451536643026
7665,3.4160756501182035
7666,3.534278959810875
7667,3.3404255319148937
7668,2.7635933806146573
7669,1.7612293144208038
7670,0.4799054373522459
7671,0.004728132387706856
7672,0.0
7673,0.0
7674,0.0
7675,0.0
7676,0.0
7677,0.0
7678,0.0
7679,0.0
7680,0.0
7681,0.0
7682,0.0
7683,0.0
7684,0.0
7685,0.11583924349881797
7686,1.1111111111111112
7687,2.342789598108747
7688,3.1087470449172576
7689,3.4893617021276597
7690,3.5106382978723403
7691,3.234042553191489
7692,2.640661938534279
7693,1.6713947990543736
7694,0.4397163120567376
7695,0.002364066193853428
7696,0.0
7697,0.0
7698,0.0
7699,0.0
7700,0.0
7701,0.0
7702,0.0
7703,0.0
7704,0.0
7705,0.0
7706,0.0
7707,0.0
7708,0.0
7709,0.09929078014184398
7710,0.9692671394799054
7711,2.1749408983451537
7712,3.0189125295508275
7713,3.4184397163120566
7714,3.430260047281324
7715,3.234042553191489
7716,2.657210401891253
7717,1.6524822695035462
7718,0.4326241134751773
7719,0.002364066193853428
7720,0.0
7721,0.0
7722,0.0
7723,0.0
7724,0.0
7725,0.0
7726,0.0
7727,0.0
7728,0.0
7729,0.0
7730,0.0
7731,0.0
7732,0.0
7733,0.09929078014184398
7734,1.0520094562647755
7735,2.3120567375886525
7736,3.115839243498818
7737,3.50354609929078
7738,3.557919621749409
7739,3.2907801418439715
7740,2.6950354609929077
7741,1.6808510638297873
7742,0.4326241134751773
7743,0.002364066193853428
7744,0.0
7745,0.0
7746,0.0
7747,0.0
7748,0.0
7749,0.0
7750,0.0
7751,0.0
7752,0.0
7753,0.0
7754,0.0
7755,0.0
7756,0.0
7757,0.06619385342789598
7758,0.8368794326241135
7759,1.9574468085106382
7760,2.7470449172576834
7761,3.1465721040189125
7762,3.1796690307328603
7763,2.9574468085106385
7764,2.425531914893617
7765,1.4869976359338062
7766,0.3640661938534279
7767,0.002364066193853428
7768,0.0
7769,0.0
7770,0.0
7771,0.0
7772,0.0
7773,0.0
7774,0.0
7775,0.0
7776,0.0
7777,0.0
7778,0.0
7779,0.0
7780,0.0
7781,0.06855791962174941
7782,0.6052009456264775
7783,1.2245862884160756
7784,1.458628841607565
7785,1.50354609929078
7786,1.5460992907801419
7787,1.2269503546099292
7788,1.0921985815602837
7789,0.706855791962175
7790,0.17494089834515367
7791,0.0
7792,0.0
7793,0.0
7794,0.0
7795,0.0
7796,0.0
7797,0.0
7798,0.0
7799,0.0
7800,0.0
7801,0.0
7802,0.0
7803,0.0
7804,0.0
7805,0.0591016548463357
7806,0.7021276595744681
7807,1.5555555555555556
7808,2.016548463356974
7809,2.198581560283688
7810,2.049645390070922
7811,1.91725768321513
7812,1.6028368794326242
7813,0.8486997635933806
7814,0.14420803782505912
7815,0.0
7816,0.0
7817,0.0
7818,0.0
7819,0.0
7820,0.0
7821,0.0
7822,0.0
7823,0.0
7824,0.0
7825,0.0
7826,0.0
7827,0.0
7828,0.0
7829,0.018912529550827423
7830,0.32387706855791965
7831,0.9598108747044918
7832,1.557919621749409
7833,1.7919621749408983
7834,1.8794326241134751
7835,1.8321513002364067
7836,1.4444444444444444
7837,0.806146572104019
7838,0.20094562647754138
7839,0.002364066193853428
7840,0.0
7841,0.0
7842,0.0
7843,0.0
7844,0.0
7845,0.0
7846,0.0
7847,0.0
7848,0.0
7849,0.0
7850,0.0
7851,0.0
7852,0.0
7853,0.04018912529550828
7854,0.491725768321513
7855,1.309692671394799
7856,1.8865248226950355
7857,2.347517730496454
7858,2.397163120567376
7859,2.189125295508274
7860,1.50354609929078
7861,0.8321513002364066
7862,0.1607565011820331
7863,0.0
7864,0.0
7865,0.0
7866,0.0
7867,0.0
7868,0.0
7869,0.0
7870,0.0
7871,0.0
7872,0.0
7873,0.0
7874,0.0
7875,0.0
7876,0.0
7877,0.03546099290780142
7878,0.4515366430260047
7879,1.0283687943262412
7880,1.591016548463357
7881,1.8581560283687943
7882,1.6784869976359338
7883,1.3971631205673758
7884,0.7801418439716312
7885,0.3404255319148936
7886,0.04728132387706856
7887,0.0
7888,0.0
7889,0.0
7890,0.0
7891,0.0
7892,0.0
7893,0.0
7894,0.0
7895,0.0
7896,0.0
7897,0.0
7898,0.0
7899,0.0
7900,0.0
7901,0.04728132387706856
7902,0.7446808510638298
7903,1.574468085106383
7904,2.0969267139479904
7905,2.2411347517730498
7906,1.933806146572104
7907,1.529550827423168
7908,1.160756501182033
7909,0.5390070921985816
7910,0.08747044917257683
7911,0.0
7912,0.0
7913,0.0
7914,0.0
7915,0.0
7916,0.0
7917,0.0
7918,0.0
7919,0.0
7920,0.0
7921,0.0
7922,0.0
7923,0.0
7924,0.0
7925,0.01182033096926714
7926,0.28132387706855794
7927,0.6052009456264775
7928,0.7919621749408984
7929,1.1205673758865249
7930,0.7399527186761229
7931,0.8605200945626478
7932,0.7777777777777778
7933,0.5981087470449172
7934,0.15130023640661938
7935,0.0
7936,0.0
7937,0.0
7938,0.0
7939,0.0
7940,0.0
7941,0.0
7942,0.0
7943,0.0
7944,0.0
7945,0.0
7946,0.0
7947,0.0
7948,0.0
7949,0.03309692671394799
7950,0.32387706855791965
7951,0.723404255319149
7952,1.1891252955082743
7953,1.9905437352245863
7954,2.16548463356974
7955,2.347517730496454
7956,2.00709219858156
7957,1.2553191489361701
7958,0.2789598108747045
7959,0.0
7960,0.0
7961,0.0
7962,0.0
7963,0.0
7964,0.0
7965,0.0
7966,0.0
7967,0.0
7968,0.0
7969,0.0
7970,0.0
7971,0.0
7972,0.0
7973,0.03546099290780142
7974,0.6572104018912529
7975,1.7328605200945626
7976,2.451536643026005
7977,2.683215130023641
7978,2.8037825059101653
7979,2.380614657210402
7980,1.8274231678486998
7981,1.0212765957446808
7982,0.19858156028368795
7983,0.0
7984,0.0
7985,0.0
7986,0.0
7987,0.0
7988,0.0
7989,0.0
7990,0.0
7991,0.0
7992,0.0
7993,0.0
7994,0.0
7995,0.0
7996,0.0
7997,0.04964539007092199
7998,0.8156028368794326
7999,2.15839243498818
8000,2.9598108747044916
8001,3.3664302600472813
8002,3.4231678486997636
8003,3.2813238770685578
8004,2.7044917257683214
8005,1.6619385342789599
8006,0.37115839243498816
8007,0.0
8008,0.0
8009,0.0
8010,0.0
8011,0.0
8012,0.0
8013,0.0
8014,0.0
8015,0.0
8016,0.0
8017,0.0
8018,0.0
8019,0.0
8020,0.0
8021,0.030732860520094562
8022,0.6666666666666666
8023,1.6950354609929077
8024,2.4397163120567376
8025,3.0638297872340425
8026,3.0921985815602837
8027,2.7706855791962175
8028,2.1843971631205674
8029,1.2222222222222223
8030,0.2789598108747045
8031,0.002364066193853428
8032,0.0
8033,0.0
8034,0.0
8035,0.0
8036,0.0
8037,0.0
8038,0.0
8039,0.0
8040,0.0
8041,0.0
8042,0.0
8043,0.0
8044,0.0
8045,0.026004728132387706
8046,0.5673758865248227
8047,1.7328605200945626
8048,2.692671394799054
8049,3.144208037825059
8050,3.307328605200946
8051,3.059101654846336
8052,2.5271867612293146
8053,1.4491725768321513
8054,0.34515366430260047
8055,0.002364066193853428
8056,0.0
8057,0.0
8058,0.0
8059,0.0
8060,0.0
8061,0.0
8062,0.0
8063,0.0
8064,0.0
8065,0.0
8066,0.0
8067,0.0
8068,0.0
8069,0.028368794326241134
8070,0.7139479905437353
8071,1.988179669030733
8072,2.839243498817967
8073,3.203309692671395
8074,3.314420803782506
8075,3.0874704491725766
8076,2.49645390070922
8077,1.458628841607565
8078,0.31678486997635935
8079,0.0
8080,0.0
8081,0.0
8082,0.0
8083,0.0
8084,0.0
8085,0.0
8086,0.0
