,Line
9666,-2.85388
9667,-2.74866
9668,-2.54654
9669,-2.28863
9670,-1.99189
9671,-2.4563
9672,-2.44102
9673,-2.36878
9674,-2.32215
9675,-2.18869
9676,-3.1153
9677,-2.81237
9678,-1.5
9679,-3.5093
9680,-3.55566
9681,-1.5
9682,-1.5
9683,-1.5
9684,-1.5
9685,-1.99328
9686,-2.16224
9687,-3.06856
9688,-3.8544
9689,-3.87379
9690,-3.66184
9691,-3.33106
9692,-3.0649
9693,-3.0735
9694,-2.76104
9695,-2.53896
9696,-2.52072
9697,-1.5
9698,-2.19305
9699,-1.74218
9700,-2.68893
9701,-3.09587
9702,-1.5
9703,-1.5
9704,-2.87593
9705,-1.5
9706,-1.5
9707,-1.5
9708,-1.5
9709,-1.5
9710,-2.18099
9711,-3.2327
9712,-3.0137
9713,-3.14297
9714,-3.11466
9715,-3.56677
9716,-3.24785
9717,-3.00602
9718,-2.68547
9719,-2.43529
9720,-2.41639
9721,-2.34157
9722,-2.28449
9723,-1.73467
9724,-2.555
9725,-2.58651
9726,-3.02704
9727,-3.36316
9728,-3.43638
9729,-2.15836
9730,-2.09754
9731,-2.13315
9732,-2.24705
9733,-2.65149
9734,-3.08796
9735,-3.27229
9736,-3.58784
9737,-3.68078
9738,-3.65194
9739,-3.42183
9740,-3.09523
9741,-2.8484
9742,-2.54282
9743,-2.29651
9744,-2.29442
9745,-2.21517
9746,-2.17761
9747,-2.22549
9748,-2.47165
9749,-2.78779
9750,-1.99711
9751,-1.5
9752,-1.5
9753,-1.5
9754,-1.5
9755,-1.5
9756,-1.5
9757,-3.04312
9758,-2.07378
9759,-2.31433
9760,-2.77105
9761,-2.81266
9762,-2.80536
9763,-2.6033
9764,-2.32178
9765,-2.81727
9766,-2.53762
9767,-2.31904
9768,-2.2828
9769,-2.21054
9770,-2.18275
9771,-2.21245
9772,-2.45329
9773,-2.79614
9774,-2.552
9775,-2.03433
9776,-1.5
9777,-1.5
9778,-2.97681
9779,-1.5
9780,-2.79188
9781,-3.11532
9782,-3.1246
9783,-3.15873
9784,-3.41508
9785,-3.51451
9786,-3.46095
9787,-3.21092
9788,-2.91352
9789,-2.74973
9790,-2.51008
9791,-2.28942
9792,-2.25931
9793,-2.17647
9794,-2.11788
9795,-2.13618
9796,-2.16264
9797,-1.80437
9798,-1.52409
9799,-1.79192
9800,-1.8028
9801,-1.66822
9802,-1.71596
9803,-1.98829
9804,-2.05988
9805,-2.44024
9806,-2.85778
9807,-2.92597
9808,-3.21183
9809,-3.33309
9810,-3.22531
9811,-3.02086
9812,-2.82386
9813,-2.65868
9814,-2.4392
9815,-2.24103
9816,-2.21155
9817,-2.09165
9818,-2.03848
9819,-2.04202
9820,-2.07694
9821,-2.10229
9822,-1.881
9823,-1.5
9824,-1.5
9825,-1.5
9826,-1.5
9827,-1.5
9828,-1.5
9829,-1.92067
9830,-1.96819
9831,-2.46979
9832,-2.71056
9833,-3.06725
9834,-3.05286
9835,-2.94523
9836,-2.7077
9837,-2.51044
9838,-2.27785
9839,-2.06616
9840,-2.05009
9841,-1.99264
9842,-1.9703
9843,-2.02007
9844,-2.26033
9845,-2.54437
9846,-2.18424
9847,-1.5
9848,-1.5
9849,-1.5
9850,-1.5
9851,-1.5
9852,-1.5
9853,-1.5
9854,-1.6117
9855,-2.43008
9856,-2.9939
9857,-3.04494
9858,-2.48884
9859,-2.33181
9860,-2.05834
9861,-1.85187
9862,-1.61948
9863,-2.12737
9864,-2.09156
9865,-2.0141
9866,-1.99458
9867,-2.05921
9868,-2.28717
9869,-2.51913
9870,-2.11596
9871,-1.5
9872,-1.5
9873,-1.5
9874,-1.5
9875,-1.5
9876,-1.5
9877,-1.5
9878,-1.95812
9879,-2.48234
9880,-2.42087
9881,-2.60111
9882,-2.59851
9883,-3.06175
9884,-2.7492
9885,-2.57375
9886,-2.31986
9887,-2.14177
9888,-2.12829
9889,-2.07538
9890,-2.059
9891,-2.11282
9892,-2.34752
9893,-2.64191
9894,-2.50285
9895,-2.08513
9896,-1.5
9897,-1.5
9898,-1.5
9899,-1.82508
9900,-2.33401
9901,-2.69182
9902,-2.79946
9903,-2.69852
9904,-3.14746
9905,-3.27927
9906,-3.29229
9907,-3.08129
9908,-2.77571
9909,-2.567
9910,-2.34441
9911,-2.15653
9912,-2.12005
9913,-2.0349
9914,-2.01613
9915,-2.08959
9916,-2.24581
9917,-2.13883
9918,-1.6778
9919,-1.5
9920,-1.5
9921,-1.64809
9922,-1.5
9923,-2.82755
9924,-2.89903
9925,-2.47747
9926,-2.61427
9927,-2.94375
9928,-3.2056
9929,-3.2978
9930,-3.27339
9931,-3.05053
9932,-2.80403
9933,-2.61844
9934,-2.38693
9935,-2.21545
9936,-2.16982
9937,-2.07294
9938,-2.06967
9939,-2.13165
9940,-2.3539
9941,-2.60312
9942,-2.0468
9943,-1.5
9944,-1.5
9945,-1.5
9946,-1.5
9947,-1.5
9948,-1.5
9949,-1.5
9950,-2.2853
9951,-2.71703
9952,-3.0728
9953,-2.7501
9954,-2.56615
9955,-2.36481
9956,-2.12509
9957,-1.94282
9958,-1.74638
9959,-2.27591
9960,-2.23224
9961,-2.1401
9962,-2.1008
9963,-2.11065
9964,-2.21574
9965,-2.23132
9966,-1.61701
9967,-1.5
9968,-1.5
9969,-1.5
9970,-1.5
9971,-1.5
9972,-1.5
9973,-1.5
9974,-2.01457
9975,-2.66851
9976,-3.06066
9977,-2.51556
9978,-2.42778
9979,-2.24136
9980,-2.00832
9981,-2.52231
9982,-2.31609
9983,-2.13302
9984,-2.11608
9985,-2.04499
9986,-1.99755
9987,-1.98978
9988,-2.05849
9989,-1.98037
9990,-1.5
9991,-1.5
9992,-1.5
9993,-1.5
9994,-1.5
9995,-1.5
9996,-1.5
9997,-1.5
9998,-1.5
9999,-1.82578
10000,-2.6954
10001,-2.31451
10002,-2.34699
10003,-2.27838
10004,-2.04309
10005,-1.81684
10006,-1.57828
10007,-1.5
10008,-2.05793
10009,-1.5
10010,-2.03693
10011,-1.5
10012,-1.6299
10013,-2.47208
10014,-1.5
10015,-1.5
10016,-1.5
10017,-1.5
10018,-1.5
10019,-1.5
10020,-1.5
10021,-1.5
10022,-1.53207
10023,-2.42695
10024,-3.08859
10025,-2.61677
10026,-2.61779
10027,-2.4379
10028,-2.10416
10029,-1.91026
10030,-1.65585
10031,-1.5
10032,-1.5
10033,-2.09126
10034,-1.5
10035,-2.12226
10036,-2.32597
10037,-2.49486
10038,-1.62515
10039,-1.5
10040,-1.5
10041,-1.5
10042,-1.5
10043,-1.5
10044,-1.5
10045,-1.5
10046,-1.5
10047,-2.33624
10048,-3.06282
10049,-2.6319
10050,-2.63033
10051,-2.42017
10052,-2.11393
10053,-1.95235
10054,-1.70486
10055,-1.5
10056,-1.5
10057,-1.59863
10058,-2.07417
10059,-2.12893
10060,-2.33917
10061,-2.60997
10062,-2.63381
10063,-2.55115
10064,-2.44898
10065,-2.23687
10066,-2.19277
10067,-2.06136
10068,-1.9847
10069,-2.31522
10070,-2.39589
10071,-2.72839
10072,-3.21105
10073,-3.43507
10074,-3.4246
10075,-3.2012
10076,-2.90754
10077,-2.72065
10078,-2.44916
10079,-2.24525
10080,-2.20708
10081,-2.15128
10082,-2.13906
10083,-2.19911
10084,-2.42362
10085,-2.5966
10086,-1.83909
10087,-1.5
10088,-1.5
10089,-1.5
10090,-1.5
10091,-1.5
10092,-1.5
10093,-1.5
10094,-1.5
10095,-2.29692
10096,-3.10098
10097,-3.36129
10098,-2.67353
10099,-2.78562
10100,-2.17556
10101,-1.99939
10102,-1.78336
10103,-1.58555
10104,-1.53962
10105,-1.5
10106,-2.12699
10107,-2.18346
10108,-2.38306
10109,-2.58168
10110,-2.10623
10111,-1.5
10112,-1.5
10113,-1.5
10114,-1.5
10115,-1.5
10116,-1.5
10117,-1.5
10118,-1.5
10119,-2.38744
10120,-3.05272
10121,-2.59369
10122,-3.27185
10123,-2.62116
10124,-2.1335
10125,-1.99757
10126,-1.76834
10127,-2.28663
10128,-2.22976
10129,-2.1607
10130,-2.11957
10131,-2.15233
10132,-2.23269
10133,-2.13236
10134,-1.5
10135,-1.5
10136,-1.5
10137,-1.5
10138,-1.5
10139,-1.5
10140,-1.5
10141,-1.5
10142,-1.5
10143,-2.15287
10144,-2.98649
10145,-3.26152
10146,-2.55333
10147,-2.34057
10148,-2.09527
10149,-1.92628
10150,-1.71583
10151,-1.54553
10152,-1.50132
10153,-1.5
10154,-1.5
10155,-1.81517
10156,-2.07431
10157,-1.94634
10158,-1.5
10159,-1.5
10160,-1.5
10161,-1.5
10162,-1.5
10163,-1.5
10164,-1.5
10165,-1.5
10166,-1.5
10167,-1.90916
10168,-2.66465
10169,-2.25634
10170,-2.30641
10171,-2.19506
10172,-1.99195
10173,-1.80391
10174,-1.57192
10175,-1.83859
10176,-1.5
10177,-1.97529
10178,-1.5
10179,-1.5
10180,-2.22437
10181,-2.43664
10182,-2.14342
10183,-1.70858
10184,-1.5
10185,-1.5
10186,-1.5
10187,-1.5
10188,-1.5
10189,-1.55906
10190,-2.08319
10191,-2.6124
10192,-2.30995
10193,-3.11025
10194,-3.1991
10195,-3.0372
10196,-2.73515
10197,-2.56781
10198,-2.32508
10199,-2.14421
10200,-2.11702
10201,-2.03552
10202,-2.00633
10203,-2.07807
10204,-2.26143
10205,-2.44561
10206,-1.86103
10207,-1.5
10208,-1.5
10209,-1.5
10210,-1.5
10211,-1.5
10212,-1.5
10213,-1.5
10214,-1.5
10215,-1.5
10216,-2.20907
10217,-2.52874
10218,-3.22315
10219,-2.38033
10220,-1.90382
10221,-1.9015
10222,-1.64737
10223,-1.5
10224,-1.74473
10225,-2.07096
10226,-2.03371
10227,-2.08168
10228,-2.291
10229,-2.33261
10230,-1.52077
10231,-1.5
10232,-1.5
10233,-1.5
10234,-1.5
10235,-1.5
10236,-1.5
10237,-1.5
10238,-1.52422
10239,-2.19991
10240,-2.30884
10241,-2.41677
10242,-1.94125
10243,-2.4125
10244,-2.51897
10245,-2.6245
10246,-1.69373
10247,-2.20995
10248,-2.19048
10249,-2.13018
10250,-2.1102
10251,-2.16912
10252,-2.34456
10253,-2.4133
10254,-1.5
10255,-1.5
10256,-1.5
10257,-1.5
10258,-1.5
10259,-1.5
10260,-1.5
10261,-1.69579
10262,-2.24187
10263,-1.96156
10264,-2.63653
10265,-2.04679
10266,-2.534
10267,-2.2305
10268,-1.9445
10269,-1.839
10270,-1.64924
10271,-2.15523
10272,-2.04161
10273,-2.048
10274,-2.09459
10275,-2.26898
10276,-2.56626
10277,-2.50958
10278,-1.56321
10279,-1.5
10280,-1.5
10281,-1.5
10282,-1.5
10283,-1.5
10284,-1.5
10285,-1.71883
10286,-1.64139
10287,-2.92492
10288,-3.41142
10289,-2.90694
10290,-2.48557
10291,-2.19276
10292,-2.70578
10293,-2.6995
10294,-2.47158
10295,-2.28039
10296,-2.24524
10297,-2.15233
10298,-2.11305
10299,-2.1526
10300,-2.24209
10301,-2.00009
10302,-1.5
10303,-1.5
10304,-1.5
10305,-1.5
10306,-1.97136
10307,-3.06895
10308,-4.05098
10309,-3.87175
10310,-3.45178
10311,-2.26758
10312,-2.63044
10313,-2.63044
10314,-2.63044
10315,-2.63044
10316,-2.63044
10317,-2.63044
10318,-2.39012
10319,-2.19857
10320,-2.14277
10321,-2.06739
10322,-2.03306
10323,-2.05232
10324,-2.07576
10325,-1.87822
10326,-1.5
10327,-1.5
10328,-1.5
10329,-1.5
10330,-1.5
10331,-1.5
10332,-1.5
10333,-1.5
10334,-1.5
10335,-1.5
10336,-1.91374
10337,-2.27144
10338,-2.30202
10339,-2.20139
10340,-1.9619
10341,-1.73667
10342,-1.5
10343,-1.5
10344,-1.5
10345,-1.87932
10346,-1.5
10347,-1.98367
10348,-2.18032
10349,-2.25686
10350,-1.57413
10351,-1.5
10352,-1.5
10353,-1.5
10354,-1.5
10355,-1.5
10356,-1.5
10357,-1.5
10358,-1.67859
10359,-1.73295
10360,-2.63142
10361,-3.19637
10362,-3.21084
10363,-2.37748
10364,-2.06543
10365,-2.56335
10366,-1.65452
10367,-1.5
10368,-2.13747
10369,-2.0994
10370,-2.08619
10371,-2.14438
10372,-2.33004
10373,-2.39507
10374,-1.75955
10375,-1.5
10376,-1.5
10377,-1.5
10378,-1.5
10379,-1.5
10380,-1.5
10381,-1.5
10382,-1.52722
10383,-2.4234
10384,-3.06928
10385,-3.39249
10386,-2.69064
10387,-2.4972
10388,-2.88117
10389,-2.01964
10390,-1.77411
10391,-1.58381
10392,-2.2248
10393,-2.17001
10394,-2.12702
10395,-2.18826
10396,-2.36665
10397,-2.60354
10398,-2.33405
10399,-1.94763
10400,-1.66934
10401,-1.5
10402,-1.53772
10403,-1.5
10404,-1.59839
10405,-2.02475
10406,-2.39394
10407,-2.69937
10408,-3.15292
10409,-3.45478
10410,-3.48142
10411,-3.30181
10412,-2.96574
10413,-2.75442
10414,-2.48392
10415,-2.27937
10416,-2.20198
10417,-2.14772
10418,-2.12603
10419,-2.19873
10420,-2.39536
10421,-2.49873
10422,-1.9302
10423,-1.52416
10424,-1.5
10425,-1.5
10426,-1.5
10427,-1.5
10428,-1.5
10429,-1.5
10430,-1.5
10431,-1.5145
10432,-2.33581
10433,-3.27892
10434,-3.44917
10435,-2.57292
10436,-2.28502
10437,-2.79244
10438,-2.48588
10439,-2.26526
10440,-2.25415
10441,-2.1818
10442,-2.2529
10443,-2.43912
10444,-3.07091
10445,-2.48074
10446,-1.64627
10447,-1.5
10448,-1.5
10449,-1.5
10450,-1.5
10451,-1.5
10452,-1.5
10453,-1.5
10454,-2.01251
10455,-2.84286
10456,-3.17841
10457,-2.2461
10458,-2.08412
10459,-2.52
10460,-2.251
10461,-2.0885
10462,-1.85482
10463,-2.1683
10464,-2.28994
10465,-2.20797
10466,-2.15036
10467,-2.19171
10468,-2.23819
10469,-2.24417
10470,-2.16932
10471,-2.04792
10472,-1.91029
10473,-1.88235
10474,-1.84186
10475,-2.00787
10476,-1.98224
10477,-2.27939
10478,-2.54995
10479,-2.76914
10480,-3.12811
10481,-3.37459
10482,-3.30036
10483,-3.10258
10484,-2.82677
10485,-2.61433
10486,-2.39512
10487,-2.2331
10488,-2.17282
10489,-2.11627
10490,-2.05944
10491,-2.04564
10492,-2.07011
10493,-2.05062
10494,-1.8597
10495,-1.67237
10496,-1.5
10497,-1.54217
10498,-1.78656
10499,-1.90869
10500,-1.92012
10501,-2.04251
10502,-2.26417
10503,-2.50145
10504,-2.82416
10505,-3.07896
10506,-3.07627
10507,-2.97425
10508,-2.79027
10509,-2.63252
10510,-2.41046
10511,-2.21815
10512,-2.15721
10513,-2.07185
10514,-1.99181
10515,-2.00409
10516,-2.02641
10517,-2.09995
10518,-2.20293
10519,-2.28878
10520,-2.19905
10521,-2.0012
10522,-1.87077
10523,-1.61314
10524,-1.5
10525,-1.73423
10526,-2.11045
10527,-2.43597
10528,-2.84778
10529,-3.14815
10530,-3.22221
10531,-3.10217
10532,-2.85743
10533,-2.67209
10534,-2.43884
10535,-2.23434
10536,-2.21385
10537,-2.15993
10538,-2.11903
10539,-2.18896
10540,-2.38556
10541,-2.69406
10542,-2.60778
10543,-2.20226
10544,-1.80729
10545,-1.58705
10546,-1.56943
10547,-1.80398
10548,-2.00214
10549,-2.33634
10550,-2.73201
10551,-3.14737
10552,-3.56138
10553,-3.84117
10554,-3.79664
10555,-3.56567
10556,-3.18607
10557,-2.96936
10558,-2.66888
10559,-2.45888
10560,-2.41936
10561,-2.34867
10562,-2.30463
10563,-2.35095
10564,-2.53319
10565,-2.72548
10566,-2.48404
10567,-2.05979
10568,-1.59333
10569,-1.524
10570,-1.74568
10571,-1.82246
10572,-1.87196
10573,-2.22509
10574,-2.68704
10575,-3.06939
10576,-3.46461
10577,-3.79185
10578,-3.75134
10579,-3.54198
10580,-3.19734
10581,-2.94328
10582,-2.65676
10583,-2.44009
10584,-2.42306
10585,-2.33184
10586,-2.33505
10587,-2.53794
10588,-2.91086
10589,-2.76434
10590,-2.33712
10591,-1.65774
10592,-1.5
10593,-1.5
10594,-1.5
10595,-1.55959
10596,-1.65491
10597,-2.04976
10598,-3.03618
10599,-3.3411
10600,-3.51045
10601,-3.58853
10602,-3.8582
10603,-3.629
10604,-3.3
10605,-3.06779
10606,-2.75408
10607,-2.5065
10608,-2.45166
10609,-2.33916
10610,-2.3703
10611,-2.5697
10612,-2.94007
10613,-3.02081
10614,-2.25701
10615,-2.13641
10616,-1.78525
10617,-1.5
10618,-1.5
10619,-1.7616
10620,-2.01269
10621,-2.46674
10622,-2.83682
10623,-3.29283
10624,-3.48595
10625,-3.52414
10626,-3.71432
10627,-3.50834
10628,-3.183
10629,-3.0635
10630,-2.73692
10631,-2.79935
10632,-2.44697
10633,-2.77527
10634,-2.73194
10635,-3.41541
10636,-3.23972
10637,-2.21482
10638,-1.5
10639,-1.5
10640,-1.5
10641,-1.5
10642,-1.5
10643,-1.5
10644,-1.5
10645,-1.5
10646,-1.5
10647,-1.90835
10648,-2.2164
10649,-2.7206
10650,-2.7215
10651,-2.5575
10652,-2.301
10653,-2.106
10654,-1.84004
10655,-2.14532
10656,-1.95464
10657,-2.12224
10658,-1.65481
10659,-2.0687
10660,-2.09813
10661,-2.64746
10662,-1.5
10663,-1.5
10664,-1.5
10665,-1.5
10666,-1.5
10667,-1.5
10668,-1.5
10669,-1.5
10670,-1.5
10671,-1.62623
10672,-2.11666
10673,-2.472
10674,-2.528
10675,-2.418
10676,-2.177
10677,-1.949
10678,-1.69253
10679,-1.5
10680,-1.5
10681,-2.09693
10682,-1.565
10683,-1.64466
10684,-2.84443
10685,-2.08655
10686,-1.5
10687,-1.5
10688,-1.5
10689,-1.5
10690,-1.5
10691,-1.5
10692,-1.5
10693,-1.5
10694,-1.56337
10695,-2.01001
10696,-2.16125
10697,-2.64298
10698,-2.6855
10699,-2.5255
10700,-2.221
10701,-2.0035
10702,-1.9743
10703,-1.57656
10704,-1.5484
10705,-2.16896
10706,-2.03174
10707,-2.68617
10708,-2.30453
10709,-2.32724
10710,-1.57073
10711,-1.5
10712,-1.5
10713,-1.5
10714,-1.5
10715,-1.5
10716,-1.5
10717,-1.5
10718,-1.5
10719,-2.00351
10720,-2.0854
10721,-2.5335
10722,-2.54729
10723,-2.3835
10724,-2.096
10725,-2.11407
10726,-1.62897
10727,-2.5432
10728,-2.10659
10729,-2.07111
10730,-1.99569
10731,-2.07
10732,-2.20322
10733,-2.32585
10734,-2.24592
10735,-2.2757
10736,-2.39929
10737,-2.10854
10738,-1.54982
10739,-1.5
10740,-1.5
10741,-1.5
10742,-2.0238
10743,-2.48576
10744,-2.8725
10745,-2.90391
10746,-3.229
10747,-3.065
10748,-2.7575
10749,-2.55
10750,-2.29851
10751,-3.12829
10752,-2.09409
10753,-2.5419
10754,-2.00657
10755,-2.04971
10756,-2.92139
10757,-2.64896
10758,-2.07524
10759,-1.93313
10760,-1.5
10761,-1.5
10762,-1.5
10763,-1.5
10764,-1.5
10765,-1.5
10766,-1.68099
10767,-2.27415
10768,-2.84072
10769,-2.62777
10770,-3.28583
10771,-2.446
10772,-2.847
10773,-2.69439
10774,-2.4902
10775,-2.28988
10776,-2.27175
10777,-2.19365
10778,-2.14558
10779,-2.1465
10780,-2.09287
10781,-2.27689
10782,-2.03037
10783,-1.5
10784,-1.55454
10785,-1.58539
10786,-1.5
10787,-1.5
10788,-1.5
10789,-1.5
10790,-1.75651
10791,-1.80847
10792,-2.54208
10793,-2.90749
10794,-3.0505
10795,-2.287
10796,-2.78905
10797,-2.672
10798,-2.45949
10799,-2.2719
10800,-2.90415
10801,-3.28118
10802,-2.11096
10803,-2.39655
10804,-2.59004
10805,-2.06691
10806,-1.5
10807,-1.5
10808,-1.5
10809,-1.5
10810,-1.5
10811,-1.5
10812,-1.5
10813,-1.5
10814,-1.5
10815,-2.10057
10816,-2.26385
10817,-2.13295
10818,-2.756
10819,-2.5875
10820,-3.0185
10821,-2.1285
10822,-1.90902
10823,-1.88259
10824,-1.65396
10825,-2.247
10826,-1.62628
10827,-1.5
10828,-1.5
10829,-1.5
10830,-1.5
10831,-1.5
10832,-1.5
10833,-1.5
10834,-1.56045
10835,-1.891
10836,-1.76043
10837,-2.42914
10838,-2.69265
10839,-2.905
10840,-2.349
10841,-3.3795
10842,-3.362
10843,-3.1079
10844,-2.83611
10845,-2.54395
10846,-2.31684
10847,-2.266
10848,-2.20887
10849,-2.17198
10850,-2.24189
10851,-3.24022
10852,-2.89738
10853,-2.26983
10854,-1.5
10855,-1.5
10856,-1.5
10857,-1.5
10858,-1.5
10859,-1.5
10860,-1.5
10861,-1.5
10862,-1.5
10863,-1.88811
10864,-2.27961
10865,-2.8715
10866,-2.81316
10867,-2.488
10868,-2.23215
10869,-1.93293
10870,-1.69329
10871,-2.53751
10872,-3.25868
10873,-2.21605
10874,-1.572
10875,-1.78823
10876,-2.75977
10877,-2.34367
10878,-1.70885
10879,-1.5
10880,-1.5
10881,-1.5
10882,-1.5
10883,-1.5
10884,-1.5
10885,-1.5
10886,-1.57329
10887,-1.66266
10888,-2.09168
10889,-2.731
10890,-2.6675
10891,-2.3735
10892,-2.27301
10893,-2.5611
10894,-2.32937
10895,-2.31269
10896,-2.23428
10897,-2.20996
10898,-2.25278
10899,-2.45972
10900,-2.7188
10901,-2.09074
10902,-1.5
10903,-1.5
10904,-1.5
10905,-1.5
10906,-1.5
10907,-1.5
10908,-1.5
10909,-1.5
10910,-1.5
10911,-1.78692
10912,-2.01625
10913,-2.577
10914,-2.5655
10915,-2.25202
10916,-2.0485
10917,-1.77338
10918,-1.58059
10919,-1.55956
10920,-1.5
10921,-1.83414
10922,-1.5
10923,-2.37787
10924,-2.60357
10925,-1.99079
10926,-1.5
10927,-1.5
10928,-1.5
10929,-1.5
10930,-1.5
10931,-1.5
10932,-1.5
10933,-1.5
10934,-1.5
10935,-1.5
10936,-1.88266
10937,-2.40421
10938,-1.90501
10939,-2.13382
10940,-1.91
10941,-1.70122
10942,-2.19063
10943,-1.94711
10944,-1.82741
10945,-1.65354
10946,-1.5
10947,-1.656
10948,-1.95417
10949,-1.5
10950,-1.5
10951,-1.5
10952,-1.5
10953,-1.5
10954,-1.5
10955,-1.5
10956,-1.5
10957,-1.5
10958,-1.5
10959,-1.78374
10960,-1.90086
10961,-2.37387
10962,-2.3325
10963,-2.0505
10964,-1.8913
10965,-1.66159
10966,-2.87572
10967,-1.86602
10968,-2.25356
10969,-2.00477
10970,-1.5
10971,-1.5
10972,-2.11152
10973,-1.5
10974,-2.17
10975,-2.3455
10976,-1.5
10977,-1.5
10978,-1.5
10979,-1.5
10980,-1.5
10981,-1.5
10982,-1.5
10983,-1.89245
10984,-1.91758
10985,-2.4032
10986,-2.335
10987,-2.08307
10988,-1.847
10989,-1.61727
10990,-2.10841
10991,-2.04111
10992,-1.50665
10993,-1.51233
10994,-1.85805
10995,-1.8822
10996,-1.83327
10997,-1.50304
10998,-1.5
10999,-1.5
11000,-1.5
11001,-2.6085
11002,-1.8765
11003,-1.5
11004,-1.5
11005,-1.5
11006,-1.5
11007,-1.5
11008,-2.28052
11009,-2.131
11010,-2.156
11011,-1.9345
11012,-2.14385
11013,-2.15606
11014,-1.90325
11015,-2.80686
11016,-1.76202
11017,-1.5
11018,-1.92053
11019,-1.5
11020,-1.5
11021,-1.61481
11022,-1.5
11023,-1.5
11024,-2.03284
11025,-1.5
11026,-1.5
11027,-1.5
11028,-1.5
11029,-1.5
11030,-1.5
11031,-1.919
11032,-1.81219
11033,-2.44304
11034,-2.42076
11035,-2.119
11036,-1.9045
11037,-1.66889
11038,-1.5
11039,-2.09807
11040,-1.5
11041,-1.88882
11042,-1.65695
11043,-1.5
11044,-1.92949
11045,-2.75913
11046,-1.5
11047,-1.95814
11048,-1.5
11049,-1.5
11050,-1.5
11051,-1.5
11052,-1.5
11053,-1.5
11054,-1.5
11055,-1.64423
11056,-1.9568
11057,-2.44364
11058,-2.392
11059,-2.0995
11060,-1.906
11061,-1.67649
11062,-1.5008
11063,-1.5
11064,-2.57542
11065,-2.0409
11066,-2.02235
11067,-1.5
11068,-1.5
11069,-2.00719
11070,-1.5
11071,-1.5
11072,-2.0777
11073,-1.5
11074,-1.5
11075,-1.5
11076,-1.5
11077,-1.5
11078,-1.5
11079,-1.55431
11080,-1.79878
11081,-2.36594
11082,-2.35443
11083,-2.04703
11084,-1.83636
11085,-1.61017
11086,-1.5
11087,-1.5
11088,-1.5
11089,-1.5
11090,-1.94548
11091,-1.51774
11092,-2.04732
11093,-1.69119
11094,-1.5
11095,-1.5
11096,-2.17524
11097,-1.5
11098,-2.111
11099,-2.04
11100,-1.5
11101,-1.5
11102,-1.5
11103,-1.96825
11104,-2.53929
11105,-2.31004
11106,-2.234
11107,-1.92034
11108,-1.736
11109,-1.5225
11110,-2.04682
11111,-1.99263
11112,-1.92441
11113,-1.941
11114,-1.998
11115,-1.5
11116,-1.66857
11117,-1.5
11118,-1.5
11119,-1.5
11120,-1.5
11121,-1.5
11122,-1.99376
11123,-2.72606
11124,-1.5
11125,-1.5
11126,-1.5
11127,-1.65885
11128,-1.66679
11129,-2.13179
11130,-2.133
11131,-1.8885
11132,-1.72507
11133,-2.21376
11134,-1.5
11135,-1.5
11136,-1.5
11137,-1.96647
11138,-1.99782
11139,-1.5
11140,-1.5
11141,-1.68155
11142,-1.95804
11143,-1.95876
11144,-2.14886
11145,-1.5
11146,-1.5
11147,-1.5
11148,-1.5
11149,-1.5
11150,-1.5
11151,-1.63382
11152,-1.67255
11153,-2.171
11154,-2.14508
11155,-1.8972
11156,-1.6715
11157,-1.72121
11158,-2.01304
11159,-2.30711
11160,-1.90407
11161,-1.7066
11162,-2.14765
11163,-1.5
11164,-1.5
11165,-1.5
11166,-1.5
11167,-1.5
11168,-1.89253
11169,-2.7415
11170,-2.53707
11171,-2.01316
11172,-1.75345
11173,-1.5
11174,-1.5
11175,-1.79756
11176,-2.47496
11177,-2.012
11178,-2.04688
11179,-2.525
11180,-1.6245
11181,-2.08141
11182,-2.80272
11183,-2.73525
11184,-1.8015
11185,-2.78943
11186,-1.85488
11187,-2.03614
11188,-2.22252
11189,-1.96503
11190,-1.5
11191,-1.5
11192,-1.5
11193,-1.5
11194,-1.5
11195,-1.5
11196,-1.5
11197,-1.5
11198,-1.5
11199,-1.56645
11200,-1.80516
11201,-2.3445
11202,-2.3456
11203,-2.02092
11204,-1.779
11205,-1.58156
11206,-1.96627
11207,-2.15156
11208,-2.67667
11209,-1.81282
11210,-2.01713
11211,-2.90067
11212,-1.5
11213,-1.5
11214,-1.5
11215,-1.5
11216,-2.23442
11217,-1.5
11218,-1.5
11219,-1.5
11220,-1.5
11221,-1.5
11222,-1.8465
11223,-1.5
11224,-1.71231
11225,-2.3675
11226,-2.38226
11227,-2.0675
11228,-1.816
11229,-1.59608
11230,-1.78496
11231,-1.97351
11232,-2.67753
11233,-1.98575
11234,-2.03537
11235,-2.17281
11236,-2.2284
11237,-1.62685
11238,-1.5
11239,-1.5
11240,-1.5
11241,-1.5
11242,-1.5
11243,-1.5
11244,-1.5
11245,-1.5
11246,-1.5
11247,-1.74434
11248,-1.83365
11249,-2.3025
11250,-2.27411
11251,-1.969
11252,-1.75772
11253,-1.53668
11254,-1.5
11255,-1.66146
11256,-1.5
11257,-1.93889
11258,-2.19041
11259,-2.93025
11260,-2.26828
11261,-2.13372
11262,-1.72271
11263,-1.5
11264,-1.5
11265,-1.5
11266,-1.5
11267,-1.5
11268,-1.5
11269,-1.5
11270,-1.67801
11271,-1.72333
11272,-1.93211
11273,-2.264
11274,-2.2695
11275,-2.29254
11276,-1.775
11277,-2.20933
11278,-2.03697
11279,-1.98312
