,Line
31599,-2.5468
31600,-3.34225
31601,-3.62833
31602,-2.98581
31603,-2.73505
31604,-2.58519
31605,-2.33527
31606,-2.77092
31607,-1.99736
31608,-2.61261
31609,-2.57322
31610,-2.57397
31611,-2.58865
31612,-2.57088
31613,-2.09667
31614,-1.5
31615,-1.5
31616,-1.5
31617,-1.5
31618,-1.5
31619,-1.5
31620,-1.5
31621,-1.5
31622,-1.5
31623,-2.40248
31624,-3.24136
31625,-3.53983
31626,-2.94676
31627,-3.05702
31628,-2.49151
31629,-2.27097
31630,-2.11594
31631,-2.02686
31632,-1.91796
31633,-2.52375
31634,-2.53387
31635,-2.49432
31636,-2.30487
31637,-1.65776
31638,-1.5
31639,-1.5
31640,-1.5
31641,-1.5
31642,-1.5
31643,-1.5
31644,-1.5
31645,-1.5
31646,-1.5
31647,-2.01207
31648,-2.94951
31649,-3.30512
31650,-2.74936
31651,-3.2396
31652,-2.30942
31653,-2.85541
31654,-1.99487
31655,-1.88444
31656,-1.94809
31657,-1.74756
31658,-1.75647
31659,-2.34222
31660,-2.13238
31661,-1.5
31662,-1.5
31663,-1.5
31664,-1.5
31665,-1.5
31666,-1.5
31667,-1.5
31668,-1.5
31669,-1.5
31670,-1.5
31671,-1.87087
31672,-2.76144
31673,-3.12064
31674,-2.58384
31675,-2.4451
31676,-2.24126
31677,-2.7335
31678,-1.8725
31679,-1.762
31680,-1.76254
31681,-1.6865
31682,-1.6815
31683,-2.40414
31684,-2.37164
31685,-1.82858
31686,-1.5
31687,-1.5
31688,-1.5
31689,-1.5
31690,-1.5
31691,-1.5
31692,-1.5
31693,-1.5
31694,-1.5
31695,-2.15138
31696,-3.07372
31697,-3.37841
31698,-3.562
31699,-2.69847
31700,-2.4175
31701,-2.2085
31702,-2.7055
31703,-1.8995
31704,-1.809
31705,-1.754
31706,-2.438
31707,-2.48164
31708,-2.36441
31709,-1.8734
31710,-1.5
31711,-1.5
31712,-1.5
31713,-1.5
31714,-1.5
31715,-1.5
31716,-1.5
31717,-1.5
31718,-1.78697
31719,-2.6043
31720,-3.20773
31721,-3.39377
31722,-2.776
31723,-2.599
31724,-2.406
31725,-2.17659
31726,-1.99379
31727,-1.8532
31728,-1.75051
31729,-1.68731
31730,-1.67349
31731,-2.31492
31732,-2.14032
31733,-1.50434
31734,-1.5
31735,-1.5
31736,-1.5
31737,-1.5
31738,-1.5
31739,-1.5
31740,-1.5
31741,-1.5
31742,-1.5
31743,-2.04575
31744,-2.62242
31745,-2.97473
31746,-3.03903
31747,-2.31807
31748,-2.19037
31749,-2.02278
31750,-1.8639
31751,-1.76085
31752,-2.37161
31753,-1.64112
31754,-1.64205
31755,-2.34711
31756,-2.2743
31757,-1.94679
31758,-1.5
31759,-1.5
31760,-1.5
31761,-1.5
31762,-1.5
31763,-1.5
31764,-1.5
31765,-1.5
31766,-1.96388
31767,-2.6763
31768,-3.11755
31769,-3.3885
31770,-2.73833
31771,-2.51125
31772,-2.32881
31773,-2.13068
31774,-1.96164
31775,-1.85365
31776,-1.77369
31777,-1.72199
31778,-2.3998
31779,-2.43019
31780,-2.36962
31781,-1.93208
31782,-1.5
31783,-1.5
31784,-1.5
31785,-1.5
31786,-1.5
31787,-1.5
31788,-1.5
31789,-1.5
31790,-1.5805
31791,-2.43663
31792,-3.17652
31793,-3.52542
31794,-2.85313
31795,-2.59641
31796,-2.38847
31797,-2.18998
31798,-2.35626
31799,-1.89626
31800,-2.49003
31801,-2.42518
31802,-2.41338
31803,-2.42238
31804,-2.31454
31805,-1.7695
31806,-1.5
31807,-1.5
31808,-1.5
31809,-1.5
31810,-1.5
31811,-1.5
31812,-1.5
31813,-1.5
31814,-1.5
31815,-2.41749
31816,-3.12387
31817,-3.43579
31818,-3.23402
31819,-3.2921
31820,-2.41847
31821,-2.2291
31822,-2.74654
31823,-1.92363
31824,-1.80778
31825,-1.75084
31826,-2.41198
31827,-2.34356
31828,-2.15375
31829,-1.52985
31830,-1.5
31831,-1.5
31832,-1.5
31833,-1.5
31834,-1.5
31835,-1.5
31836,-1.5
31837,-1.5
31838,-1.5
31839,-2.12187
31840,-2.88719
31841,-3.25256
31842,-2.70751
31843,-2.54333
31844,-2.40407
31845,-2.2249
31846,-2.06426
31847,-1.93314
31848,-2.54092
31849,-1.79137
31850,-1.76772
31851,-1.74685
31852,-2.51045
31853,-2.09528
31854,-1.5
31855,-1.5
31856,-1.5
31857,-1.5
31858,-1.5
31859,-1.5
31860,-1.5
31861,-1.5
31862,-1.66326
31863,-2.6188
31864,-3.30642
31865,-3.63242
31866,-2.95933
31867,-2.68468
31868,-2.51278
31869,-2.29726
31870,-2.10302
31871,-2.03434
31872,-1.96667
31873,-2.60271
31874,-2.60045
31875,-2.6456
31876,-2.62111
31877,-2.08636
31878,-1.5
31879,-1.5
31880,-1.5
31881,-1.5
31882,-1.5
31883,-1.5
31884,-1.5
31885,-1.5
31886,-1.5
31887,-2.52395
31888,-3.32349
31889,-3.65139
31890,-3.49754
31891,-2.67104
31892,-2.53268
31893,-2.34527
31894,-2.11465
31895,-1.98252
31896,-1.91646
31897,-2.56229
31898,-2.57268
31899,-2.6211
31900,-2.58101
31901,-2.08945
31902,-1.5
31903,-1.5
31904,-1.5
31905,-1.5
31906,-1.5
31907,-1.5
31908,-1.5
31909,-1.5
31910,-1.5
31911,-2.467
31912,-3.27078
31913,-3.43119
31914,-2.90179
31915,-2.69672
31916,-2.53297
31917,-2.28028
31918,-2.1673
31919,-2.02699
31920,-2.62882
31921,-2.5654
31922,-2.55541
31923,-2.63258
31924,-2.61399
31925,-2.13959
31926,-1.5
31927,-1.5
31928,-1.5
31929,-1.5
31930,-1.5
31931,-1.5
31932,-1.5
31933,-1.5
31934,-1.5
31935,-2.53771
31936,-3.3428
31937,-3.48461
31938,-2.9329
31939,-2.70551
31940,-2.55368
31941,-2.34493
31942,-2.14128
31943,-2.06118
31944,-2.65473
31945,-2.6106
31946,-2.5994
31947,-2.67566
31948,-2.62642
31949,-2.22872
31950,-1.5
31951,-1.5
31952,-1.5
31953,-1.5
31954,-1.5
31955,-1.5
31956,-1.5
31957,-1.5
31958,-1.77076
31959,-2.7434
31960,-3.44034
31961,-3.04329
31962,-2.98203
31963,-2.73358
31964,-3.13765
31965,-2.33875
31966,-2.23969
31967,-2.77273
31968,-2.71579
31969,-2.63456
31970,-2.61076
31971,-2.64725
31972,-2.50887
31973,-1.96594
31974,-1.5
31975,-1.5
31976,-1.5
31977,-1.5
31978,-1.5
31979,-1.5
31980,-1.5
31981,-1.5
31982,-1.91352
31983,-2.74818
31984,-3.28334
31985,-3.39082
31986,-2.80193
31987,-2.63191
31988,-2.46644
31989,-2.32786
31990,-2.17346
31991,-2.7269
31992,-2.63389
31993,-2.53862
31994,-2.54634
31995,-2.51069
31996,-2.2974
31997,-1.74095
31998,-1.5
31999,-1.5
32000,-1.5
32001,-1.5
32002,-1.5
32003,-1.5
32004,-1.5
32005,-1.5
32006,-1.51231
32007,-2.4328
32008,-3.01014
32009,-2.63994
32010,-3.32822
32011,-2.60799
32012,-2.48517
32013,-2.22169
32014,-2.08904
32015,-1.95148
32016,-2.54983
32017,-2.50924
32018,-2.55817
32019,-2.64461
32020,-2.64312
32021,-2.41937
32022,-1.89618
32023,-1.5
32024,-1.5
32025,-1.5
32026,-1.5
32027,-1.50125
32028,-1.5
32029,-1.75511
32030,-2.2563
32031,-2.79567
32032,-3.10336
32033,-3.0049
32034,-3.31896
32035,-3.09832
32036,-2.88187
32037,-2.69997
32038,-2.56982
32039,-2.43052
32040,-2.33689
32041,-2.32076
32042,-2.36306
32043,-2.45115
32044,-2.53936
32045,-2.4843
32046,-2.06476
32047,-1.5
32048,-1.5
32049,-1.5
32050,-1.5
32051,-1.5
32052,-1.5
32053,-1.5
32054,-1.54433
32055,-2.36112
32056,-3.01724
32057,-2.61749
32058,-2.53766
32059,-2.23905
32060,-2.72473
32061,-2.57557
32062,-2.4194
32063,-2.30913
32064,-2.24913
32065,-2.20745
32066,-2.26909
32067,-2.38128
32068,-2.41841
32069,-1.98615
32070,-1.5
32071,-1.5
32072,-1.5
32073,-1.5
32074,-1.5
32075,-1.5
32076,-1.5
32077,-1.5
32078,-1.5
32079,-2.37171
32080,-3.09542
32081,-3.42271
32082,-2.85017
32083,-2.42853
32084,-2.29441
32085,-2.09797
32086,-1.9222
32087,-1.82107
32088,-1.75274
32089,-2.40518
32090,-2.40956
32091,-2.50128
32092,-2.4688
32093,-2.00984
32094,-1.5
32095,-1.5
32096,-1.5
32097,-1.5
32098,-1.5
32099,-1.5
32100,-1.5
32101,-1.5
32102,-1.54283
32103,-2.59043
32104,-3.29427
32105,-2.9009
32106,-2.78773
32107,-2.51504
32108,-2.37272
32109,-2.74269
32110,-2.01081
32111,-1.89671
32112,-2.49607
32113,-2.46007
32114,-2.47175
32115,-2.5678
32116,-2.55131
32117,-2.11278
32118,-1.5
32119,-1.5
32120,-1.5
32121,-1.5
32122,-1.5
32123,-1.5
32124,-1.5
32125,-1.5
32126,-1.63109
32127,-2.67445
32128,-3.33693
32129,-2.941
32130,-2.80522
32131,-2.53108
32132,-3.08241
32133,-2.21279
32134,-2.03677
32135,-2.02396
32136,-2.52552
32137,-2.48346
32138,-2.47047
32139,-2.47206
32140,-2.35212
32141,-1.84937
32142,-1.5
32143,-1.5
32144,-1.5
32145,-1.5
32146,-1.5
32147,-1.5
32148,-1.5
32149,-1.5
32150,-1.5
32151,-2.51356
32152,-3.18907
32153,-2.78027
32154,-2.70778
32155,-3.18169
32156,-2.33052
32157,-2.15753
32158,-2.01162
32159,-1.8921
32160,-1.78587
32161,-2.40968
32162,-2.38849
32163,-2.34353
32164,-2.16441
32165,-1.54417
32166,-1.5
32167,-1.5
32168,-1.5
32169,-1.5
32170,-1.5
32171,-1.5
32172,-1.5
32173,-1.5
32174,-1.5
32175,-2.2937
32176,-3.00437
32177,-3.31049
32178,-2.72231
32179,-2.48543
32180,-2.34347
32181,-2.12211
32182,-1.92802
32183,-1.80717
32184,-1.75632
32185,-1.71395
32186,-1.73469
32187,-2.51437
32188,-2.51715
32189,-2.14135
32190,-1.5
32191,-1.5
32192,-1.5
32193,-1.5
32194,-1.5
32195,-1.5
32196,-1.5
32197,-1.5
32198,-1.89861
32199,-2.88102
32200,-3.51792
32201,-3.11104
32202,-3.71262
32203,-2.77716
32204,-2.59381
32205,-2.37186
32206,-2.17602
32207,-2.75149
32208,-2.66727
32209,-2.62498
32210,-2.60608
32211,-2.68171
32212,-2.70722
32213,-2.26418
32214,-1.5
32215,-1.5
32216,-1.5
32217,-1.5
32218,-1.5
32219,-1.5
32220,-1.5
32221,-1.5
32222,-1.71213
32223,-2.77986
32224,-3.49374
32225,-3.52564
32226,-2.94083
32227,-2.68951
32228,-2.53664
32229,-2.29471
32230,-2.1211
32231,-2.68966
32232,-2.60792
32233,-2.56944
32234,-2.57018
32235,-2.65885
32236,-2.69649
32237,-2.2334
32238,-1.5
32239,-1.5
32240,-1.5
32241,-1.5
32242,-1.5
32243,-1.5
32244,-1.5
32245,-1.5
32246,-1.7966
32247,-2.70438
32248,-3.3216
32249,-3.4732
32250,-2.79902
32251,-2.53406
32252,-2.38319
32253,-2.19647
32254,-2.01853
32255,-2.57443
32256,-2.5167
32257,-2.50332
32258,-2.51507
32259,-2.61844
32260,-2.66748
32261,-2.17463
32262,-1.5
32263,-1.5
32264,-1.5
32265,-1.5
32266,-1.5
32267,-1.5
32268,-1.5
32269,-1.5
32270,-1.6952
32271,-2.71563
32272,-3.37613
32273,-2.95381
32274,-2.79008
32275,-2.52896
32276,-2.39937
32277,-2.18578
32278,-2.43339
32279,-2.57847
32280,-2.51544
32281,-2.47694
32282,-2.51684
32283,-2.61851
32284,-2.65427
32285,-2.19743
32286,-1.5
32287,-1.5
32288,-1.5
32289,-1.5
32290,-1.5
32291,-1.5
32292,-1.5
32293,-1.5
32294,-1.77447
32295,-2.78313
32296,-3.40532
32297,-3.5362
32298,-2.77611
32299,-2.5255
32300,-2.37909
32301,-2.20477
32302,-2.04812
32303,-2.63167
32304,-2.5425
32305,-2.50009
32306,-2.50034
32307,-2.5357
32308,-2.46138
32309,-2.02524
32310,-1.5
32311,-1.5
32312,-1.5
32313,-1.5
32314,-1.5
32315,-1.5
32316,-1.5
32317,-1.5
32318,-1.9737
32319,-2.57669
32320,-3.02927
32321,-2.619
32322,-2.42586
32323,-2.2182
32324,-2.72708
32325,-2.53168
32326,-2.39811
32327,-2.29066
32328,-2.22512
32329,-2.19478
32330,-2.18648
32331,-2.22335
32332,-2.11183
32333,-1.50439
32334,-1.5
32335,-1.5
32336,-1.5
32337,-1.5
32338,-1.5
32339,-1.5
32340,-1.5
32341,-1.5
32342,-1.5
32343,-2.17259
32344,-2.815
32345,-3.13652
32346,-2.46775
32347,-2.24008
32348,-2.74105
32349,-1.88779
32350,-1.71665
32351,-1.60385
32352,-2.23016
32353,-1.51872
32354,-1.56182
32355,-1.68305
32356,-2.47315
32357,-2.03235
32358,-1.5
32359,-1.5
32360,-1.5
32361,-1.5
32362,-1.5
32363,-1.5
32364,-1.5
32365,-1.5
32366,-1.57942
32367,-2.62794
32368,-3.27313
32369,-2.86452
32370,-2.69337
32371,-2.41295
32372,-2.25637
32373,-2.01643
32374,-1.82468
32375,-1.72757
32376,-1.68322
32377,-2.33774
32378,-2.3819
32379,-2.51012
32380,-2.5925
32381,-2.15753
32382,-1.5
32383,-1.5
32384,-1.5
32385,-1.5
32386,-1.5
32387,-1.5
32388,-1.5
32389,-1.5
32390,-2.14124
32391,-2.78211
32392,-3.23849
32393,-2.8045
32394,-3.03091
32395,-2.29574
32396,-2.1278
32397,-1.91919
32398,-1.7593
32399,-2.35033
32400,-2.27786
32401,-2.25497
32402,-2.29809
32403,-2.43631
32404,-2.5479
32405,-2.08528
32406,-1.5
32407,-1.5
32408,-1.5
32409,-1.5
32410,-1.5
32411,-1.5
32412,-1.5
32413,-1.5
32414,-1.67045
32415,-2.47508
32416,-3.05769
32417,-2.653
32418,-2.50244
32419,-2.25905
32420,-2.02023
32421,-1.81522
32422,-2.36045
32423,-2.27006
32424,-2.22856
32425,-2.2054
32426,-2.23533
32427,-2.39454
32428,-2.49927
32429,-2.08096
32430,-1.5
32431,-1.5
32432,-1.5
32433,-1.5
32434,-1.5
32435,-1.5
32436,-1.5
32437,-1.5
32438,-1.5
32439,-2.51025
32440,-3.13081
32441,-2.79061
32442,-2.48939
32443,-2.19959
32444,-2.05077
32445,-2.52228
32446,-1.70221
32447,-1.634
32448,-2.27802
32449,-2.27485
32450,-2.31313
32451,-2.47113
32452,-2.57299
32453,-2.07584
32454,-1.5
32455,-1.5
32456,-1.5
32457,-1.5
32458,-1.5
32459,-1.5
32460,-1.5
32461,-1.5
32462,-1.69813
32463,-2.57814
32464,-3.13928
32465,-2.69048
32466,-2.66617
32467,-2.21412
32468,-2.09137
32469,-1.91474
32470,-1.78495
32471,-2.37419
32472,-2.32588
32473,-2.30149
32474,-2.30756
32475,-2.37196
32476,-2.29796
32477,-1.7556
32478,-1.5
32479,-1.5
32480,-1.5
32481,-1.5
32482,-1.5
32483,-1.5
32484,-1.5
32485,-1.5
32486,-1.5
32487,-2.34538
32488,-2.99591
32489,-3.24232
32490,-2.39369
32491,-2.18797
32492,-2.001
32493,-1.81192
32494,-1.67835
32495,-1.56779
32496,-1.54512
32497,-1.5
32498,-2.14757
32499,-2.14935
32500,-2.04201
32501,-1.5
32502,-1.5
32503,-1.5
32504,-1.5
32505,-1.5
32506,-1.5
32507,-1.5
32508,-1.5
32509,-1.5
32510,-1.5
32511,-2.1623
32512,-2.80635
32513,-2.47436
32514,-2.32695
32515,-2.11386
32516,-2.63716
32517,-1.72688
32518,-1.57658
32519,-1.5
32520,-2.10186
32521,-1.5
32522,-1.95451
32523,-1.631
32524,-2.47029
32525,-2.04961
32526,-1.5
32527,-1.5
32528,-1.5
32529,-1.5
32530,-1.5
32531,-1.5
32532,-1.5
32533,-1.5
32534,-1.5
32535,-2.49085
32536,-3.1282
32537,-2.67173
32538,-2.47293
32539,-2.17763
32540,-2.02017
32541,-1.81434
32542,-1.68132
32543,-1.59997
32544,-1.55766
32545,-2.22514
32546,-2.25649
32547,-2.43626
32548,-2.56567
32549,-2.20929
32550,-1.5
32551,-1.5
32552,-1.5
32553,-1.5
32554,-1.5
32555,-1.5
32556,-1.5
32557,-1.5
32558,-1.5
32559,-2.50972
32560,-3.15089
32561,-2.70338
32562,-2.44523
32563,-2.14342
32564,-1.98508
32565,-2.3762
32566,-1.65419
32567,-1.56699
32568,-2.19955
32569,-2.19258
32570,-2.2401
32571,-2.40652
32572,-2.55519
32573,-2.0928
32574,-1.5
32575,-1.5
32576,-1.5
32577,-1.5
32578,-1.5
32579,-1.5
32580,-1.5
32581,-1.5
32582,-1.5
32583,-2.46801
32584,-3.12764
32585,-2.60278
32586,-2.96766
32587,-2.1059
32588,-1.93659
32589,-1.71912
32590,-1.5971
32591,-1.52468
32592,-1.5
32593,-2.17598
32594,-2.21944
32595,-2.38437
32596,-2.52535
32597,-2.06795
32598,-1.5
32599,-1.5
32600,-1.5
32601,-1.5
32602,-1.5
32603,-1.5
32604,-1.5
32605,-1.5
32606,-1.5
32607,-2.52072
32608,-3.18049
32609,-2.67
32610,-3.10064
32611,-2.11052
32612,-1.95591
32613,-1.74186
32614,-1.6215
32615,-1.53264
32616,-1.50789
32617,-1.5
32618,-2.18698
32619,-2.35965
32620,-2.48349
32621,-1.96542
32622,-1.5
32623,-1.5
32624,-1.5
32625,-1.5
32626,-1.5
32627,-1.5
32628,-1.5
32629,-1.5
32630,-1.5
32631,-2.49965
32632,-3.18173
32633,-3.35138
32634,-2.41353
32635,-2.5206
32636,-1.98826
32637,-1.79408
32638,-1.68135
32639,-1.6
32640,-1.55368
32641,-1.52156
32642,-1.54264
32643,-2.28213
32644,-2.25208
32645,-1.69771
32646,-1.5
32647,-1.5
32648,-1.5
32649,-1.5
32650,-1.5
32651,-1.5
32652,-1.5
32653,-1.5
32654,-1.5
32655,-2.42576
32656,-3.09301
32657,-2.55178
32658,-3.04093
32659,-2.13248
32660,-2.63583
32661,-1.76671
32662,-1.63633
32663,-1.54321
32664,-1.5
32665,-1.5
32666,-1.96642
32667,-2.12075
32668,-2.05335
32669,-1.5
32670,-1.5
32671,-1.5
32672,-1.5
32673,-1.5
32674,-1.5
32675,-1.5
32676,-1.5
32677,-1.5
32678,-1.5
32679,-2.20172
32680,-2.86988
32681,-2.36457
32682,-2.27256
32683,-2.0735
32684,-1.88655
32685,-1.70014
32686,-1.5671
32687,-1.5
32688,-1.5
32689,-2.13169
32690,-1.5
32691,-1.66249
32692,-2.50639
32693,-2.02193
32694,-1.5
32695,-1.5
32696,-1.5
32697,-1.5
32698,-1.5
32699,-1.5
32700,-1.5
32701,-1.5
32702,-1.5
32703,-2.57012
32704,-3.203
32705,-2.71706
32706,-2.47319
32707,-2.17309
32708,-1.98842
32709,-1.76455
32710,-1.59705
32711,-1.51896
32712,-1.5
32713,-1.58157
32714,-1.5
32715,-2.34077
32716,-2.50668
32717,-2.21639
32718,-1.74589
32719,-1.5
32720,-1.5
32721,-1.5
32722,-1.5
32723,-1.5
32724,-1.5
32725,-1.5
32726,-1.85254
32727,-2.49967
32728,-2.9921
32729,-2.46324
32730,-2.49819
32731,-2.6146
32732,-2.44325
32733,-2.24652
32734,-2.12575
32735,-2.0455
32736,-1.9984
32737,-2.00172
32738,-2.04267
32739,-2.22359
32740,-2.42593
32741,-2.33588
32742,-1.89552
32743,-1.5
32744,-1.5
32745,-1.5
32746,-1.5
32747,-1.5
32748,-1.5
32749,-1.5
32750,-1.54794
32751,-2.36067
32752,-2.88343
32753,-2.77856
32754,-2.17694
32755,-1.867
32756,-1.71021
32757,-2.20761
32758,-2.09798
32759,-2.0486
32760,-2.01223
32761,-2.01426
32762,-2.08015
32763,-2.2464
32764,-2.43157
32765,-2.16993
32766,-1.57483
32767,-1.5
32768,-1.5
32769,-1.5
32770,-1.5
32771,-1.5
32772,-1.5
32773,-1.5
32774,-1.89519
32775,-2.52729
32776,-2.94965
32777,-2.41266
32778,-2.21935
32779,-2.12512
32780,-2.46496
32781,-2.25441
32782,-2.12446
32783,-2.04618
32784,-2.00982
32785,-2.0034
32786,-2.06492
32787,-2.23802
32788,-2.39017
32789,-2.39005
32790,-2.07672
32791,-1.7082
32792,-1.5
32793,-1.5
32794,-1.5
32795,-1.50286
32796,-1.81286
32797,-2.07494
32798,-2.4136
32799,-2.74802
32800,-2.72231
32801,-3.09864
32802,-2.90769
32803,-2.64532
32804,-2.51343
32805,-2.32327
32806,-2.17834
32807,-2.08833
32808,-2.03992
32809,-2.02625
32810,-2.05857
32811,-2.13961
32812,-2.20119
32813,-2.31605
32814,-2.36817
32815,-2.31563
32816,-2.33427
32817,-2.36037
32818,-2.32903
32819,-2.23876
32820,-2.1908
32821,-2.32391
32822,-2.50729
32823,-2.74574
32824,-3.01007
32825,-3.06841
32826,-2.88145
32827,-2.6351
32828,-2.43236
32829,-2.24069
32830,-2.09888
32831,-1.98538
32832,-1.92584
32833,-1.88986
32834,-1.88633
32835,-1.88707
32836,-1.92227
32837,-2.02605
32838,-2.07884
32839,-2.13593
32840,-2.14167
32841,-2.09881
32842,-2.04281
32843,-1.88228
32844,-1.80343
32845,-1.91507
32846,-2.22524
32847,-2.55974
32848,-2.86658
32849,-2.97971
32850,-2.8295
32851,-2.60097
32852,-2.42234
32853,-2.18359
32854,-2.02215
32855,-1.91524
32856,-1.87549
32857,-1.86994
32858,-1.9426
32859,-2.18914
32860,-2.39933
32861,-2.42197
32862,-1.78059
32863,-1.5
32864,-1.5
32865,-1.5
32866,-1.5
32867,-1.5
32868,-1.5
32869,-1.5
32870,-1.5
32871,-2.25105
32872,-2.90591
32873,-2.40242
32874,-2.26082
32875,-2.00337
32876,-1.84383
32877,-1.60688
32878,-1.5
32879,-1.81173
32880,-2.02124
32881,-2.01559
32882,-2.09466
32883,-2.29043
32884,-2.47547
32885,-1.99172
32886,-1.5
32887,-1.5
32888,-1.5
32889,-1.5
32890,-1.5
32891,-1.5
32892,-1.5
32893,-1.5
32894,-1.70415
32895,-2.42905
32896,-2.43313
32897,-2.40415
32898,-2.24342
32899,-1.96457
32900,-1.8313
32901,-1.62543
32902,-1.5
32903,-2.06603
32904,-2.03611
32905,-2.02954
32906,-2.09699
32907,-2.27184
32908,-2.49649
32909,-2.43557
32910,-2.01494
32911,-1.5
32912,-1.5
32913,-1.5
32914,-1.5
32915,-1.5
32916,-1.5
32917,-1.73934
32918,-2.21789
32919,-2.65176
32920,-2.35577
32921,-2.43624
32922,-2.94576
32923,-2.65332
32924,-2.50904
32925,-2.27886
32926,-2.13014
32927,-2.06106
32928,-2.02736
32929,-2.02595
32930,-2.08554
32931,-2.26505
32932,-2.48569
32933,-2.33132
32934,-1.68938
32935,-1.5
32936,-1.5
32937,-1.5
32938,-1.5
32939,-1.5
32940,-1.5
32941,-1.5
32942,-1.70671
32943,-2.47188
32944,-2.45457
32945,-2.35233
32946,-2.17218
32947,-1.92345
32948,-2.46795
32949,-2.23524
32950,-2.05585
32951,-1.98605
32952,-1.9394
32953,-1.9183
32954,-1.97572
32955,-2.18538
32956,-2.38264
32957,-2.19178
32958,-1.72749
32959,-1.5
32960,-1.5
32961,-1.5
32962,-1.5
32963,-1.5
32964,-1.5
32965,-1.5
32966,-1.59533
32967,-2.39814
32968,-2.19832
32969,-2.25139
32970,-2.06293
32971,-2.19545
32972,-2.36802
32973,-2.17862
32974,-2.05518
32975,-1.96572
32976,-1.92765
32977,-1.90925
32978,-1.92756
32979,-2.0193
32980,-2.07836
32981,-1.68342
32982,-1.5
32983,-1.5
32984,-1.5
32985,-1.5
32986,-1.5
32987,-1.5
32988,-1.5
32989,-1.5
32990,-1.5
32991,-2.28121
32992,-2.13338
32993,-2.18801
32994,-2.02292
32995,-1.82532
32996,-1.62512
32997,-1.5
32998,-1.89521
32999,-1.5
33000,-1.5
33001,-1.5
33002,-1.5
33003,-1.92523
33004,-1.90905
33005,-1.5
33006,-1.5
33007,-1.5
33008,-1.5
33009,-1.5
33010,-1.5
33011,-1.5
33012,-1.5
33013,-1.5
33014,-1.5
33015,-2.20322
33016,-2.02765
33017,-2.12641
33018,-2.01513
33019,-1.82538
33020,-1.67403
33021,-1.5
33022,-1.8172
33023,-1.5
33024,-1.5
33025,-1.5
33026,-1.96745
33027,-1.5
33028,-2.38512
33029,-1.99488
33030,-1.5
33031,-1.5
33032,-1.5
33033,-1.5
33034,-1.5
33035,-1.5
33036,-1.5
33037,-1.5
33038,-1.53033
33039,-2.4804
33040,-2.31776
33041,-2.4018
33042,-2.22173
33043,-1.9361
33044,-1.76064
33045,-1.55323
33046,-2.07068
33047,-1.5
33048,-1.5
33049,-1.5
33050,-1.5
33051,-2.1568
33052,-2.3818
33053,-2.0795
33054,-1.5
33055,-1.5
33056,-1.5
33057,-1.5
33058,-1.5
33059,-1.5
33060,-1.5
33061,-1.5
33062,-1.5
33063,-2.39075
33064,-2.22085
33065,-2.29659
33066,-2.10789
33067,-1.82755
33068,-1.65492
33069,-1.5
33070,-1.82962
33071,-1.5
33072,-1.5
33073,-1.89958
33074,-1.95305
33075,-2.13413
33076,-2.34801
33077,-1.95003
33078,-1.5
33079,-1.5
33080,-1.5
33081,-1.5
33082,-1.5
33083,-1.5
33084,-1.5
33085,-1.5
33086,-1.5
33087,-2.37779
33088,-2.23246
33089,-2.30604
33090,-2.13929
33091,-1.8422
33092,-1.69741
33093,-1.58127
33094,-2.02207
33095,-1.94328
33096,-1.93383
33097,-1.91539
33098,-1.95488
33099,-2.17968
33100,-2.40819
33101,-2.03868
33102,-1.5
33103,-1.5
33104,-1.5
33105,-1.5
33106,-1.5
33107,-1.5
33108,-1.5
33109,-1.5
33110,-1.5
33111,-2.4836
33112,-2.28696
33113,-2.31789
33114,-2.14025
33115,-1.87663
33116,-1.75108
33117,-1.51319
33118,-1.98289
33119,-1.5
33120,-1.5
33121,-1.5
33122,-1.5
33123,-1.5
33124,-2.44512
33125,-2.32698
33126,-1.79224
33127,-1.5
33128,-1.5
33129,-1.5
33130,-1.5
33131,-1.5
33132,-1.5
33133,-1.77358
33134,-2.24803
33135,-2.66788
33136,-2.30676
33137,-2.30347
33138,-2.14476
33139,-1.92108
33140,-2.46008
33141,-2.23847
33142,-2.08902
33143,-1.99005
33144,-1.94355
33145,-1.94012
33146,-1.95566
33147,-2.05832
33148,-2.12852
33149,-2.11101
33150,-1.64215
33151,-1.5
33152,-1.5
33153,-1.5
33154,-1.5
33155,-1.5
33156,-1.5
33157,-1.5
33158,-1.87
33159,-2.53291
33160,-2.95449
33161,-2.93032
33162,-2.74744
33163,-2.53414
33164,-2.34647
33165,-2.14955
33166,-2.01402
33167,-1.92993
33168,-1.88956
33169,-1.85749
33170,-1.83887
33171,-1.90364
33172,-1.93381
33173,-1.78294
33174,-1.5
33175,-1.5
33176,-1.5
33177,-1.5
33178,-1.5
33179,-1.5
33180,-1.5
33181,-1.5
33182,-1.93993
33183,-2.43499
33184,-2.10535
33185,-2.14521
33186,-2.0096
33187,-1.81282
33188,-1.63731
33189,-1.5
33190,-1.96439
33191,-1.5
33192,-1.57774
33193,-1.86024
33194,-1.92797
33195,-2.1139
33196,-2.40618
33197,-2.40531
33198,-2.045
33199,-1.58262
33200,-1.5
33201,-1.5
33202,-1.5
33203,-1.5
33204,-1.5
33205,-1.5
33206,-1.93992
33207,-2.62162
33208,-2.38051
33209,-2.42815
33210,-2.93384
33211,-2.65626
33212,-2.53496
33213,-2.29826
33214,-2.12671
33215,-2.04879
33216,-2.02736
33217,-2.03211
33218,-2.09327
33219,-2.2921
