,Diesel,Solar,Hydrogen
411,2.36036,-2.360365,0.0
412,2.41484,-2.414835,0.0
413,2.46321,-2.4632053,0.0
414,2.40738,-2.407376,0.0
415,2.25771,-2.257714,0.0
416,2.31247,-2.312466,0.0
417,2.26015,-2.2601500000000003,0.0
418,2.22264,-2.2226399999999997,0.0
419,2.21557,-2.21557,0.0
420,2.30439,-2.304388,0.0
421,2.69261,-2.692611,0.0
422,3.03643,-3.0364269999999998,0.0
423,3.29992,-3.2999233999999995,0.0
424,3.57522,-3.57522,0.0
425,3.60443,-3.60443,0.0
426,3.55924,-3.559235,0.0
427,3.41413,-3.41413,0.0
428,3.17266,-3.17266,0.0
429,2.97885,-2.97885,0.0
430,2.66366,-2.663665,0.0
431,2.40532,-2.405325,0.0
432,2.38288,-2.3828850000000004,0.0
433,2.29476,-2.294765,0.0
434,2.22777,-2.2277750000000003,0.0
435,2.28093,-2.2809299999999997,0.0
436,2.53126,-2.53126,0.0
437,2.94971,-2.9497097,0.0
438,2.97038,-2.970383,0.0
439,2.67271,-2.672713,0.0
440,2.00908,-2.009075,0.0
441,1.679,-1.6790050000000003,0.0
442,1.5,-1.4999967000000003,-1.000000000861423e-08
443,1.50701,-1.507005,0.0
444,1.701,-1.7010000000000003,0.0
445,2.33752,-2.3375250000000003,0.0
446,3.00929,-3.00929,0.0
447,3.41954,-3.4195377000000002,0.0
448,3.80188,-3.80188,0.0
449,3.8202,-3.8202,0.0
450,3.78199,-3.781985,0.0
451,3.56725,-3.5672550000000003,0.0
452,3.26293,-3.262925,0.0
453,3.01437,-3.0143649999999997,0.0
454,2.72628,-2.726285,0.0
455,2.47149,-2.471495,0.0
456,2.46019,-2.46019,0.0
457,2.3868,-2.386805,0.0
458,2.33124,-2.3312399999999998,0.0
459,2.37459,-2.374595,0.0
460,2.61591,-2.61591,0.0
461,3.03333,-3.0333337400000002,0.0
462,2.86989,-2.8698909999999995,0.0
463,2.19578,-2.19578,0.0
464,1.5,-1.5000036000000003,1.9999999996411777e-08
465,1.5,-1.4999979999999997,9.999999994736442e-08
466,1.5,-1.4999970000000002,-1.0000000000287557e-07
467,1.5,-1.5000050000000003,4.999999999866223e-07
468,1.72996,-1.7299600000000002,0.0
469,2.60871,-2.608706,0.0
470,3.10855,-3.108547,0.0
471,3.42079,-3.4207925,0.0
472,3.77757,-3.777565,0.0
473,3.815,-3.815,0.0
474,3.61399,-3.6139919999999996,0.0
475,3.50524,-3.505245,0.0
476,3.204,-3.204,0.0
477,2.28273,-2.282725,0.0
478,2.00144,-2.00144,0.0
479,2.47792,-2.47792,0.0
480,2.45872,-2.458715,0.0
481,2.37698,-2.37698,0.0
482,2.33985,-2.3398499999999998,0.0
483,2.38043,-2.38043,0.0
484,2.61291,-2.61291,0.0
485,3.00533,-3.00533093,0.0
486,2.97022,-2.970218,0.0
487,2.65242,-2.652419,0.0
488,2.11669,-2.116685,0.0
489,1.5,-1.4999963600000001,1.999999999380969e-09
490,1.5,-1.4999999999999998,4.999999999588667e-07
491,1.5,-1.500002,-1.0000000005838672e-07
492,1.5,-1.500003,1.0000000000287557e-07
493,1.77986,-1.7798600000000002,0.0
494,2.58602,-2.586025,0.0
495,3.23035,-3.2303509,0.0
496,3.60923,-3.60923,0.0
497,2.96978,-2.9697750000000003,0.0
498,3.63958,-3.63958,0.0
499,3.45474,-3.4547399999999997,0.0
500,3.15671,-3.156705,0.0
501,2.92307,-2.92307,0.0
502,2.674,-2.6739949999999997,0.0
503,2.4528,-2.4528000000000003,0.0
504,2.44408,-2.4440749999999998,0.0
505,2.3672,-2.3672,0.0
