,Diesel,Solar,Hydrogen
900,159.0,159.0,270.0
901,159.0,159.0,270.0
902,500.0,500.0,270.0
903,500.0,500.0,270.0
904,500.0,500.0,270.0
905,500.0,500.0,270.0
906,500.0,500.0,270.0
907,500.0,500.0,270.0
908,500.0,500.0,270.0
909,500.0,500.0,270.0
910,500.0,500.0,270.0
911,500.0,500.0,270.0
912,500.0,500.0,270.0
913,500.0,500.0,270.0
914,500.0,500.0,270.0
915,500.0,500.0,270.0
916,500.0,500.0,270.0
917,500.0,500.0,270.0
918,500.0,500.0,270.0
919,159.0,159.0,270.0
920,159.0,159.0,270.0
921,159.0,159.0,270.0
922,159.0,159.0,270.0
923,159.0,159.0,270.0
924,159.0,159.0,270.0
925,500.0,500.0,270.0
926,500.0,500.0,270.0
927,500.0,500.0,270.0
928,500.0,500.0,270.0
929,500.0,500.0,270.0
930,500.0,500.0,270.0
931,500.0,500.0,270.0
932,500.0,500.0,270.0
933,500.0,500.0,270.0
934,500.0,500.0,270.0
935,500.0,500.0,270.0
936,500.0,500.0,270.0
937,500.0,500.0,270.0
938,500.0,500.0,270.0
939,500.0,500.0,270.0
940,500.0,500.0,270.0
941,500.0,500.0,270.0
942,500.0,500.0,270.0
943,500.0,500.0,270.0
944,500.0,500.0,270.0
945,500.0,500.0,270.0
946,500.0,500.0,270.0
947,500.0,500.0,270.0
948,500.0,500.0,270.0
949,500.0,500.0,270.0
950,500.0,500.0,270.0
951,500.0,500.0,270.0
952,500.0,500.0,270.0
953,500.0,500.0,270.0
954,500.0,500.0,270.0
955,500.0,500.0,270.0
956,500.0,500.0,270.0
957,500.0,500.0,270.0
958,500.0,500.0,270.0
959,500.0,500.0,270.0
960,500.0,500.0,270.0
961,500.0,500.0,270.0
962,500.0,500.0,270.0
963,500.0,500.0,270.0
964,500.0,500.0,270.0
965,500.0,500.0,270.0
966,500.0,500.0,270.0
967,500.0,500.0,270.0
968,500.0,500.0,270.0
969,159.0,159.0,270.0
970,500.0,500.0,270.0
971,500.0,500.0,270.0
972,500.0,500.0,270.0
973,500.0,500.0,270.0
974,500.0,500.0,270.0
975,500.0,500.0,270.0
976,500.0,500.0,270.0
977,500.0,500.0,270.0
978,500.0,500.0,270.0
979,500.0,500.0,270.0
980,500.0,500.0,270.0
981,500.0,500.0,270.0
982,500.0,500.0,270.0
983,500.0,500.0,270.0
984,500.0,500.0,270.0
985,500.0,500.0,270.0
986,500.0,500.0,270.0
987,500.0,500.0,270.0
988,500.0,500.0,270.0
989,500.0,500.0,270.0
990,500.0,500.0,270.0
991,500.0,500.0,270.0
